id,update_decision,new_reason_category,confidence,notes
paper-2006,keep,still_relevant_physical_asset_maintenance,high,PHM remaining useful life prediction method
paper-2010,keep,still_relevant_physical_asset_maintenance,medium,Induction motor speed estimation supports monitoring
paper-2020,keep,still_relevant_physical_asset_maintenance,high,Winter road condition monitoring for maintenance
paper-2021,keep,still_relevant_physical_asset_maintenance,high,Industrial machine failure forecasting
paper-2039,keep,still_relevant_physical_asset_maintenance,medium,Fuel cell vehicle digital twin diagnostics
paper-2052,newly_exclude,generic_nonmaintenance,medium,PV performance prediction lacks maintenance decision
paper-2066,keep,still_relevant_physical_asset_maintenance,medium,Self powered vehicle condition monitoring sensors
paper-2067,keep,still_relevant_physical_asset_maintenance,high,AI PLC framework includes predictive maintenance
paper-2074,keep,still_relevant_physical_asset_maintenance,medium,Manufacturing equipment predictive maintenance framework
paper-2084,keep,still_relevant_physical_asset_maintenance,high,Industrial CPS fault detection PHM
paper-2092,keep,still_relevant_physical_asset_maintenance,high,High voltage insulator online fault detection
paper-2095,keep,still_relevant_physical_asset_maintenance,high,Lubricant health assessment for predictive maintenance
paper-2100,keep,still_relevant_physical_asset_maintenance,medium,Drilling tool wear prediction supports replacement
paper-2104,newly_exclude,generic_nonmaintenance,high,Generic IIoT anomaly detector lacks maintenance use
paper-2108,newly_exclude,generic_nonmaintenance,medium,VR digital twin framework lacks maintenance task
paper-2111,keep,still_relevant_physical_asset_maintenance,high,Field PV module degradation diagnostics
paper-2112,keep,still_relevant_physical_asset_maintenance,medium,Electronic solder joint reliability life prediction
paper-2114,newly_exclude,generic_structural_material,high,E skin crack sensing not maintenance focused
paper-2117,keep,still_relevant_physical_asset_maintenance,high,Hard disk failure prediction for replacement
paper-2118,keep,still_relevant_physical_asset_maintenance,high,Air compressor condition monitoring predictive maintenance
paper-2124,newly_exclude,heritage_culture_building,high,Cultural heritage security conservation system
paper-2127,keep,still_relevant_physical_asset_maintenance,high,Pavement cracking prediction for road maintenance
paper-2133,keep,still_relevant_physical_asset_maintenance,high,Edge RUL prediction for predictive maintenance
paper-2138,keep,still_relevant_physical_asset_maintenance,high,RC infrastructure deterioration supports CBM
paper-2141,newly_exclude,generic_structural_material,high,RC beam debonding structural failure only
paper-2142,keep,still_relevant_physical_asset_maintenance,high,Gear digital twin diagnostics and prognostics
paper-2144,keep,still_relevant_physical_asset_maintenance,high,Conveyor belt condition assessment for maintenance
paper-2146,keep,still_relevant_physical_asset_maintenance,high,Planetary gearbox in situ condition sensing
paper-2148,keep,still_relevant_physical_asset_maintenance,medium,PV hotspot monitoring supports lifetime management
paper-2152,keep,still_relevant_physical_asset_maintenance,medium,Harvester powers gearbox monitoring sensor nodes
paper-2156,newly_exclude,generic_nonmaintenance,medium,Harmonic reducer dynamics model lacks maintenance use
paper-2171,newly_exclude,generic_nonmaintenance,medium,Motor vibration sensing lacks maintenance diagnosis
paper-2176,keep,still_relevant_physical_asset_maintenance,high,FCCU soft sensor supports predictive maintenance
paper-2183,keep,still_relevant_physical_asset_maintenance,medium,RUL estimation for degrading systems
paper-2197,keep,still_relevant_physical_asset_maintenance,medium,Edge sensor ML supports condition monitoring
paper-2199,keep,still_relevant_physical_asset_maintenance,high,Wind turbine monitoring and predictive maintenance
paper-2202,newly_exclude,generic_structural_material,medium,Battery electrode failure mechanics lacks maintenance use
paper-2204,newly_exclude,generic_nonmaintenance,medium,AI bias overview not maintenance study
paper-2207,keep,still_relevant_physical_asset_maintenance,high,Power equipment insulation diagnostic system
paper-2214,newly_exclude,generic_structural_material,high,RC column seismic degradation model only
paper-2220,keep,still_relevant_physical_asset_maintenance,high,Regional bridge condition monitoring
paper-2229,keep,still_relevant_physical_asset_maintenance,medium,Cracked water pipeline failure prediction
paper-2231,keep,still_relevant_physical_asset_maintenance,high,Water pipeline leak and burst detection
paper-2232,keep,still_relevant_physical_asset_maintenance,medium,Digital twin ROM for industrial predictive maintenance
paper-2233,keep,still_relevant_physical_asset_maintenance,high,Hydraulic turbine servomotor fatigue prediction
paper-2247,keep,still_relevant_physical_asset_maintenance,medium,Protective relay run time condition monitoring
paper-2249,newly_exclude,heritage_culture_building,high,Library facility digital twin not equipment maintenance
paper-2250,keep,still_relevant_physical_asset_maintenance,high,Vehicle predictive maintenance scheduling framework
paper-2251,newly_exclude,generic_structural_material,high,Composite laminate structural design failure prediction
paper-2255,keep,still_relevant_physical_asset_maintenance,high,Cement mill fan vibration predictive maintenance
paper-2257,keep,still_relevant_physical_asset_maintenance,high,Industrial machinery acoustic fault detection
paper-2258,newly_exclude,generic_structural_material,high,Fused silica optics material damage mechanics
paper-2275,keep,still_relevant_physical_asset_maintenance,medium,Rectifier monitoring and predictive maintenance features
paper-2279,keep,still_relevant_physical_asset_maintenance,high,Concrete corrosion prediction supports maintenance planning
paper-2290,keep,still_relevant_physical_asset_maintenance,high,Water pipe failure risk guides maintenance
paper-2292,keep,still_relevant_physical_asset_maintenance,medium,Distribution grid fault prediction supports reliability
paper-2294,newly_exclude,other_nonmaintenance,medium,Assembly quality testing not maintenance
paper-2295,keep,still_relevant_physical_asset_maintenance,medium,Rail acceleration monitoring for wear assessment
paper-2297,keep,still_relevant_physical_asset_maintenance,high,Industrial process condition monitoring and faults
paper-2298,keep,still_relevant_physical_asset_maintenance,high,Predictive maintenance case study with vibration data
paper-2300,keep,still_relevant_physical_asset_maintenance,high,Hydropower generator equipment fault prediction
paper-2308,keep,still_relevant_physical_asset_maintenance,medium,Turbomachine stability tracking under deterioration
paper-2309,keep,still_relevant_physical_asset_maintenance,medium,Degradation alarms guide mission reliability decisions
paper-2313,newly_exclude,generic_structural_material,high,Concrete impact failure modeling lacks maintenance
paper-2316,keep,still_relevant_physical_asset_maintenance,high,Alloy equipment fatigue RUL for maintenance
paper-2318,keep,still_relevant_physical_asset_maintenance,high,Corroded pipeline failure pressure prediction
paper-2330,keep,still_relevant_physical_asset_maintenance,medium,Converter failure modes support diagnostics
paper-2331,newly_exclude,generic_nonmaintenance,medium,Machine utilization analytics not maintenance focused
paper-2342,keep,still_relevant_physical_asset_maintenance,high,Filter plate RUL optimizes maintenance intervals
paper-2347,keep,still_relevant_physical_asset_maintenance,high,Rotating biological contactor failure prediction
paper-2360,keep,still_relevant_physical_asset_maintenance,medium,DSS selection for machine maintenance prognostics
paper-2364,newly_exclude,heritage_culture_building,high,Building deformation monitoring not equipment maintenance
paper-2372,keep,still_relevant_physical_asset_maintenance,high,RUL based maintenance optimization strategy
paper-2375,newly_exclude,generic_structural_material,medium,Flywheel crack simulation lacks maintenance decision
paper-2395,keep,still_relevant_physical_asset_maintenance,high,Hard drive prognostics guide replacement
paper-2396,keep,still_relevant_physical_asset_maintenance,high,Bridge maintenance sensor power design
paper-2399,keep,still_relevant_physical_asset_maintenance,medium,Corrosion damage detection for metal parts
paper-2401,keep,still_relevant_physical_asset_maintenance,medium,Vibration current fault prediction model
