id,update_decision,new_reason_category,confidence,notes
paper-3957,keep,still_relevant_physical_asset_maintenance,high,Aircraft engine health prognostics
paper-3961,keep,still_relevant_physical_asset_maintenance,high,Injection machine servo failure prediction
paper-3964,keep,still_relevant_physical_asset_maintenance,medium,Machining control triggers cutting tool maintenance
paper-3966,keep,still_relevant_physical_asset_maintenance,medium,IGBT switch degradation and fault prediction
paper-3969,keep,still_relevant_physical_asset_maintenance,medium,Bearing repair grinding supports maintenance decisions
paper-3970,keep,still_relevant_physical_asset_maintenance,high,District heating network asset management
paper-3976,newly_exclude,generic_structural_material,high,Sensor material SHM lacks asset maintenance case
paper-3980,keep,still_relevant_physical_asset_maintenance,medium,Vehicle condition diagnostics support safety reliability
paper-3983,keep,still_relevant_physical_asset_maintenance,medium,Marine thruster seal wear monitoring
paper-3984,keep,still_relevant_physical_asset_maintenance,medium,Power equipment monitoring network
paper-3987,keep,still_relevant_physical_asset_maintenance,medium,Condition monitoring on power plant data
