id,update_decision,new_reason_category,confidence,notes
paper-1480,keep,still_relevant_physical_asset_maintenance,high,Ship engine predictive maintenance scheduling
paper-1482,newly_exclude,heritage_culture_building,medium,Construction maintenance framework no equipment
paper-1486,keep,still_relevant_physical_asset_maintenance,high,Equipment prescriptive maintenance causality
paper-1489,keep,still_relevant_physical_asset_maintenance,high,Automotive bearing fault prediction
paper-1494,keep,still_relevant_physical_asset_maintenance,high,Power line monitoring for predictive maintenance
paper-1495,keep,still_relevant_physical_asset_maintenance,high,Smart farm equipment PHM
paper-1497,keep,still_relevant_physical_asset_maintenance,high,Conveyor belt condition monitoring
paper-1502,keep,still_relevant_physical_asset_maintenance,high,Oil pumping unit condition diagnosis
paper-1506,keep,still_relevant_physical_asset_maintenance,medium,Bridge lifecycle replacement asset management
paper-1521,keep,still_relevant_physical_asset_maintenance,medium,IoT device failure risk maintenance
paper-1536,newly_exclude,generic_structural_material,medium,Steering clearance FEA not maintenance
paper-1538,keep,still_relevant_physical_asset_maintenance,high,Insulator aging assessment for CBM
paper-1539,newly_exclude,generic_structural_material,high,Coating corrosion mechanism study
paper-1544,keep,still_relevant_physical_asset_maintenance,high,Power line failure prediction and restoration
paper-1548,keep,still_relevant_physical_asset_maintenance,high,Railway axle crack detection
paper-1549,keep,still_relevant_physical_asset_maintenance,medium,Vehicle wear monitoring system
paper-1550,keep,still_relevant_physical_asset_maintenance,high,Pipeline blockage detection for maintenance
paper-1553,newly_exclude,generic_structural_material,high,TBC corrosion mechanism study
paper-1555,keep,still_relevant_physical_asset_maintenance,medium,Industrial piping failure root-cause analysis
paper-1557,newly_exclude,generic_structural_material,high,RC slab shear prediction only
paper-1558,keep,still_relevant_physical_asset_maintenance,high,Wind turbine bearing condition monitoring
paper-1560,keep,still_relevant_physical_asset_maintenance,high,Airport pavement condition monitoring
paper-1571,keep,still_relevant_physical_asset_maintenance,high,Water pipeline defect assessment
paper-1573,newly_exclude,heritage_culture_building,high,Smart building control not equipment maintenance
paper-1579,newly_exclude,generic_nonmaintenance,high,Renewable energy AI overview
paper-1580,keep,still_relevant_physical_asset_maintenance,high,Battery storage degradation-aware management
paper-1585,newly_exclude,generic_structural_material,medium,Generic concrete ASR sensor study
paper-1595,keep,still_relevant_physical_asset_maintenance,high,Actuator fatigue lifespan prediction
paper-1596,newly_exclude,heritage_culture_building,high,Cultural heritage conservation excluded
paper-1599,newly_exclude,generic_nonmaintenance,high,Generic reliability engineering overview
paper-1603,keep,still_relevant_physical_asset_maintenance,medium,Rail slab condition monitoring
paper-1610,keep,still_relevant_physical_asset_maintenance,medium,Injection mold cooling degradation modeling
paper-1613,keep,still_relevant_physical_asset_maintenance,medium,IC interconnect failure time prediction
paper-1615,keep,still_relevant_physical_asset_maintenance,high,Drill bit failure analysis supports maintenance
paper-1620,keep,still_relevant_physical_asset_maintenance,medium,Robotic digital twins for predictive maintenance
paper-1622,newly_exclude,generic_nonmaintenance,high,PV performance monitor not maintenance
paper-1629,newly_exclude,generic_nonmaintenance,medium,Method paper lacks asset use-case
paper-1632,keep,still_relevant_physical_asset_maintenance,high,Industrial predictive and prescriptive maintenance
paper-1637,keep,still_relevant_physical_asset_maintenance,high,Power communication equipment fault recovery
paper-1649,keep,still_relevant_physical_asset_maintenance,high,Industrial pipeline clogging health monitoring
paper-1650,keep,still_relevant_physical_asset_maintenance,high,Rotating machinery fault diagnosis
paper-1652,keep,still_relevant_physical_asset_maintenance,high,Offshore wind turbine failure prediction
paper-1689,keep,still_relevant_physical_asset_maintenance,medium,Road crack defect detection dataset
paper-1703,keep,still_relevant_physical_asset_maintenance,high,PV soiling maintenance strategy modeling
paper-1704,keep,still_relevant_physical_asset_maintenance,high,Bearing and transformer diagnostic explanations
paper-1712,keep,still_relevant_physical_asset_maintenance,high,Planetary gear fault diagnosis
paper-1715,newly_exclude,generic_structural_material,high,Pavement skid prediction lacks maintenance purpose
paper-1719,keep,still_relevant_physical_asset_maintenance,high,Coaxial equipment composite fault diagnosis
paper-1722,keep,still_relevant_physical_asset_maintenance,high,Nuclear equipment predictive maintenance
paper-1727,newly_exclude,generic_structural_material,high,Welded plate crack propagation only
paper-1732,keep,still_relevant_physical_asset_maintenance,medium,Heat pipe operational failure prediction
paper-1740,keep,still_relevant_physical_asset_maintenance,high,Piston pump predictive maintenance
paper-1741,newly_exclude,heritage_culture_building,high,Facility BIM building maintenance excluded
paper-1749,keep,still_relevant_physical_asset_maintenance,medium,Drill tube real-time condition monitoring
paper-1758,newly_exclude,generic_structural_material,medium,Insulator heat inverse problem not maintenance
paper-1761,keep,still_relevant_physical_asset_maintenance,medium,Rail contact force condition monitoring
paper-1764,keep,still_relevant_physical_asset_maintenance,high,Maritime fleet predictive maintenance
paper-1765,keep,still_relevant_physical_asset_maintenance,high,Harmonic drive wear reliability
paper-1773,keep,still_relevant_physical_asset_maintenance,high,Road surface damage detection
paper-1779,newly_exclude,heritage_culture_building,high,Smart building DT excluded
paper-1807,keep,still_relevant_physical_asset_maintenance,high,Offshore wind foundation scour detection
paper-1813,keep,still_relevant_physical_asset_maintenance,medium,Francis turbine pressure pulsation monitoring
paper-1818,keep,still_relevant_physical_asset_maintenance,high,Ship engine fuel system prognosis
paper-1819,keep,still_relevant_physical_asset_maintenance,high,Medical equipment maintenance scheduling
paper-1826,keep,still_relevant_physical_asset_maintenance,medium,Energy harvester enables machinery monitoring
paper-1827,keep,still_relevant_physical_asset_maintenance,medium,Wind tunnel condition monitoring
paper-1831,newly_exclude,other_nonmaintenance,medium,Chemical accident warning not maintenance
paper-1842,keep,still_relevant_physical_asset_maintenance,medium,Wind equipment misalignment data platform
paper-1846,keep,still_relevant_physical_asset_maintenance,medium,Train suspension condition monitoring
paper-1847,newly_exclude,generic_nonmaintenance,high,Generic acoustic sensor no asset case
paper-1849,keep,still_relevant_physical_asset_maintenance,medium,Vehicle acoustic predictive service
paper-1850,keep,still_relevant_physical_asset_maintenance,high,Aerospace insulation condition monitoring
paper-1852,keep,still_relevant_physical_asset_maintenance,high,Power infrastructure automated damage diagnosis
paper-1855,newly_exclude,generic_structural_material,high,Alloy fatigue material study only
