batch_index,corpus_id,filename,source_path,staged_path,staged_by
22,paper-0340,paper-0340_hybrid_fault_prognosis_using_health_index_fusion.pdf,extraction_papers/paper-0340_hybrid_fault_prognosis_using_health_index_fusion.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0340_hybrid_fault_prognosis_using_health_index_fusion.pdf,hardlink
23,paper-0343,paper-0343_identification_model_of_distribution_equipment_insulation_aging_enhancement_based_on_scada_k.pdf,extraction_papers/paper-0343_identification_model_of_distribution_equipment_insulation_aging_enhancement_based_on_scada_k.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0343_identification_model_of_distribution_equipment_insulation_aging_enhancement_based_on_scada_k.pdf,hardlink
24,paper-0346,paper-0346_a_unified_framework_combining_tsa_cwt_sk_vmd_and_transformers_for_multi_label_gearbox_diagno.pdf,extraction_papers/paper-0346_a_unified_framework_combining_tsa_cwt_sk_vmd_and_transformers_for_multi_label_gearbox_diagno.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0346_a_unified_framework_combining_tsa_cwt_sk_vmd_and_transformers_for_multi_label_gearbox_diagno.pdf,hardlink
25,paper-0347,paper-0347_construction_and_research_of_a_data_driven_model_for_early_fault_detection_in_rotating_machi.pdf,extraction_papers/paper-0347_construction_and_research_of_a_data_driven_model_for_early_fault_detection_in_rotating_machi.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0347_construction_and_research_of_a_data_driven_model_for_early_fault_detection_in_rotating_machi.pdf,hardlink
26,paper-0348,paper-0348_a_serverless_automated_mlops_framework_for_scalable_industrial_predictive_maintenance.pdf,extraction_papers/paper-0348_a_serverless_automated_mlops_framework_for_scalable_industrial_predictive_maintenance.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0348_a_serverless_automated_mlops_framework_for_scalable_industrial_predictive_maintenance.pdf,hardlink
27,paper-0352,paper-0352_proactive_engine_maintenance_in_aviation_using_data_driven_remaining_useful_life_estimation.pdf,extraction_papers/paper-0352_proactive_engine_maintenance_in_aviation_using_data_driven_remaining_useful_life_estimation.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0352_proactive_engine_maintenance_in_aviation_using_data_driven_remaining_useful_life_estimation.pdf,hardlink
28,paper-0355,paper-0355_enhanced_remaining_useful_life_prediction_of_lithium_ion_battery_based_on_a_dual_attention_h.pdf,extraction_papers/paper-0355_enhanced_remaining_useful_life_prediction_of_lithium_ion_battery_based_on_a_dual_attention_h.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0355_enhanced_remaining_useful_life_prediction_of_lithium_ion_battery_based_on_a_dual_attention_h.pdf,hardlink
29,paper-0357,paper-0357_numerical_and_acoustic_investigation_of_cavitation_phenomena_in_centrifugal_hydraulic_pumps.pdf,extraction_papers/paper-0357_numerical_and_acoustic_investigation_of_cavitation_phenomena_in_centrifugal_hydraulic_pumps.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0357_numerical_and_acoustic_investigation_of_cavitation_phenomena_in_centrifugal_hydraulic_pumps.pdf,hardlink
30,paper-0359,paper-0359_engine_remaining_useful_life_prediction_method_based_on_deep_residual_network_and_attention.pdf,extraction_papers/paper-0359_engine_remaining_useful_life_prediction_method_based_on_deep_residual_network_and_attention.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0359_engine_remaining_useful_life_prediction_method_based_on_deep_residual_network_and_attention.pdf,hardlink
31,paper-0361,paper-0361_tabeng_qlora_criticality_aware_tabular_to_text_adaptation_of_large_language_models_via_salie.pdf,extraction_papers/paper-0361_tabeng_qlora_criticality_aware_tabular_to_text_adaptation_of_large_language_models_via_salie.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0361_tabeng_qlora_criticality_aware_tabular_to_text_adaptation_of_large_language_models_via_salie.pdf,hardlink
32,paper-0363,paper-0363_prediction_of_the_remaining_useful_life_of_lithium_ion_batteries_based_on_health_features_ex.pdf,extraction_papers/paper-0363_prediction_of_the_remaining_useful_life_of_lithium_ion_batteries_based_on_health_features_ex.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0363_prediction_of_the_remaining_useful_life_of_lithium_ion_batteries_based_on_health_features_ex.pdf,hardlink
33,paper-0365,paper-0365_turbofan_engine_remaining_useful_life_prediction_with_reliable_prediction_intervals_via_lstm.pdf,extraction_papers/paper-0365_turbofan_engine_remaining_useful_life_prediction_with_reliable_prediction_intervals_via_lstm.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0365_turbofan_engine_remaining_useful_life_prediction_with_reliable_prediction_intervals_via_lstm.pdf,hardlink
34,paper-0366,paper-0366_anomaly_characterization_for_the_condition_monitoring_of_rotating_shafts_exploiting_data_fus.pdf,extraction_papers/paper-0366_anomaly_characterization_for_the_condition_monitoring_of_rotating_shafts_exploiting_data_fus.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0366_anomaly_characterization_for_the_condition_monitoring_of_rotating_shafts_exploiting_data_fus.pdf,hardlink
35,paper-0370,paper-0370_soiling_status_detection_in_photovoltaic_energy_systems_using_machine_learning_and_weather_d.pdf,extraction_papers/paper-0370_soiling_status_detection_in_photovoltaic_energy_systems_using_machine_learning_and_weather_d.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0370_soiling_status_detection_in_photovoltaic_energy_systems_using_machine_learning_and_weather_d.pdf,hardlink
36,paper-0373,paper-0373_fault_prediction_method_of_boost_converter_based_on_multi_modal_components_and_temporal_conv.pdf,extraction_papers/paper-0373_fault_prediction_method_of_boost_converter_based_on_multi_modal_components_and_temporal_conv.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0373_fault_prediction_method_of_boost_converter_based_on_multi_modal_components_and_temporal_conv.pdf,hardlink
37,paper-0374,paper-0374_bridging_diagnostic_condition_monitoring_and_nvh_tonal_excitation_through_frequency_domain_s.pdf,extraction_papers/paper-0374_bridging_diagnostic_condition_monitoring_and_nvh_tonal_excitation_through_frequency_domain_s.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0374_bridging_diagnostic_condition_monitoring_and_nvh_tonal_excitation_through_frequency_domain_s.pdf,hardlink
38,paper-0375,paper-0375_crack_propagation_mechanism_and_life_prediction_of_liner_under_thermal_fatigue_loads.pdf,extraction_papers/paper-0375_crack_propagation_mechanism_and_life_prediction_of_liner_under_thermal_fatigue_loads.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0375_crack_propagation_mechanism_and_life_prediction_of_liner_under_thermal_fatigue_loads.pdf,hardlink
39,paper-0378,paper-0378_intelligent_information_fusion_for_safety_critical_icing_detection_via_machine_learning_and.pdf,extraction_papers/paper-0378_intelligent_information_fusion_for_safety_critical_icing_detection_via_machine_learning_and.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0378_intelligent_information_fusion_for_safety_critical_icing_detection_via_machine_learning_and.pdf,hardlink
40,paper-0380,paper-0380_enhanced_temporal_convolutional_network_based_approach_for_degradation_prediction_of_reverse.pdf,extraction_papers/paper-0380_enhanced_temporal_convolutional_network_based_approach_for_degradation_prediction_of_reverse.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0380_enhanced_temporal_convolutional_network_based_approach_for_degradation_prediction_of_reverse.pdf,hardlink
41,paper-0383,paper-0383_application_of_infrared_thermography_on_bus_air_compressor_units_for_preventive_fault_detect.pdf,extraction_papers/paper-0383_application_of_infrared_thermography_on_bus_air_compressor_units_for_preventive_fault_detect.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0383_application_of_infrared_thermography_on_bus_air_compressor_units_for_preventive_fault_detect.pdf,hardlink
42,paper-0386,paper-0386_spatio_temporal_joint_network_for_coupler_anomaly_detection_under_complex_working_conditions.pdf,extraction_papers/paper-0386_spatio_temporal_joint_network_for_coupler_anomaly_detection_under_complex_working_conditions.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0386_spatio_temporal_joint_network_for_coupler_anomaly_detection_under_complex_working_conditions.pdf,hardlink
43,paper-0387,paper-0387_remaining_useful_life_prediction_and_early_warning_model_for_high_speed_railway_contact_syst.pdf,extraction_papers/paper-0387_remaining_useful_life_prediction_and_early_warning_model_for_high_speed_railway_contact_syst.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0387_remaining_useful_life_prediction_and_early_warning_model_for_high_speed_railway_contact_syst.pdf,hardlink
44,paper-0392,paper-0392_performance_analysis_of_algorithms_for_treating_outliers_in_pdm_from_uavs.pdf,extraction_papers/paper-0392_performance_analysis_of_algorithms_for_treating_outliers_in_pdm_from_uavs.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0392_performance_analysis_of_algorithms_for_treating_outliers_in_pdm_from_uavs.pdf,hardlink
45,paper-0393,paper-0393_laboratory_diagnostics_of_engine_oils_as_a_tool_for_identifying_mechanical_faults_and_suppor.pdf,extraction_papers/paper-0393_laboratory_diagnostics_of_engine_oils_as_a_tool_for_identifying_mechanical_faults_and_suppor.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0393_laboratory_diagnostics_of_engine_oils_as_a_tool_for_identifying_mechanical_faults_and_suppor.pdf,hardlink
46,paper-0396,paper-0396_subway_door_fault_prediction_employing_stacking_ensemble_learning.pdf,extraction_papers/paper-0396_subway_door_fault_prediction_employing_stacking_ensemble_learning.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0396_subway_door_fault_prediction_employing_stacking_ensemble_learning.pdf,hardlink
47,paper-0398,paper-0398_spht_lstm_a_novel_industrial_equipment_condition_prediction_method.pdf,extraction_papers/paper-0398_spht_lstm_a_novel_industrial_equipment_condition_prediction_method.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0398_spht_lstm_a_novel_industrial_equipment_condition_prediction_method.pdf,hardlink
48,paper-0400,paper-0400_a_sparrow_search_algorithm_optimized_lstm_framework_with_emd_denoising_for_rolling_element_b.pdf,extraction_papers/paper-0400_a_sparrow_search_algorithm_optimized_lstm_framework_with_emd_denoising_for_rolling_element_b.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0400_a_sparrow_search_algorithm_optimized_lstm_framework_with_emd_denoising_for_rolling_element_b.pdf,hardlink
49,paper-0402,paper-0402_development_and_simulation_of_a_novel_mathematical_model_for_an_intelligent_tire_system_towa.pdf,extraction_papers/paper-0402_development_and_simulation_of_a_novel_mathematical_model_for_an_intelligent_tire_system_towa.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0402_development_and_simulation_of_a_novel_mathematical_model_for_an_intelligent_tire_system_towa.pdf,hardlink
50,paper-0403,paper-0403_proactive_fault_prediction_in_marine_diesel_engines_using_multivariate_machine_learning.pdf,extraction_papers/paper-0403_proactive_fault_prediction_in_marine_diesel_engines_using_multivariate_machine_learning.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0403_proactive_fault_prediction_in_marine_diesel_engines_using_multivariate_machine_learning.pdf,hardlink
51,paper-0405,paper-0405_3d_railway_modelling_for_extending_the_remaining_useful_life_of_a_bogie.pdf,extraction_papers/paper-0405_3d_railway_modelling_for_extending_the_remaining_useful_life_of_a_bogie.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0405_3d_railway_modelling_for_extending_the_remaining_useful_life_of_a_bogie.pdf,hardlink
52,paper-0406,paper-0406_research_on_the_diagnosis_of_abnormal_sound_defects_in_automobile_engines_based_on_fusion_of.pdf,extraction_papers/paper-0406_research_on_the_diagnosis_of_abnormal_sound_defects_in_automobile_engines_based_on_fusion_of.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0406_research_on_the_diagnosis_of_abnormal_sound_defects_in_automobile_engines_based_on_fusion_of.pdf,hardlink
53,paper-0416,paper-0416_thermal_intelligence_for_hydro_generators_data_driven_prediction_of_stator_winding_temperatu.pdf,extraction_papers/paper-0416_thermal_intelligence_for_hydro_generators_data_driven_prediction_of_stator_winding_temperatu.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0416_thermal_intelligence_for_hydro_generators_data_driven_prediction_of_stator_winding_temperatu.pdf,hardlink
54,paper-0418,paper-0418_predicting_stator_winding_short_circuit_faults_in_induction_motors_using_machine_learning_a.pdf,extraction_papers/paper-0418_predicting_stator_winding_short_circuit_faults_in_induction_motors_using_machine_learning_a.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0418_predicting_stator_winding_short_circuit_faults_in_induction_motors_using_machine_learning_a.pdf,hardlink
55,paper-0419,paper-0419_early_fault_severity_prediction_in_digital_twin_enabled_industrial_systems_using_imbalance_a.pdf,extraction_papers/paper-0419_early_fault_severity_prediction_in_digital_twin_enabled_industrial_systems_using_imbalance_a.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0419_early_fault_severity_prediction_in_digital_twin_enabled_industrial_systems_using_imbalance_a.pdf,hardlink
56,paper-0423,paper-0423_a_metric_driven_evaluation_framework_for_remaining_useful_life_prognosis_with_quantified_unc.pdf,extraction_papers/paper-0423_a_metric_driven_evaluation_framework_for_remaining_useful_life_prognosis_with_quantified_unc.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0423_a_metric_driven_evaluation_framework_for_remaining_useful_life_prognosis_with_quantified_unc.pdf,hardlink
57,paper-0424,paper-0424_assessment_of_a_40_year_old_induction_motor_using_hybrid_diagnostic_and_ai_based_predictive.pdf,extraction_papers/paper-0424_assessment_of_a_40_year_old_induction_motor_using_hybrid_diagnostic_and_ai_based_predictive.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0424_assessment_of_a_40_year_old_induction_motor_using_hybrid_diagnostic_and_ai_based_predictive.pdf,hardlink
58,paper-0428,paper-0428_physiochemical_properties_investigation_of_thermal_moisture_aged_low_voltage_pvc_cable_insul.pdf,extraction_papers/paper-0428_physiochemical_properties_investigation_of_thermal_moisture_aged_low_voltage_pvc_cable_insul.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0428_physiochemical_properties_investigation_of_thermal_moisture_aged_low_voltage_pvc_cable_insul.pdf,hardlink
59,paper-0436,paper-0436_proactive_inspection_through_interpretable_online_degradation_monitoring_for_heavy_duty_ev_b.pdf,extraction_papers/paper-0436_proactive_inspection_through_interpretable_online_degradation_monitoring_for_heavy_duty_ev_b.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0436_proactive_inspection_through_interpretable_online_degradation_monitoring_for_heavy_duty_ev_b.pdf,hardlink
60,paper-0439,paper-0439_start_stop_cycle_induced_failure_mode_transition_in_sofc_powered_northern_sea_route_shipping.pdf,extraction_papers/paper-0439_start_stop_cycle_induced_failure_mode_transition_in_sofc_powered_northern_sea_route_shipping.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0439_start_stop_cycle_induced_failure_mode_transition_in_sofc_powered_northern_sea_route_shipping.pdf,hardlink
61,paper-0441,paper-0441_an_mmc_based_fracture_failure_assessment_framework_for_in_service_x80_pipelines_with_circumf.pdf,extraction_papers/paper-0441_an_mmc_based_fracture_failure_assessment_framework_for_in_service_x80_pipelines_with_circumf.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0441_an_mmc_based_fracture_failure_assessment_framework_for_in_service_x80_pipelines_with_circumf.pdf,hardlink
62,paper-0442,paper-0442_multi_scale_entropy_analysis_of_acoustic_emission_for_gearbox_fault_severity_classification.pdf,extraction_papers/paper-0442_multi_scale_entropy_analysis_of_acoustic_emission_for_gearbox_fault_severity_classification.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0442_multi_scale_entropy_analysis_of_acoustic_emission_for_gearbox_fault_severity_classification.pdf,hardlink
63,paper-0444,paper-0444_neural_network_based_submodule_capacitance_monitoring_in_modular_multilevel_converters_for_r.pdf,extraction_papers/paper-0444_neural_network_based_submodule_capacitance_monitoring_in_modular_multilevel_converters_for_r.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0444_neural_network_based_submodule_capacitance_monitoring_in_modular_multilevel_converters_for_r.pdf,hardlink
64,paper-0446,paper-0446_incorporating_time_dependence_into_a_fault_signature_matrix_to_support_root_cause_identifica.pdf,extraction_papers/paper-0446_incorporating_time_dependence_into_a_fault_signature_matrix_to_support_root_cause_identifica.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0446_incorporating_time_dependence_into_a_fault_signature_matrix_to_support_root_cause_identifica.pdf,hardlink
65,paper-0449,paper-0449_graph_neural_network_based_remaining_useful_life_prediction_of_milling_tools_using_multi_sen.pdf,extraction_papers/paper-0449_graph_neural_network_based_remaining_useful_life_prediction_of_milling_tools_using_multi_sen.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0449_graph_neural_network_based_remaining_useful_life_prediction_of_milling_tools_using_multi_sen.pdf,hardlink
66,paper-0452,paper-0452_remaining_useful_life_prediction_for_lithium_ion_batteries_based_on_a_deep_mixed_effect_gaus.pdf,extraction_papers/paper-0452_remaining_useful_life_prediction_for_lithium_ion_batteries_based_on_a_deep_mixed_effect_gaus.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0452_remaining_useful_life_prediction_for_lithium_ion_batteries_based_on_a_deep_mixed_effect_gaus.pdf,hardlink
67,paper-0457,paper-0457_monitoring_the_condition_of_city_bus_engines_by_analysing_used_oil_using_pca_and_k_means_clu.pdf,extraction_papers/paper-0457_monitoring_the_condition_of_city_bus_engines_by_analysing_used_oil_using_pca_and_k_means_clu.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0457_monitoring_the_condition_of_city_bus_engines_by_analysing_used_oil_using_pca_and_k_means_clu.pdf,hardlink
68,paper-0464,paper-0464_physics_informed_domain_adaptation_for_stator_inter_turn_short_circuit_diagnosis_in_synchron.pdf,extraction_papers/paper-0464_physics_informed_domain_adaptation_for_stator_inter_turn_short_circuit_diagnosis_in_synchron.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0464_physics_informed_domain_adaptation_for_stator_inter_turn_short_circuit_diagnosis_in_synchron.pdf,hardlink
69,paper-0466,paper-0466_fault_diagnosis_of_wind_turbine_gearboxes_based_on_svm_feature_selection_and_cgan_data_augme.pdf,extraction_papers/paper-0466_fault_diagnosis_of_wind_turbine_gearboxes_based_on_svm_feature_selection_and_cgan_data_augme.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0466_fault_diagnosis_of_wind_turbine_gearboxes_based_on_svm_feature_selection_and_cgan_data_augme.pdf,hardlink
70,paper-0471,paper-0471_motion_characteristics_and_defect_diagnosis_of_metallic_particles_in_gis_gil.pdf,extraction_papers/paper-0471_motion_characteristics_and_defect_diagnosis_of_metallic_particles_in_gis_gil.pdf,extraction_papers/ontocast_runs/run_500_20260710_185042/input/paper-0471_motion_characteristics_and_defect_diagnosis_of_metallic_particles_in_gis_gil.pdf,hardlink
