batch_index,corpus_id,filename,source_path,staged_path,staged_by,retry_reason
11,paper-3233,paper-3233_synthetic_data_driven_you_only_look_once_based_detection_of_computer_numerical_control_machi.pdf,extraction_papers/paper-3233_synthetic_data_driven_you_only_look_once_based_detection_of_computer_numerical_control_machi.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3233_synthetic_data_driven_you_only_look_once_based_detection_of_computer_numerical_control_machi.pdf,hardlink,not_attempted_after_batch_1_crash
12,paper-3235,paper-3235_a_complex_device_state_feature_selection_method_based_on_improved_hybrid_algorithm.pdf,extraction_papers/paper-3235_a_complex_device_state_feature_selection_method_based_on_improved_hybrid_algorithm.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3235_a_complex_device_state_feature_selection_method_based_on_improved_hybrid_algorithm.pdf,hardlink,not_attempted_after_batch_1_crash
13,paper-3238,paper-3238_enhancing_predictive_maintenance_of_industrial_assets_through_machine_diagnostic_parameter_g.pdf,extraction_papers/paper-3238_enhancing_predictive_maintenance_of_industrial_assets_through_machine_diagnostic_parameter_g.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3238_enhancing_predictive_maintenance_of_industrial_assets_through_machine_diagnostic_parameter_g.pdf,hardlink,not_attempted_after_batch_1_crash
14,paper-3239,paper-3239_experimental_study_of_neutral_configuration_effects_on_internal_and_external_fault_detection.pdf,extraction_papers/paper-3239_experimental_study_of_neutral_configuration_effects_on_internal_and_external_fault_detection.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3239_experimental_study_of_neutral_configuration_effects_on_internal_and_external_fault_detection.pdf,hardlink,not_attempted_after_batch_1_crash
15,paper-3244,paper-3244_predicting_the_temperature_of_a_permanent_magnet_synchronous_motor_a_comparative_study_of_ar.pdf,extraction_papers/paper-3244_predicting_the_temperature_of_a_permanent_magnet_synchronous_motor_a_comparative_study_of_ar.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3244_predicting_the_temperature_of_a_permanent_magnet_synchronous_motor_a_comparative_study_of_ar.pdf,hardlink,not_attempted_after_batch_1_crash
16,paper-3245,paper-3245_optimization_of_fault_prediction_by_a_i_in_industrial_equipment_analysis_of_the_operating_pa.pdf,extraction_papers/paper-3245_optimization_of_fault_prediction_by_a_i_in_industrial_equipment_analysis_of_the_operating_pa.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3245_optimization_of_fault_prediction_by_a_i_in_industrial_equipment_analysis_of_the_operating_pa.pdf,hardlink,not_attempted_after_batch_1_crash
17,paper-3246,paper-3246_fault_diagnosis_across_aircraft_systems_using_image_recognition_and_transfer_learning.pdf,extraction_papers/paper-3246_fault_diagnosis_across_aircraft_systems_using_image_recognition_and_transfer_learning.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3246_fault_diagnosis_across_aircraft_systems_using_image_recognition_and_transfer_learning.pdf,hardlink,not_attempted_after_batch_1_crash
18,paper-3247,paper-3247_leveraging_safe_and_secure_ai_for_predictive_maintenance_of_mechanical_devices_using_increme.pdf,extraction_papers/paper-3247_leveraging_safe_and_secure_ai_for_predictive_maintenance_of_mechanical_devices_using_increme.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3247_leveraging_safe_and_secure_ai_for_predictive_maintenance_of_mechanical_devices_using_increme.pdf,hardlink,not_attempted_after_batch_1_crash
19,paper-3251,paper-3251_an_explainable_autoencoder_based_feature_extraction_combined_with_cnn_lstm_pso_model_for_imp.pdf,extraction_papers/paper-3251_an_explainable_autoencoder_based_feature_extraction_combined_with_cnn_lstm_pso_model_for_imp.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3251_an_explainable_autoencoder_based_feature_extraction_combined_with_cnn_lstm_pso_model_for_imp.pdf,hardlink,not_attempted_after_batch_1_crash
20,paper-3253,paper-3253_research_on_predictive_maintenance_methods_for_current_transformers_with_iron_core_structure.pdf,extraction_papers/paper-3253_research_on_predictive_maintenance_methods_for_current_transformers_with_iron_core_structure.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3253_research_on_predictive_maintenance_methods_for_current_transformers_with_iron_core_structure.pdf,hardlink,not_attempted_after_batch_1_crash
21,paper-3254,paper-3254_leveraging_generative_ai_for_modelling_and_optimization_of_maintenance_policies_in_industria.pdf,extraction_papers/paper-3254_leveraging_generative_ai_for_modelling_and_optimization_of_maintenance_policies_in_industria.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3254_leveraging_generative_ai_for_modelling_and_optimization_of_maintenance_policies_in_industria.pdf,hardlink,not_attempted_after_batch_1_crash
22,paper-3258,paper-3258_integrating_machine_learning_based_remaining_useful_life_predictions_with_cost_optimal_block.pdf,extraction_papers/paper-3258_integrating_machine_learning_based_remaining_useful_life_predictions_with_cost_optimal_block.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3258_integrating_machine_learning_based_remaining_useful_life_predictions_with_cost_optimal_block.pdf,hardlink,not_attempted_after_batch_1_crash
23,paper-3259,paper-3259_application_of_machine_learning_models_for_predictive_maintenance_of_biotechnical_systems_ut.pdf,extraction_papers/paper-3259_application_of_machine_learning_models_for_predictive_maintenance_of_biotechnical_systems_ut.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3259_application_of_machine_learning_models_for_predictive_maintenance_of_biotechnical_systems_ut.pdf,hardlink,not_attempted_after_batch_1_crash
24,paper-3261,paper-3261_an_equipment_behavioral_study_in_fluidic_production_processes_using_data_for_an_optimized_pr.pdf,extraction_papers/paper-3261_an_equipment_behavioral_study_in_fluidic_production_processes_using_data_for_an_optimized_pr.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3261_an_equipment_behavioral_study_in_fluidic_production_processes_using_data_for_an_optimized_pr.pdf,hardlink,not_attempted_after_batch_1_crash
25,paper-3263,paper-3263_integrated_diagnostic_system_and_multi_level_reliability_modeling_for_predictive_maintenance.pdf,extraction_papers/paper-3263_integrated_diagnostic_system_and_multi_level_reliability_modeling_for_predictive_maintenance.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3263_integrated_diagnostic_system_and_multi_level_reliability_modeling_for_predictive_maintenance.pdf,hardlink,not_attempted_after_batch_1_crash
26,paper-3264,paper-3264_fault_diagnosis_method_for_main_pump_motor_shielding_sleeve_based_on_attention_mechanism_and.pdf,extraction_papers/paper-3264_fault_diagnosis_method_for_main_pump_motor_shielding_sleeve_based_on_attention_mechanism_and.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3264_fault_diagnosis_method_for_main_pump_motor_shielding_sleeve_based_on_attention_mechanism_and.pdf,hardlink,not_attempted_after_batch_1_crash
27,paper-3266,paper-3266_ai_driven_predictive_maintenance_for_smart_manufacturing_systems_using_digital_twin_technolo.pdf,extraction_papers/paper-3266_ai_driven_predictive_maintenance_for_smart_manufacturing_systems_using_digital_twin_technolo.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3266_ai_driven_predictive_maintenance_for_smart_manufacturing_systems_using_digital_twin_technolo.pdf,hardlink,not_attempted_after_batch_1_crash
28,paper-3269,paper-3269_using_time_series_foundation_models_for_few_shot_remaining_useful_life_prediction_of_aircraf.pdf,extraction_papers/paper-3269_using_time_series_foundation_models_for_few_shot_remaining_useful_life_prediction_of_aircraf.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3269_using_time_series_foundation_models_for_few_shot_remaining_useful_life_prediction_of_aircraf.pdf,hardlink,not_attempted_after_batch_1_crash
29,paper-3270,paper-3270_smart_maintenance_solutions_ar_and_vr_enhanced_digital_twin_powered_by_fiware.pdf,extraction_papers/paper-3270_smart_maintenance_solutions_ar_and_vr_enhanced_digital_twin_powered_by_fiware.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3270_smart_maintenance_solutions_ar_and_vr_enhanced_digital_twin_powered_by_fiware.pdf,hardlink,not_attempted_after_batch_1_crash
30,paper-3271,paper-3271_a_deep_learning_method_for_remaining_useful_life_prediction_of_power_machinery_via_dual_atte.pdf,extraction_papers/paper-3271_a_deep_learning_method_for_remaining_useful_life_prediction_of_power_machinery_via_dual_atte.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3271_a_deep_learning_method_for_remaining_useful_life_prediction_of_power_machinery_via_dual_atte.pdf,hardlink,not_attempted_after_batch_1_crash
31,paper-3272,paper-3272_stage_based_remaining_useful_life_prediction_for_bearings_using_gnn_and_correlation_driven_f.pdf,extraction_papers/paper-3272_stage_based_remaining_useful_life_prediction_for_bearings_using_gnn_and_correlation_driven_f.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3272_stage_based_remaining_useful_life_prediction_for_bearings_using_gnn_and_correlation_driven_f.pdf,hardlink,not_attempted_after_batch_1_crash
32,paper-3273,paper-3273_remaining_useful_life_of_lithium_ion_battery_using_hybrid_long_short_term_memory_and_modifie.pdf,extraction_papers/paper-3273_remaining_useful_life_of_lithium_ion_battery_using_hybrid_long_short_term_memory_and_modifie.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3273_remaining_useful_life_of_lithium_ion_battery_using_hybrid_long_short_term_memory_and_modifie.pdf,hardlink,not_attempted_after_batch_1_crash
33,paper-3274,paper-3274_gas_turbine_equivalent_operating_hour_estimation_considering_creep_lcf_interactions.pdf,extraction_papers/paper-3274_gas_turbine_equivalent_operating_hour_estimation_considering_creep_lcf_interactions.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3274_gas_turbine_equivalent_operating_hour_estimation_considering_creep_lcf_interactions.pdf,hardlink,not_attempted_after_batch_1_crash
34,paper-3276,paper-3276_comparison_of_machine_learning_methods_in_predictive_maintenance_of_machines.pdf,extraction_papers/paper-3276_comparison_of_machine_learning_methods_in_predictive_maintenance_of_machines.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3276_comparison_of_machine_learning_methods_in_predictive_maintenance_of_machines.pdf,hardlink,not_attempted_after_batch_1_crash
35,paper-3280,paper-3280_application_of_dbn_based_krls_method_for_rul_prediction_of_lithium_ion_batteries.pdf,extraction_papers/paper-3280_application_of_dbn_based_krls_method_for_rul_prediction_of_lithium_ion_batteries.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3280_application_of_dbn_based_krls_method_for_rul_prediction_of_lithium_ion_batteries.pdf,hardlink,not_attempted_after_batch_1_crash
36,paper-3282,paper-3282_a_comparative_study_on_tree_based_classifiers_for_condition_monitoring_of_face_milling_tool.pdf,extraction_papers/paper-3282_a_comparative_study_on_tree_based_classifiers_for_condition_monitoring_of_face_milling_tool.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3282_a_comparative_study_on_tree_based_classifiers_for_condition_monitoring_of_face_milling_tool.pdf,hardlink,not_attempted_after_batch_1_crash
37,paper-3289,paper-3289_end_to_end_lifecycle_machine_learning_framework_for_predictive_maintenance_of_critical_equip.pdf,extraction_papers/paper-3289_end_to_end_lifecycle_machine_learning_framework_for_predictive_maintenance_of_critical_equip.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3289_end_to_end_lifecycle_machine_learning_framework_for_predictive_maintenance_of_critical_equip.pdf,hardlink,not_attempted_after_batch_1_crash
38,paper-3290,paper-3290_a_predictive_maintenance_system_based_on_industrial_internet_of_things_for_multimachine_mult.pdf,extraction_papers/paper-3290_a_predictive_maintenance_system_based_on_industrial_internet_of_things_for_multimachine_mult.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3290_a_predictive_maintenance_system_based_on_industrial_internet_of_things_for_multimachine_mult.pdf,hardlink,not_attempted_after_batch_1_crash
39,paper-3291,paper-3291_a_joint_prediction_of_the_state_of_health_and_remaining_useful_life_of_lithium_ion_batteries.pdf,extraction_papers/paper-3291_a_joint_prediction_of_the_state_of_health_and_remaining_useful_life_of_lithium_ion_batteries.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3291_a_joint_prediction_of_the_state_of_health_and_remaining_useful_life_of_lithium_ion_batteries.pdf,hardlink,not_attempted_after_batch_1_crash
40,paper-3292,paper-3292_remaining_life_prediction_of_automatic_fare_collection_systems_from_the_perspective_of_susta.pdf,extraction_papers/paper-3292_remaining_life_prediction_of_automatic_fare_collection_systems_from_the_perspective_of_susta.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3292_remaining_life_prediction_of_automatic_fare_collection_systems_from_the_perspective_of_susta.pdf,hardlink,not_attempted_after_batch_1_crash
41,paper-3295,paper-3295_fault_detection_in_power_transformers_using_frequency_response_analysis_and_machine_learning.pdf,extraction_papers/paper-3295_fault_detection_in_power_transformers_using_frequency_response_analysis_and_machine_learning.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3295_fault_detection_in_power_transformers_using_frequency_response_analysis_and_machine_learning.pdf,hardlink,not_attempted_after_batch_1_crash
42,paper-3296,paper-3296_predicting_remaining_useful_life_of_lithium_ion_batteries_for_electric_vehicles_using_machin.pdf,extraction_papers/paper-3296_predicting_remaining_useful_life_of_lithium_ion_batteries_for_electric_vehicles_using_machin.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3296_predicting_remaining_useful_life_of_lithium_ion_batteries_for_electric_vehicles_using_machin.pdf,hardlink,not_attempted_after_batch_1_crash
43,paper-3299,paper-3299_two_step_vibration_based_machine_learning_model_for_the_fault_detection_and_diagnosis_in_rot.pdf,extraction_papers/paper-3299_two_step_vibration_based_machine_learning_model_for_the_fault_detection_and_diagnosis_in_rot.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3299_two_step_vibration_based_machine_learning_model_for_the_fault_detection_and_diagnosis_in_rot.pdf,hardlink,not_attempted_after_batch_1_crash
44,paper-3301,paper-3301_study_on_gearbox_fault_warning_based_on_the_improved_m_ialo_gru_model.pdf,extraction_papers/paper-3301_study_on_gearbox_fault_warning_based_on_the_improved_m_ialo_gru_model.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3301_study_on_gearbox_fault_warning_based_on_the_improved_m_ialo_gru_model.pdf,hardlink,not_attempted_after_batch_1_crash
45,paper-3304,paper-3304_vibration_based_anomaly_detection_for_induction_motors_using_machine_learning.pdf,extraction_papers/paper-3304_vibration_based_anomaly_detection_for_induction_motors_using_machine_learning.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3304_vibration_based_anomaly_detection_for_induction_motors_using_machine_learning.pdf,hardlink,not_attempted_after_batch_1_crash
46,paper-3305,paper-3305_evaluating_measurement_system_capability_in_condition_monitoring_framework_and_illustration.pdf,extraction_papers/paper-3305_evaluating_measurement_system_capability_in_condition_monitoring_framework_and_illustration.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3305_evaluating_measurement_system_capability_in_condition_monitoring_framework_and_illustration.pdf,hardlink,not_attempted_after_batch_1_crash
47,paper-3306,paper-3306_framework_for_addressing_imbalanced_data_in_aviation_with_federated_learning.pdf,extraction_papers/paper-3306_framework_for_addressing_imbalanced_data_in_aviation_with_federated_learning.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3306_framework_for_addressing_imbalanced_data_in_aviation_with_federated_learning.pdf,hardlink,not_attempted_after_batch_1_crash
48,paper-3309,paper-3309_robot_fault_prediction_based_on_improved_gm_1_1_model_and_rbf.pdf,extraction_papers/paper-3309_robot_fault_prediction_based_on_improved_gm_1_1_model_and_rbf.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3309_robot_fault_prediction_based_on_improved_gm_1_1_model_and_rbf.pdf,hardlink,not_attempted_after_batch_1_crash
49,paper-3310,paper-3310_robust_prognostics_of_impacted_composite_structures_using_an_adaptive_hidden_semi_markov_mod.pdf,extraction_papers/paper-3310_robust_prognostics_of_impacted_composite_structures_using_an_adaptive_hidden_semi_markov_mod.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3310_robust_prognostics_of_impacted_composite_structures_using_an_adaptive_hidden_semi_markov_mod.pdf,hardlink,not_attempted_after_batch_1_crash
50,paper-3311,paper-3311_optimal_predictive_maintenance_for_a_nonstationary_gamma_process.pdf,extraction_papers/paper-3311_optimal_predictive_maintenance_for_a_nonstationary_gamma_process.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3311_optimal_predictive_maintenance_for_a_nonstationary_gamma_process.pdf,hardlink,not_attempted_after_batch_1_crash
51,paper-3312,paper-3312_opportunistic_maintenance_for_a_novel_load_sharing_system_with_dependent_degradation_rate_an.pdf,extraction_papers/paper-3312_opportunistic_maintenance_for_a_novel_load_sharing_system_with_dependent_degradation_rate_an.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3312_opportunistic_maintenance_for_a_novel_load_sharing_system_with_dependent_degradation_rate_an.pdf,hardlink,not_attempted_after_batch_1_crash
52,paper-3313,paper-3313_maintenance_decision_making_using_intelligent_prognostics_within_a_single_spare_parts_suppor.pdf,extraction_papers/paper-3313_maintenance_decision_making_using_intelligent_prognostics_within_a_single_spare_parts_suppor.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3313_maintenance_decision_making_using_intelligent_prognostics_within_a_single_spare_parts_suppor.pdf,hardlink,not_attempted_after_batch_1_crash
53,paper-3316,paper-3316_joint_estimation_of_soh_and_rul_for_lithium_ion_batteries_based_on_improved_twin_support_vec.pdf,extraction_papers/paper-3316_joint_estimation_of_soh_and_rul_for_lithium_ion_batteries_based_on_improved_twin_support_vec.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3316_joint_estimation_of_soh_and_rul_for_lithium_ion_batteries_based_on_improved_twin_support_vec.pdf,hardlink,not_attempted_after_batch_1_crash
54,paper-3319,paper-3319_a_comparative_analysis_of_lithium_ion_batteries_using_a_proposed_electrothermal_model_based.pdf,extraction_papers/paper-3319_a_comparative_analysis_of_lithium_ion_batteries_using_a_proposed_electrothermal_model_based.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3319_a_comparative_analysis_of_lithium_ion_batteries_using_a_proposed_electrothermal_model_based.pdf,hardlink,not_attempted_after_batch_1_crash
55,paper-3321,paper-3321_a_meta_transfer_learning_prediction_method_with_few_shot_data_for_the_remaining_useful_life.pdf,extraction_papers/paper-3321_a_meta_transfer_learning_prediction_method_with_few_shot_data_for_the_remaining_useful_life.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3321_a_meta_transfer_learning_prediction_method_with_few_shot_data_for_the_remaining_useful_life.pdf,hardlink,not_attempted_after_batch_1_crash
56,paper-3323,paper-3323_vibration_analysis_of_hydrodynamic_conical_journal_bearing_and_fault_prediction_using_machin.pdf,extraction_papers/paper-3323_vibration_analysis_of_hydrodynamic_conical_journal_bearing_and_fault_prediction_using_machin.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3323_vibration_analysis_of_hydrodynamic_conical_journal_bearing_and_fault_prediction_using_machin.pdf,hardlink,not_attempted_after_batch_1_crash
57,paper-3326,paper-3326_integrated_residual_current_monitor_using_fiber_optics_for_medical_devices_maintenance.pdf,extraction_papers/paper-3326_integrated_residual_current_monitor_using_fiber_optics_for_medical_devices_maintenance.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3326_integrated_residual_current_monitor_using_fiber_optics_for_medical_devices_maintenance.pdf,hardlink,not_attempted_after_batch_1_crash
58,paper-3327,paper-3327_biomimicry_as_a_decision_making_methodology_in_condition_monitoring.pdf,extraction_papers/paper-3327_biomimicry_as_a_decision_making_methodology_in_condition_monitoring.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3327_biomimicry_as_a_decision_making_methodology_in_condition_monitoring.pdf,hardlink,not_attempted_after_batch_1_crash
59,paper-3328,paper-3328_emerging_practices_in_risk_based_maintenance_management_driven_by_industrial_transitions_mul.pdf,extraction_papers/paper-3328_emerging_practices_in_risk_based_maintenance_management_driven_by_industrial_transitions_mul.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3328_emerging_practices_in_risk_based_maintenance_management_driven_by_industrial_transitions_mul.pdf,hardlink,not_attempted_after_batch_1_crash
60,paper-3334,paper-3334_a_new_holistic_approach_to_investigating_and_estimating_rolling_bearing_rul_based_on_physica.pdf,extraction_papers/paper-3334_a_new_holistic_approach_to_investigating_and_estimating_rolling_bearing_rul_based_on_physica.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3334_a_new_holistic_approach_to_investigating_and_estimating_rolling_bearing_rul_based_on_physica.pdf,hardlink,not_attempted_after_batch_1_crash
61,paper-3335,paper-3335_digital_twin_models_for_real_time_failure_prediction_in_industrial_machinery.pdf,extraction_papers/paper-3335_digital_twin_models_for_real_time_failure_prediction_in_industrial_machinery.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3335_digital_twin_models_for_real_time_failure_prediction_in_industrial_machinery.pdf,hardlink,not_attempted_after_batch_1_crash
62,paper-3336,paper-3336_remote_monitoring_simulation_and_diagnosis_of_electronically_controlled_marine_engines.pdf,extraction_papers/paper-3336_remote_monitoring_simulation_and_diagnosis_of_electronically_controlled_marine_engines.pdf,extraction_papers/ontocast_runs/run_retry_failed_106_gpt-5.6-luna_20260725_220000/input/paper-3336_remote_monitoring_simulation_and_diagnosis_of_electronically_controlled_marine_engines.pdf,hardlink,not_attempted_after_batch_1_crash
