corpus_id,source_title,pdf_file,pdf_sha256,duplicate_sha256_count,final_extraction_run,actual_model,chunks,retry_run_count,sanitization,run_notes,facts_file,facts_sha256,query_index,extracted_title,extracted_task,extracted_case_count,matched_graph_literal,linkage_method,title_match_score,linkage_confidence
paper-0051,Hydraulic Seal Wear Classification by Fine-Tuning a Transformer-Based Audio Model Using Acoustic Emission,extraction_papers/paper-0051_hydraulic_seal_wear_classification_by_fine_tuning_a_transformer_based_audio_model_using_acou.pdf,f130a959067b4c7a2b31ddc7fbe0fee4db9b2a779115e16d934eb68794be8843,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_8bb32487bd90.ttl,1112d0b4907f1250e7b3d29817cff42bdd75a2dacd0d764d53085f9bc8f40ced,53,Untitled extracted case,One step future state forecast,1,Hydraulic Seal Wear Classification by Fine-Tuning a Transformer-Based Audio Model Using Acoustic Emission,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0052,Feature-enhanced RocketStack ensemble for multi-class wind turbine blade crack severity prediction,extraction_papers/paper-0052_feature_enhanced_rocketstack_ensemble_for_multi_class_wind_turbine_blade_crack_severity_pred.pdf,26c44bec2821160f0f1a46c23cb3dfdcba13b8e18d568787ae4c5e906d833218,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_22483bb7fa86.ttl,99609e57514aee5984fa86e9aa0bee97bb9aa77f9dd37787f32939004c36f8cf,15,FactsArticle1_3,Remaining useful life estimation,1,Feature-enhanced RocketStack ensemble for multi-class wind turbine blade crack severity prediction,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0053,Logistics equipment condition monitoring and prediction based on digital twin and machine learning,extraction_papers/paper-0053_logistics_equipment_condition_monitoring_and_prediction_based_on_digital_twin_and_machine_le.pdf,d45f8b890e67d2f43ba01687c97dcf94b4f7a720c2efd95032c29d9cd4fcfe85,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_a258a3b603ad.ttl,738b6b9bf8165584e5142e7fe1fef4efdeeb78df2ee4bbb3738c2b86480741b1,63,FactsArticle1_4,Remaining useful life estimation,2,Logistics equipment condition monitoring and prediction based on digital twin and machine learning,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0056,Remaining Useful Life Prediction for Rotating Machinery via Multi-Graph-Based Spatiotemporal Feature Fusion,extraction_papers/paper-0056_remaining_useful_life_prediction_for_rotating_machinery_via_multi_graph_based_spatiotemporal.pdf,ac49638f3dc3f7e187da8c95ee04f2f26eef0a051ed0c56025c2c36c2dae9403,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_3a301111e1fe.ttl,6b22efd4a78eea1def3c7ff2ce307203e9bf58ca3a4b0151e158dca482c9d0d9,26,FactsArticle1_5,One step future state forecast,1,Remaining Useful Life Prediction for Rotating Machinery via Multi-Graph-Based Spatiotemporal Feature Fusion,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0060,Digital Twin Integration for Enhancing Robotic Fastening Systems in Industrial Automation,extraction_papers/paper-0060_digital_twin_integration_for_enhancing_robotic_fastening_systems_in_industrial_automation.pdf,4ad3aec44af983ffeead7ee2d1c6fe95860809b3ed48f5dd3b6e3d0f71dbe697,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_c27ab4671a29.ttl,e2ad8e5e670f57c38cb4cba94e87849cb625c5253a579a3fe36bd371a4bc0cd0,71,Factsarticle_2026_Levi,Remaining useful life estimation,1,Digital Twin Integration for Enhancing Robotic Fastening Systems in Industrial Automation,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0062,Impedance Modeling and Analysis of Solid/Liquid Hybrid Electrolyte Lithium-Ion Batteries,extraction_papers/paper-0062_impedance_modeling_and_analysis_of_solid_liquid_hybrid_electrolyte_lithium_ion_batteries.pdf,7a07ff1871508852ab8a939106d975175eae2ca30cbad247557e6120d33d2f20,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_021ea55a70f1.ttl,9b4d3ac198eef915fe40ab6bf5f3e1a00d1c2f3cc183da719db17cefc67bad75,2,FactsarticleImpedanceModeling,Remaining useful life estimation,1,Impedance Modeling and Analysis of Solid/Liquid Hybrid Electrolyte Lithium-ion Batteries,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0065,A hybrid temporal convolutional attention model for water filter remaining useful life prediction,extraction_papers/paper-0065_a_hybrid_temporal_convolutional_attention_model_for_water_filter_remaining_useful_life_predi.pdf,94bfd4252c2ebecd5fb230e4b97715fb9481780954fc83d6d9c336672a2d0da7,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_7ecb8b8f68bb.ttl,4a48b4c0a22964475306f9fe9568f12fac40af019a869ede70550d2b3276fa0d,48,FactsArticle1_6,Remaining useful life estimation,1,A hybrid temporal convolutional attention model for water filter remaining useful life prediction,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0066,Condition-based maintenance for serial multistage manufacturing system considering reliability and quality over a finite horizon,extraction_papers/paper-0066_condition_based_maintenance_for_serial_multistage_manufacturing_system_considering_reliabili.pdf,77e312339fcb33447d7f80d6ca26763b2753c429643f2675848049714cddbd00,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_6269de1ae371.ttl,3dd9e68788254ec805d4abdeac84c9aaf9040e3143b755f5621992723f4eff98,41,Factsarticle1_4,Fault feature extraction,2,Condition-based maintenance for serial multistage manufacturing system considering reliability and quality over a finite horizon,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0069,Genetic Algorithm-Optimized CNN-BiLSTM Framework for Predicting the Remaining Useful Life of IGBT Modules,extraction_papers/paper-0069_genetic_algorithm_optimized_cnn_bilstm_framework_for_predicting_the_remaining_useful_life_of.pdf,1341fc6850b9c08497cf4071a7fe167c56696948625ba8af3212f30525bffe77,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_e3fe4a88d35e.ttl,3292fa0ae72e8b436a7a55d21c398acb4bd81b8b2666951b7a121a370a583a5f,85,Genetic Algorithm-Optimized CNN-BiLSTM Framework for Predicting the Remaining Useful Life of IGBT Modules,Remaining useful life estimation,3,Genetic Algorithm-Optimized CNN-BiLSTM Framework for Predicting the Remaining Useful Life of IGBT Modules,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0071,A Multi-Step RUL Prediction Method for Lithium-Ion Batteries Based on Multi-Scale Temporal Features and Frequency-Domain Spectral Interaction,extraction_papers/paper-0071_a_multi_step_rul_prediction_method_for_lithium_ion_batteries_based_on_multi_scale_temporal_f.pdf,1ed19da63bfe461b404f937dae2da53faf31a61912c9fafc3c9e3f581ae82b0b,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_098cb9c7ac60.ttl,56a9e3c564bb238a02f0014e5d8d576360829fe1536b1b1f2b46695f1db8a3f7,6,FactsArticle1_7,Remaining useful life estimation,3,AMulti-Step RUL Prediction Method for Lithium-Ion Batteries Based on Multi-Scale Temporal Features and Frequency-Domain Spectral Interaction,reconstructed_bipartite_title_match,0.996441,exact_or_near_exact
paper-0077,Remaining Useful Life Estimation for Aircraft Engines with Risk-Aware Prediction Intervals via Conformalized Quantile Regression,extraction_papers/paper-0077_remaining_useful_life_estimation_for_aircraft_engines_with_risk_aware_prediction_intervals_v.pdf,1e1d2bf44d8d604229c27531894d0ac22501edfeb0920c849725353bb7ca6b2a,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_c6db65a6433b.ttl,8dddf2994f1d778f9fafe4dc4c5d5ad52f612024fd4bdbb470deb1e868c567f7,72,Chen et al. (2020),Remaining useful life estimation,1,Remaining Useful Life Estimation for Aircraft Engines with RiskAware Prediction Intervals via Conformalized Quantile Regression,reconstructed_bipartite_title_match,0.996078,exact_or_near_exact
paper-0081,An Unsupervised Data-Driven Framework for Bearing Failure Prognosis via Health Stage Clustering and Artificial Neural Network-Based Remaining Useful Life Estimation,extraction_papers/paper-0081_an_unsupervised_data_driven_framework_for_bearing_failure_prognosis_via_health_stage_cluster.pdf,5943f184d2750c08969fd2f6b4b438b4e71ec1108af75da10bb611b8ba51c634,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_8c97841ffeb0.ttl,742167e0847454bb250012c00a67a516bea917ce9ed5fb193bc4f43d14eab35d,54,FactsArticle1_8,Remaining useful life estimation,1,An Unsupervised Data-Driven Framework for Bearing Failure Prognosis via Health Stage Clustering and Artificial Neural Network-Based Remaining Useful Life Estimation,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0082,Physics-guided data-driven machine health monitoring for two-photon lithography via part geometry modeling,extraction_papers/paper-0082_physics_guided_data_driven_machine_health_monitoring_for_two_photon_lithography_via_part_geo.pdf,60ddfb1d96e571c8de4b9df81bcb396bbdc489d7399fb3f1a93b32a521f7dc9d,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_007742b6c86c.ttl,9c0ace14563ffa56f968e33d29a11292a76761eb34f54bfe5ff757b99ce84c4d,1,FactsLdedStudy,Health assessment,1,Physics-informed data-driven machine health monitoring for two-photon lithography,reconstructed_bipartite_title_match,0.812834,medium
paper-0083,Silicone Rubber Triboelectric Nanogenerator for Self-Powered Wide-Range Frequency Vibration Monitoring,extraction_papers/paper-0083_silicone_rubber_triboelectric_nanogenerator_for_self_powered_wide_range_frequency_vibration.pdf,b77614346460fa58bbc6867d82725199888dd7b55f65b236c106c20d5c5da4e9,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_73e4a95e45ca.ttl,b99c0ad49c5eb37b46345ea8fe6f0890e70a43933a77a8a12717b9ba8d7ba0a9,44,Article describing SR-TENG,Health assessment,2,Silicone Rubber Triboelectric Nanogenerator for Self-Powered Wide-Range Frequency Vibration Monitoring,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0089,Adaptive Thresholding for Production Imbalance Detection in Renewable Energy Systems Using Statistical and Machine Learning Models,extraction_papers/paper-0089_adaptive_thresholding_for_production_imbalance_detection_in_renewable_energy_systems_using_s.pdf,e3c43413b30726eb08eb7f0f55328a0b1cb0a727450a75c9789ced4c756fcdf9,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_8068c91cfcfb.ttl,3ddb718df681a6ad913622aac148f5e20a96bf8d18c8a115af906bded6f38e84,50,Untitled extracted case,One step future state forecast,1,Adaptive Thresholding for Production Imbalance Detection in Renewable Energy Systems Using Statistical and Machine Learning Models,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0099,Self-aligning ball bearing fault classification using selective kernel modules in resnext architecture,extraction_papers/paper-0099_self_aligning_ball_bearing_fault_classification_using_selective_kernel_modules_in_resnext_ar.pdf,2eaec3bde5243ede96863481f151675f5d428206deada5eeca9bb0a149450fb6,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_55a5963df187.ttl,e6c6dde77e3bb754b007c7a710e1ecbbf389f13502738e881474a0169c26e918,34,ResNet50,One step future state forecast,1,Self-aligning ball bearing fault classification using selective kernel modules in resnext architecture,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0102,Remaining useful life prediction method based on gated dilation causal convolution,extraction_papers/paper-0102_remaining_useful_life_prediction_method_based_on_gated_dilation_causal_convolution.pdf,aa4aadb4597e5e65ce96dd2426187fb5c277106b869f631e7737698e73223510,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_550b300f2513.ttl,d1b824f3c1f60c7e189f86fe7f179c72e84b69568a594e0f869155d33dcbbca4,33,Untitled extracted case,One step future state forecast,1,Remaining useful life prediction method based on gated dilation causal convolution,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
paper-0104,SCADA-Based Stator-Winding Prognostics: A Temperature-Weighted Work Index for Industrial Motor Health Monitoring,extraction_papers/paper-0104_scada_based_stator_winding_prognostics_a_temperature_weighted_work_index_for_industrial_moto.pdf,b76cc7588719f37a97805db94f72faa07168c6de8ab9951a21b570f1cd5d7d61,1,run_100_20260611_194110,gpt-5-mini,3,0,false,direct,extraction_papers/ontocast_runs/run_100_20260611_194110/output/facts_ea20ed52a8e1.ttl,8dd0e85c39de575f9a60244b6d0ff9855ee961a522218a26e9b85d8c2776ab2c,89,FactsArticleScadaStatorWinding,Remaining useful life estimation,1,SCADA-Based Stator-Winding Prognostics: A Temperature-Weighted Work Index for Industrial Motor Health Monitoring,reconstructed_bipartite_title_match,1.000000,exact_or_near_exact
