removed_at,corpus_id,pdf_path,controversy_level,normalized_reason_category,screening_reason_category,brief_reason,title,doi
2026-06-11T16:23:31,paper-2769,extraction_papers\paper-2769_lifecycle_vulnerability_in_urban_water_infrastructure_for_predictive_maintenance_planning.pdf,high,civil_geotechnical_infrastructure,environment_natural_system,"Lifecycle vulnerability and predictive maintenance planning for urban water utilities; buried civil assets and planning, not equipment PdM.",Lifecycle Vulnerability in Urban Water Infrastructure for Predictive Maintenance Planning,10.3362/1756-3488.25-00003
2026-06-11T16:23:31,paper-2830,extraction_papers\paper-2830_data_driven_approaches_for_pipe_life_prognosis_in_water_distribution_networks_the_barcelona.pdf,high,software_it_cyber,software_it_cyber,Water-distribution pipe life prognosis and renewal planning; civil utility network rather than industrial/electromechanical asset maintenance.,Data-driven approaches for pipe life prognosis in water distribution networks: the Barcelona water distribution network case study,10.2166/hydro.2025.003
2026-06-11T16:23:31,paper-2869,extraction_papers\paper-2869_research_on_memory_failure_prediction_based_on_ensemble_learning.pdf,high,software_it_cyber,software_it_cyber,Data-center server memory failure prediction; close to IT hardware/service reliability rather than engineered-asset predictive maintenance.,Research on memory failure prediction based on ensemble learning,10.1371/journal.pone.0321954
2026-06-11T16:23:31,paper-2917,extraction_papers\paper-2917_solid_state_drive_failure_prediction_using_anomaly_detection.pdf,high,software_it_cyber,software_it_cyber,SSD failure prediction for real-time cloud services/data availability; IT storage reliability boundary case outside strict equipment PdM.,Solid-State Drive Failure Prediction Using Anomaly Detection,10.3390/electronics14071433
2026-06-11T16:23:31,paper-2943,extraction_papers\paper-2943_predicting_water_pipe_failures_with_graph_neural_networks_integrating_coupled_road_and_pipel.pdf,high,civil_geotechnical_infrastructure,environment_natural_system,Urban water distribution pipe failure risk using road-pipeline topology; civil infrastructure rather than in-scope equipment PdM.,Predicting Water Pipe Failures with Graph Neural Networks: Integrating Coupled Road and Pipeline Features,10.3390/w17091307
2026-06-11T16:23:31,paper-2975,extraction_papers\paper-2975_development_and_application_of_an_optoelectronic_sensor_for_flame_monitoring_of_a_copper_con.pdf,high,process_quality_not_maintenance,generic_nonmaintenance_ai_control,Flash-burner flame monitoring characterizes combustion quality for process control; PdM is only a downstream implication.,Development and Application of an Optoelectronic Sensor for Flame Monitoring of a Copper Concentrate Flash Burner,10.3390/s25092897
2026-06-11T16:23:31,paper-3210,extraction_papers\paper-3210_an_adaptive_process_monitoring_method_based_on_an_improved_adaline_neural_network.pdf,high,process_quality_not_maintenance,generic_nonmaintenance_ai_control,"Adaptive machining process monitoring is framed around quality/control limits, not equipment health, degradation, repair, or maintenance decisions.",An Adaptive Process Monitoring Method Based on an Improved ADALINE Neural Network,10.3390/app15042090
2026-06-11T16:23:31,paper-3409,extraction_papers\paper-3409_application_of_hydride_systems_for_supplying_internal_combustion_engines_with_hydrogen.pdf,high,generic_method_no_asset_case,generic_nonmaintenance_ai_control,"Title is about hydride hydrogen supply for combustion engines while abstract/keywords describe gearbox PdM, suggesting a mismatched or unreliable record.",APPLICATION OF HYDRIDE SYSTEMS FOR SUPPLYING INTERNAL COMBUSTION ENGINES WITH HYDROGEN,10.17683/ijomam/issue22.v1.21
2026-06-11T16:23:31,paper-3546,extraction_papers\paper-3546_scheduling_algorithm_for_power_wireless_sensor_networks_considering_service_priority_and_del.pdf,high,software_it_cyber,software_it_cyber,"Focus is wireless-sensor-network scheduling/QoS for data transport, not asset condition diagnosis or maintenance decisions.",Scheduling Algorithm for Power Wireless Sensor Networks Considering Service Priority and Delay Constraints,10.1049/smt2.70008
2026-06-11T16:23:31,paper-3615,extraction_papers\paper-3615_comparative_study_of_digital_twin_developed_in_unity_and_gazebo.pdf,high,generic_method_no_asset_case,generic_nonmaintenance_ai_control,Compares Unity and Gazebo for a robotic-arm digital twin; predictive maintenance appears mainly as background motivation.,Comparative Study of Digital Twin Developed in Unity and Gazebo,10.3390/electronics14020276
2026-06-11T16:23:31,paper-3733,extraction_papers\paper-3733_a_light_tail_pareto_type_ii_model_for_disability_and_reliability_case_studies_with_potential.pdf,high,weak_maintenance_link,other_nonmaintenance,Primarily a statistical distribution paper mixing disability prevalence with one reliability case; asset maintenance focus is weak.,A light-tail Pareto Type II model for disability and reliability case studies with potential risk assessment under disability prevalence dates data in Saudi Arabia,10.3934/math.2025863
2026-06-11T16:23:31,paper-3790,extraction_papers\paper-3790_research_on_health_condition_monitoring_for_glass_panel_of_hidden_frame_glass_curtain_wall_u.pdf,high,civil_geotechnical_infrastructure,environment_natural_system,"Glass curtain-wall health monitoring is building/civil-structure SHM, which the criteria exclude from strict PdM scope.",Research on Health Condition Monitoring for Glass Panel of Hidden Frame Glass Curtain Wall Under Wind Load Using Fuzzy Comprehensive Evaluation,10.1155/vib/6514166
2026-06-11T16:23:31,paper-3860,extraction_papers\paper-3860_a_sustainable_approach_to_waste_management_of_tyres_using_artificial_intelligence_for_enhanc.pdf,high,business_social,business_social_finance,Tyre defect classification is framed around waste sorting/recycling and quality inspection; maintenance relevance is incidental.,A Sustainable Approach to Waste Management of Tyres: Using Artificial Intelligence for Enhanced Accuracy,10.14453/aabfj.v19i1.02
2026-06-11T16:23:31,paper-0055,extraction_papers\paper-0055_data_driven_slip_prediction_in_web_processing_machines_using_virtual_sensors_and_ensemble_ma.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,Slip prediction in roll-to-roll web processing mainly prevents tension/product-quality problems rather than equipment degradation or maintenance.,Data-Driven Slip Prediction in Web Processing Machines Using Virtual Sensors and Ensemble Machine Learning,10.3390/s26092878
2026-06-11T16:23:31,paper-0113,extraction_papers\paper-0113_experimental_validation_of_vibro_separator_and_anova_technique_for_amplitude.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,"Vibro-separator study optimizes amplitude/flow-rate behavior; predictive maintenance appears mostly as motivation, not a demonstrated asset-health task.",EXPERIMENTAL VALIDATION OF VIBRO SEPARATOR AND ANOVA TECHNIQUE FOR AMPLITUDE,10.5935/jetia.v12i58.2749
2026-06-11T16:23:31,paper-0431,extraction_papers\paper-0431_high_resolution_energy_data_from_a_sustainable_industrial_production_area_in_karlsruhe.pdf,medium,business_social,business_social_finance,"Industrial electricity dataset is useful for forecasting/control/PdM research, but the paper contains no maintenance task or asset-health model.",High-resolution energy data from a sustainable industrial production area in Karlsruhe,10.1038/s41597-026-06955-4
2026-06-11T16:23:31,paper-0432,extraction_papers\paper-0432_the_research_on_cascading_failure_prediction_in_ac_dc_hybrid_power_grids_based_on_deep_learn.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,"Cascading-failure prediction in AC/DC grids supports outage prevention and system stability, not a clear maintenance or inspection decision.",The research on cascading failure prediction in AC-DC hybrid power grids based on deep learning,10.1007/s10791-026-10130-z
2026-06-11T16:23:31,paper-0516,extraction_papers\paper-0516_optimizing_of_railway_maintenance_activities_using_fuzzy_logic_an_intelligent_approach_for_i.pdf,medium,civil_geotechnical_infrastructure,environment_natural_system,Railway scheduling under traffic uncertainty; asset-condition prediction/maintenance target is unclear.,Optimizing of Railway Maintenance Activities Using Fuzzy Logic: An Intelligent Approach for Improved Reliability,10.15837/ijccc.2026.1.7209
2026-06-11T16:23:31,paper-0551,extraction_papers\paper-0551_a_digital_twin_enabled_ai_driven_adaptive_planning_platform_for_sustainable_and_reliable_man.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,"Adaptive manufacturing planning focuses on OEE, energy, carbon and waste; predictive maintenance is not a clear core contribution.",A Digital-Twin-Enabled AI-Driven Adaptive Planning Platform for Sustainable and Reliable Manufacturing,10.3390/machines14020197
2026-06-11T16:23:31,paper-0638,extraction_papers\paper-0638_digitalization_based_predictive_maintenance_systems_internet_of_things_sensor_networks_and_m.pdf,medium,business_social,business_social_finance,Analyzes firm financial/performance effects of digitalized PdM adoption; no specific physical asset condition or maintenance model.,"Digitalization-Based Predictive Maintenance Systems, Internet of Things Sensor Networks, and Machine Intelligence Algorithms for Industry 4.0/5.0 Manufacturing Processes †",10.3390/systems14030281
2026-06-11T16:23:31,paper-0788,extraction_papers\paper-0788_batteryless_iot_sensing_using_thermoelectric_energy_harvesting_from_industrial_motor_waste_h.pdf,medium,performance_or_energy_optimization,generic_nonmaintenance_ai_control,"Energy harvesting powers wireless sensors for possible PdM; no asset-condition prediction, diagnosis or maintenance optimization.",Batteryless IoT Sensing Using Thermoelectric Energy Harvesting from Industrial Motor Waste Heat,10.3390/s26051644
2026-06-11T16:23:31,paper-0928,extraction_papers\paper-0928_privacy_preserving_predictive_maintenance_method_for_cross_border_unmanned_logistics_system.pdf,medium,business_social,business_social_finance,Federated-learning/blockchain PdM framework for unmanned logistics has unclear maintained asset and appears simulation/platform focused.,Privacy-preserving predictive maintenance method for cross-border unmanned logistics system integrating federated learning and blockchain,10.1007/s42452-025-07980-5
2026-06-11T16:23:31,paper-0964,extraction_papers\paper-0964_multi_channel_scada_based_image_driven_power_prediction_for_wind_turbines_using_optimized_le.pdf,medium,performance_or_energy_optimization,generic_nonmaintenance_ai_control,Wind-turbine SCADA model predicts active/reactive power; condition monitoring/maintenance planning is asserted but no fault or degradation target.,Multi-Channel SCADA-Based Image-Driven Power Prediction for Wind Turbines Using Optimized LeNet-5-LSTM Hybrid Neural Architecture,10.3390/en19051169
2026-06-11T16:23:31,paper-1022,extraction_papers\paper-1022_development_of_a_machine_learning_based_framework_for_predicting_failures_in_heat_supply_net.pdf,medium,software_it_cyber,software_it_cyber,"Predicts failures in a heat-supply network, a civil/utility pipe-network target rather than electromechanical equipment.",Development of a machine learning-based framework for predicting failures in heat supply networks,10.11591/eei.v14i6.10327
2026-06-11T16:23:31,paper-1120,extraction_papers\paper-1120_aip_urban_edge_enabled_deep_learning_framework_for_predictive_maintenance_and_anomaly_detect.pdf,medium,civil_geotechnical_infrastructure,environment_natural_system,"Targets traffic signals, cameras, sensors and congestion anomalies; broader smart-city infrastructure rather than strict equipment PdM.",AIP-Urban: Edge-Enabled Deep Learning Framework for Predictive Maintenance and Anomaly Detection in Urban Traffic Infrastructure,10.3390/systems13121117
2026-06-11T16:23:31,paper-1227,extraction_papers\paper-1227_development_and_evaluation_of_combined_methods_for_cleaning_paraffin_wax_deposits_in_pipelin.pdf,medium,generic_method_no_asset_case,generic_nonmaintenance_ai_control,Pipeline wax cleaning methods are maintenance actions; the predictive/IoT link is secondary rather than the core study.,DEVELOPMENT AND EVALUATION OF COMBINED METHODS FOR CLEANING PARAFFIN WAX DEPOSITS IN PIPELINES OIL AND GAS INDUSTRY; [Розробка й оцінка комбінованих методів очищення парафінових відкладень у трубопроводах нафтогазової промисловості],10.33271/nvngu/2026-1/050
2026-06-11T16:23:31,paper-1354,extraction_papers\paper-1354_machine_learning_for_predictive_power_quality_maintenance_in_modern_power_grids.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,Focuses on maintaining power quality/grid operation rather than asset degradation or equipment health.,Machine Learning for Predictive Power Quality Maintenance in Modern Power Grids,10.14445/23488379/IJEEE-V13I1P113
2026-06-11T16:23:31,paper-1378,extraction_papers\paper-1378_advancing_modern_power_grid_planning_through_digital_twins_standards_analysis_and_implementa.pdf,medium,performance_or_energy_optimization,generic_nonmaintenance_ai_control,Focuses on DT standards and grid-planning optimization; maintenance/fault prediction is secondary.,Advancing Modern Power Grid Planning Through Digital Twins: Standards Analysis and Implementation,10.3390/en19020556
2026-06-11T16:23:31,paper-1443,extraction_papers\paper-1443_technical_benchmarking_of_site_acceptance_testing_methods_of_offshore_wind_farm_hvac_power_c.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,Site-acceptance testing/quality control for newly installed offshore wind cables; CBM value is secondary.,Technical Benchmarking of Site Acceptance Testing Methods of Offshore Wind Farm HVAC Power Cables,10.3390/en18246624
2026-06-11T16:23:31,paper-1771,extraction_papers\paper-1771_chatter_detection_and_identification_based_on_mode_decompositions.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,"Chatter detection predicts chatter marks/process instability, closer to product quality control than asset maintenance.",Chatter Detection and Identification Based on Mode Decompositions,10.1002/adem.202500382
2026-06-11T16:23:31,paper-1783,extraction_papers\paper-1783_ball_mill_load_classification_method_based_on_multi_scale_feature_collaborative_perception.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,"Ball-mill load state classification targets production optimization and operating conditions, not asset degradation or maintenance.",Ball Mill Load Classification Method Based on Multi-Scale Feature Collaborative Perception,10.3390/machines13111045
2026-06-11T16:23:31,paper-2067,extraction_papers\paper-2067_a_computational_intelligence_framework_for_industry_4_0_based_intelligent_motion_control_usi.pdf,medium,performance_or_energy_optimization,generic_nonmaintenance_ai_control,AI-integrated PLC work is mainly intelligent motion control; predictive maintenance is a claimed capability rather than the central asset-health task.,A Computational Intelligence Framework for Industry 4.0-based Intelligent Motion Control using AI-Integrated PLCs,10.56042/jsir.v84i9.18846
2026-06-11T16:23:31,paper-2197,extraction_papers\paper-2197_efficient_hardware_implementation_of_interpretable_machine_learning_based_on_deep_neural_net.pdf,medium,sensor_material_only,other_nonmaintenance,Generic hardware implementation for sensor-data ML; predictive maintenance is only a motivating application and no asset case is shown.,Efficient hardware implementation of interpretable machine learning based on deep neural network representations for sensor data processing,10.5194/jsss-14-169-2025
2026-06-11T16:23:31,paper-2286,extraction_papers\paper-2286_digital_twin_system_for_mill_relining_manipulator_path_planning_simulation.pdf,medium,generic_method_no_asset_case,generic_nonmaintenance_ai_control,"Mill-relining manipulator path planning supports maintenance execution and safety, not prediction of asset condition or maintenance need.",Digital Twin System for Mill Relining Manipulator Path Planning Simulation,10.3390/machines13090823
2026-06-11T16:23:31,paper-2295,extraction_papers\paper-2295_the_application_of_mobile_devices_for_measuring_accelerations_in_rail_vehicles_methodology_a.pdf,medium,civil_geotechnical_infrastructure,environment_natural_system,Smartphone acceleration study focuses on ride comfort and possible future track/rolling-stock monitoring; no actual PdM task is performed.,The Application of Mobile Devices for Measuring Accelerations in Rail Vehicles: Methodology and Field Research Outcomes in Tramway Transport,10.3390/s25154635
2026-06-11T16:23:31,paper-2309,extraction_papers\paper-2309_mission_abort_policy_considering_imperfect_alarms_and_two_abort_options.pdf,medium,business_social,business_social_finance,"Mission-abort policy uses alarms to protect a UAV mission, but the decision is operational safety rather than inspection/repair/replacement maintenance.",Mission Abort Policy Considering Imperfect Alarms and Two Abort Options,10.1002/nav.22260
2026-06-11T16:23:31,paper-2399,extraction_papers\paper-2399_surface_corrosion_detection_for_ferrous_metal_parts_application_of_artificial_intelligence_p.pdf,medium,civil_geotechnical_infrastructure,environment_natural_system,Microscopic corrosion detection for generic ferrous-metal parts; predictive maintenance is only a broad industrial implication.,"Surface Corrosion Detection for Ferrous-metal Parts: Application of Artificial Intelligence, Python and Microscopic Images",10.5755/j02.ms.41377
2026-06-11T16:23:31,paper-2413,extraction_papers\paper-2413_wideband_communication_with_batteryless_sensors_embedded_in_metal_structures.pdf,medium,civil_geotechnical_infrastructure,environment_natural_system,Through-metal communication for batteryless sensors enables SHM/PdM data collection but contains no asset condition model and also invokes civil infrastructure.,Wideband Communication with Batteryless Sensors Embedded in Metal Structures,10.1145/3748517
2026-06-11T16:23:31,paper-2710,extraction_papers\paper-2710_a_wireless_sensor_network_based_combustible_gas_detection_system_using_pso_dbo_optimized_bp.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,Combustible-gas detection predicts gas concentrations/leaks for safety; physical asset fault or repair target is unclear.,A Wireless Sensor Network-Based Combustible Gas Detection System Using PSO-DBO-Optimized BP Neural Network,10.3390/s25103151
2026-06-11T16:23:31,paper-2711,extraction_papers\paper-2711_beyond_traditional_grid_a_novel_quantitative_framework_for_assessing_automation_s_impact_on.pdf,medium,generic_method_no_asset_case,generic_nonmaintenance_ai_control,Theoretical framework for grid automation effects on SAIDI/SAIFI and outages; no specific asset condition or maintenance decision.,Beyond Traditional Grid: A Novel Quantitative Framework for Assessing Automation’s Impact on System Average Interruption Duration Index and System Average Interruption Frequency Index,10.3390/en18112671
2026-06-11T16:23:31,paper-2716,extraction_papers\paper-2716_application_of_the_digital_twin_for_condition_monitoring_and_energy_management_of_electrical.pdf,medium,business_social,business_social_finance,Greenhouse digital twin mainly manages energy use and agricultural environment; equipment maintenance decision is implicit at best.,Application of the Digital Twin for Condition Monitoring and Energy Management of Electrical Loads in Greenhouses,10.48084/etasr.10467
2026-06-11T16:23:31,paper-2794,extraction_papers\paper-2794_personalizing_industrial_maintenance_operation_using_the_model_of_hierarchical_complexity.pdf,medium,generic_method_no_asset_case,generic_nonmaintenance_ai_control,"Personalized digital work instructions for maintenance workers; predictive maintenance is only a possible integration, not the study target.",Personalizing Industrial Maintenance Operation Using the Model of Hierarchical Complexity,10.3390/jmmp9040132
2026-06-11T16:23:31,paper-2894,extraction_papers\paper-2894_research_on_combustion_state_system_diagnosis_based_on_voiceprint_technology.pdf,medium,process_quality_not_maintenance,generic_nonmaintenance_ai_control,Combustion/flame state diagnosis targets process safety/control states rather than equipment degradation or maintenance needs.,Research on Combustion State System Diagnosis Based on Voiceprint Technology,10.3390/s25103152
2026-06-11T16:23:31,paper-2938,extraction_papers\paper-2938_developing_smart_tire_pressure_monitoring_system_a_performance_evaluation_of_esp32_c3_with_e.pdf,medium,performance_or_energy_optimization,generic_nonmaintenance_ai_control,"Tire-pressure-monitoring system performance study; predictive maintenance is only a future integration, not degradation or failure prediction.",Developing smart tire pressure monitoring system: A performance evaluation of ESP32-C3 with ESP-NOW communication,10.18488/76.v12i2.4215
2026-06-11T16:23:31,paper-2946,extraction_papers\paper-2946_actuator_fault_estimation_for_distributed_interconnected_lipschitz_nonlinear_systems_with_di.pdf,medium,performance_or_energy_optimization,generic_nonmaintenance_ai_control,Simulation-only actuator fault estimation for abstract nonlinear systems; maintenance is motivational with no real asset/use case.,Actuator Fault Estimation for Distributed Interconnected Lipschitz Nonlinear Systems with Direct Feedthrough Inputs,10.3390/pr13051283
