id,controversy_level,normalized_reason_category,subagent_reason_category,recommended_action,brief_reason,current_screening_confidence,current_screening_notes,pdf_present,title,year,source,doi
paper-1278,high,performance_or_energy_optimization,state_of_charge_not_health,review_exclude,"End-of-discharge time prognosis is operational battery depletion/SOC forecasting, not degradation, SOH, or RUL maintenance.",medium,Battery discharge prognosis,yes,Quasi-Instantaneous Battery End-of-Discharge Time Prognosis with Non-Stationary Autoregressive Exogenous Inputs,2026,International Journal of Prognostics and Health Management,10.36001/ijphm.2026.v17i1.4704
paper-1287,high,business_social,lab_management_process_control,review_exclude,"Smart printing lab framework emphasizes workflow, defects, energy and management; the maintenance link is generic.",medium,Printing lab predictive maintenance,yes,SMART PRINTING LABS: AI-ENABLED MANAGEMENT SYSTEMS,2025,ShodhKosh: Journal of Visual and Performing Arts,10.29121/shodhkosh.v6.i3s.2025.6769
paper-1297,high,process_quality_not_maintenance,process_improvement_quality_yield,review_exclude,"Roll-to-roll printing waste/yield DMAIC case; condition-based maintenance is only one intervention, not primary PdM.",high,Printing line CBM,yes,Reducing waste and increasing yield in roll-to-roll printing: a case study with global scalability,2025,International Journal of Advanced Manufacturing Technology,10.1007/s00170-025-16931-8
paper-1332,high,process_quality_not_maintenance,sensor_manufacturing_not_pdm,review_exclude,"Thermocouple fabrication/calibration for UAV temperature measurement; no fault diagnosis, prognosis, or maintenance decision.",medium,UAV engine health sensing,yes,Improved nicrnisi thin-film thermocouple manufacturing process enables accurate temperature measurement of UAV engines,2026,International Journal of Computer Information Systems and Industrial Management Applications,10.70917/ijcisim-2026-1813
paper-1421,high,business_social,environmental_monitoring_not_asset,review_exclude,"Predicts indoor air quality in labs; maintenance is IAQ/ventilation management, not clearly asset condition.",high,ventilation maintenance framework,no,A Maintenance 4.0 Framework for Proactive Indoor Air Quality Management in Laboratory Environments,2026,Indoor Air,10.1155/ina/6839868
paper-1457,high,civil_geotechnical_infrastructure,civil_rail_infrastructure,review_exclude,Railway defect inspection with LLM/DT likely concerns rail infrastructure/visual defects rather than vehicles or equipment.,high,railway defect inspection,yes,DefectTwin: When LLM Meets Digital Twin for Railway Defect Inspection,2026,IEEE Access,10.1109/ACCESS.2026.3681818
paper-1474,high,weak_maintenance_link,generic_iiot_decisions_unclear_asset,review_exclude,Industrial IoT decisions/anomaly detection on environmental telemetry; asset or failure target is unclear.,medium,smart factory anomaly detection,yes,NeuroFusionNet Adaptive Deep Learning for Intelligent Real-Time Industrial IoT Decisions,2025,International Journal of Advanced Computer Science and Applications,10.14569/IJACSA.2025.0161214
paper-1549,high,software_it_cyber,software_api_enabling_only,review_exclude,Primary contribution is REST API performance/security for a vehicle monitoring system; PdM is framed as a future use.,medium,vehicle wear monitoring system,yes,Performance analysis of REST API in a real-time IoT-based vehicle monitoring system,2025,International Journal of Reconfigurable and Embedded Systems,10.11591/ijres.v14.i3.pp766-784
paper-1620,high,generic_method_no_asset_case,generic_robotics_digital_twin,review_exclude,Robotics digital-twin framework optimizes navigation/collaboration; predictive maintenance is only a generic claimed capability.,medium,robotic DT PdM framework,yes,Advancing Robotic Systems with Distributed Multi-Agent Digital Twins: A Scalable and Adaptive Framework,2025,SN Computer Science,10.1007/s42979-025-04525-w
paper-1849,high,weak_maintenance_link,future_pdm_only,review_exclude,Acoustic fingerprint/database paper presents failure prediction and predictive service as future applications rather than demonstrated PdM.,medium,Vehicle failure prediction support,yes,Acoustic fingerprint in vehicle manufacturing as a basis for future applications,2025,Pollack Periodica,10.1556/606.2025.01260
paper-1899,high,business_social,organizational_maintenance_maturity,review_exclude,"Maintenance maturity and organizational continuity model lacks asset condition monitoring, diagnosis, or prognostics.",medium,Maintenance maturity assessment,yes,Multidimensional Maintenance Maturity Modeling: Fuzzy Predictive Model and Case Study on Ensuring Operational Continuity Under Uncertainty,2025,Applied Sciences (Switzerland),10.3390/app152212236
paper-1986,high,process_quality_not_maintenance,maintenance_delay_process_improvement,review_exclude,"Aircraft maintenance-delay DMAIC/FMEA case is mainly process, inventory, and quality improvement rather than predictive asset maintenance.",medium,Aircraft maintenance delay improvement,yes,Addressing Aircraft Maintenance Delays Using a DMAIC-FMEA Framework: Insights from a Commercial Aviation Case Study,2025,Applied Sciences (Switzerland),10.3390/app152212164
paper-2074,high,generic_method_no_asset_case,generic_industry5_data_transformation,review_exclude,"Holistic Industry 5.0 data/interface article; predictive maintenance is asserted without a concrete asset fault, degradation, or maintenance case.",medium,Manufacturing equipment PdM framework,yes,Harnessing Machine Learning for Data Transformation in Industry 5.0 Production Lines,2025,"Engineering, Technology and Applied Science Research",10.48084/etasr.11318
paper-2229,high,civil_geotechnical_infrastructure,civil_water_infrastructure,review_exclude,Buried municipal water-supply pipe failure-pressure/material-response study; strict scope treats this as civil infrastructure rather than equipment PdM.,high,buried pipeline failure pressure,no,Mechanical response and failure pressure prediction of cracked PVC-UH buried thin-walled pipes,2025,Case Studies in Construction Materials,10.1016/j.cscm.2025.e04438
paper-2231,high,civil_geotechnical_infrastructure,civil_water_infrastructure,review_exclude,"Water distribution leak/burst detection targets utility infrastructure and conservation, not electromechanical equipment maintenance.",high,water pipeline leak burst detection,yes,Early Leak and Burst Detection in Water Pipeline Networks Using Machine Learning Approaches,2025,Water (Switzerland),10.3390/w17142164
paper-2275,high,weak_maintenance_link,equipment_design_incidental_pdm,review_exclude,"High-current rectifier design for metal recycling; predictive maintenance appears as a built-in feature, not the research focus.",medium,rectifier monitoring and maintenance features,yes,Development and Design Of a 4000 Amp DC Rectifier for Industrial Metal Scrapping,2025,SSRG International Journal of Electrical and Electronics Engineering,10.14445/23488379/IJEEE-V12I7P115
paper-2290,high,civil_geotechnical_infrastructure,civil_water_infrastructure,review_exclude,Water transmission-line failure-risk and rehabilitation planning is civil water infrastructure despite maintenance-planning language.,high,water pipe failure risk maintenance,no,Risk-Based Water Pipe Failure Prediction through Machine Learning and Hydraulic Models,2025,Journal of Water Resources Planning and Management,10.1061/JWRMD5.WRENG-6958
paper-2387,high,software_it_cyber,civil_water_infrastructure,review_exclude,Theoretical passive-assessment model for water pipeline networks; no electromechanical asset or maintenance decision is demonstrated.,high,water pipeline condition assessment,no,Extended theoretical model for water pipeline passive assessment using ambient noise correlation,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.113223
paper-2419,high,sensor_material_only,generic_sensor_characterization,review_exclude,"Piezoelectric strain-sensor characterization lacks a specific asset, fault, degradation mechanism, or maintenance decision.",high,structural strain monitoring sensors,no,Piezoelectric sensor characterization for structural strain measurements,2025,Sensors and Actuators A: Physical,10.1016/j.sna.2025.116659
paper-2437,high,software_it_cyber,civil_infrastructure_generic_ai,review_exclude,GenAI opportunities paper for water distribution networks is broad utility management; PdM is only one possible application.,medium,GenAI for aging water infrastructure,no,Making waves: Generative artificial intelligence in water distribution networks: Opportunities and challenges,2025,Water Research X,10.1016/j.wroa.2025.100316
paper-2538,high,business_social,civil_infrastructure,review_exclude,Urban water-supply infrastructure asset management for buried pipes; civil utility infrastructure rather than industrial/electromechanical equipment.,high,water infrastructure asset management,no,Ilorin metropolitan water supply infrastructure (WSI) asset management under limited data,2025,Water Practice and Technology,10.2166/wpt.2025.057
paper-2639,high,software_it_cyber,civil_infrastructure,review_exclude,Road-network maintenance backlog decision study; civil road infrastructure and budgeting rather than predictive maintenance of equipment.,high,Road maintenance backlog decisions,yes,Exploring information needed in maintenance backlog-related decision-making in the Finnish road network,2025,Built Environment Project and Asset Management,10.1108/BEPAM-05-2024-0131
paper-2734,high,software_it_cyber,civil_infrastructure,review_exclude,Water-distribution-network leak/burst prediction for urban utility pipes; civil infrastructure rather than in-scope industrial pipeline/equipment.,high,Water pipe failure prediction,no,Explainable deep learning models for predicting water pipe failures,2025,Journal of Environmental Management,10.1016/j.jenvman.2025.124738
paper-2755,high,civil_geotechnical_infrastructure,civil_infrastructure,review_exclude,Urban water distribution pipe failure prediction using cross-infrastructure data; civil utility infrastructure outside strict equipment PdM.,high,Water pipe maintenance prediction,yes,PREDICTING WATER DISTRIBUTION PIPE FAILURES USING MACHINE LEARNING AND CROSS-INFRASTRUCTURE DATA; [NAPOVED OKVAR VODOVODNIH CEVI S STROJNIM UČENJEM IN PODATKI O SOSEDNJI INFRASTRUKTURI],2025,Acta Hydrotechnica,10.15292/acta.hydro.2025.05
paper-2769,high,civil_geotechnical_infrastructure,civil_infrastructure,review_exclude,"Lifecycle vulnerability and predictive maintenance planning for urban water utilities; buried civil assets and planning, not equipment PdM.",high,Water infrastructure PdM planning,yes,Lifecycle Vulnerability in Urban Water Infrastructure for Predictive Maintenance Planning,2025,Waterlines,10.3362/1756-3488.25-00003
paper-2830,high,software_it_cyber,civil_infrastructure,review_exclude,Water-distribution pipe life prognosis and renewal planning; civil utility network rather than industrial/electromechanical asset maintenance.,high,Water pipe life prognosis,yes,Data-driven approaches for pipe life prognosis in water distribution networks: the Barcelona water distribution network case study,2025,Journal of Hydroinformatics,10.2166/hydro.2025.003
paper-2869,high,software_it_cyber,software_it_hardware,review_exclude,Data-center server memory failure prediction; close to IT hardware/service reliability rather than engineered-asset predictive maintenance.,medium,Server memory hardware failure prediction,yes,Research on memory failure prediction based on ensemble learning,2025,PLoS ONE,10.1371/journal.pone.0321954
paper-2917,high,software_it_cyber,software_it_hardware,review_exclude,SSD failure prediction for real-time cloud services/data availability; IT storage reliability boundary case outside strict equipment PdM.,medium,SSD hardware failure prediction,yes,Solid-State Drive Failure Prediction Using Anomaly Detection,2025,Electronics (Switzerland),10.3390/electronics14071433
paper-2943,high,civil_geotechnical_infrastructure,civil_infrastructure,review_exclude,Urban water distribution pipe failure risk using road-pipeline topology; civil infrastructure rather than in-scope equipment PdM.,high,Water pipeline failure prediction,yes,Predicting Water Pipe Failures with Graph Neural Networks: Integrating Coupled Road and Pipeline Features,2025,Water (Switzerland),10.3390/w17091307
paper-2975,high,process_quality_not_maintenance,process_control_safety,review_exclude,Flash-burner flame monitoring characterizes combustion quality for process control; PdM is only a downstream implication.,medium,Flash burner combustion anomaly monitoring,yes,Development and Application of an Optoelectronic Sensor for Flame Monitoring of a Copper Concentrate Flash Burner,2025,Sensors,10.3390/s25092897
paper-3210,high,process_quality_not_maintenance,process_quality_monitoring,review_exclude,"Adaptive machining process monitoring is framed around quality/control limits, not equipment health, degradation, repair, or maintenance decisions.",high,Machining fault diagnosis and monitoring,yes,An Adaptive Process Monitoring Method Based on an Improved ADALINE Neural Network,2025,Applied Sciences (Switzerland),10.3390/app15042090
paper-3407,high,generic_method_no_asset_case,consumer_iot_security,review_exclude,"Focus is consumer IoT anomaly/security detection, including wearables/health data and unauthorized access, not physical-asset maintenance.",medium,IoT device anomaly detection for PdM,no,Safeguarding IoT consumer devices: Deep learning with TinyML driven real-time anomaly detection for predictive maintenance,2025,Ain Shams Engineering Journal,10.1016/j.asej.2025.103281
paper-3409,high,generic_method_no_asset_case,metadata_mismatch,review_exclude,"Title is about hydride hydrogen supply for combustion engines while abstract/keywords describe gearbox PdM, suggesting a mismatched or unreliable record.",high,Gearbox predictive diagnostics and RUL,yes,APPLICATION OF HYDRIDE SYSTEMS FOR SUPPLYING INTERNAL COMBUSTION ENGINES WITH HYDROGEN,2025,International Journal of Mechatronics and Applied Mechanics,10.17683/ijomam/issue22.v1.21
paper-3546,high,software_it_cyber,support_network_only,review_exclude,"Focus is wireless-sensor-network scheduling/QoS for data transport, not asset condition diagnosis or maintenance decisions.",medium,Sensor network supports power equipment monitoring,yes,Scheduling Algorithm for Power Wireless Sensor Networks Considering Service Priority and Delay Constraints,2025,"IET Science, Measurement and Technology",10.1049/smt2.70008
paper-3615,high,generic_method_no_asset_case,generic_digital_twin_only,review_exclude,Compares Unity and Gazebo for a robotic-arm digital twin; predictive maintenance appears mainly as background motivation.,medium,Robotic arm digital twin mentions maintenance,yes,Comparative Study of Digital Twin Developed in Unity and Gazebo,2025,Electronics (Switzerland),10.3390/electronics14020276
paper-3733,high,weak_maintenance_link,mixed_nonmaintenance_statistics,review_exclude,Primarily a statistical distribution paper mixing disability prevalence with one reliability case; asset maintenance focus is weak.,medium,Includes aircraft windshield reliability case,yes,A light-tail Pareto Type II model for disability and reliability case studies with potential risk assessment under disability prevalence dates data in Saudi Arabia,2025,AIMS Mathematics,10.3934/math.2025863
paper-3790,high,civil_geotechnical_infrastructure,civil_building_structure,review_exclude,"Glass curtain-wall health monitoring is building/civil-structure SHM, which the criteria exclude from strict PdM scope.",high,Curtain wall glass health monitoring,yes,Research on Health Condition Monitoring for Glass Panel of Hidden Frame Glass Curtain Wall Under Wind Load Using Fuzzy Comprehensive Evaluation,2025,Shock and Vibration,10.1155/vib/6514166
paper-3860,high,business_social,waste_management_quality_control,review_exclude,Tyre defect classification is framed around waste sorting/recycling and quality inspection; maintenance relevance is incidental.,medium,Tyre defect inspection supports maintenance,yes,A Sustainable Approach to Waste Management of Tyres: Using Artificial Intelligence for Enhanced Accuracy,2025,"Australasian Accounting, Business and Finance Journal",10.14453/aabfj.v19i1.02
paper-3984,high,software_it_cyber,support_network_only,review_exclude,"Ultra-wideband adaptive networking supports power monitoring communications, not asset fault diagnosis or maintenance decision-making.",medium,WSN supports power equipment monitoring,no,Research on Wireless Sensor Adaptive Networking for Power Monitoring Based on Ultra Wide Band,2025,"IET Generation, Transmission and Distribution",10.1049/gtd2.70105
paper-3985,high,civil_geotechnical_infrastructure,civil_infrastructure_inspection,review_exclude,"Robot viewpoint planning is for visual inspection of civil engineering structures, explicitly outside the strict equipment PdM scope.",high,Civil structure robotic visual inspection,no,Viewpoint Generation Algorithm for Gimbal-Mounted Robots for Visual Inspection of Civil Engineering Structures,2025,IEEE Access,10.1109/ACCESS.2025.3546992
paper-0013,medium,process_quality_not_maintenance,generic_process_monitoring,review_exclude,Manufacturing anomaly/root-cause analysis targets process deviations and optimization; the physical asset health target is unclear.,medium,Manufacturing anomaly root cause analysis,no,Multi-objective optimization-based sequential clustering and classification approach for anomaly detection and root cause analysis in the multi-stage manufacturing process,2026,Engineering Research Express,10.1088/2631-8695/ae6421
paper-0055,medium,process_quality_not_maintenance,process_quality_control,review_exclude,Slip prediction in roll-to-roll web processing mainly prevents tension/product-quality problems rather than equipment degradation or maintenance.,medium,Web processing machine slip monitoring,yes,Data-Driven Slip Prediction in Web Processing Machines Using Virtual Sensors and Ensemble Machine Learning,2026,Sensors,10.3390/s26092878
paper-0113,medium,process_quality_not_maintenance,process_optimization_not_asset_health,review_exclude,"Vibro-separator study optimizes amplitude/flow-rate behavior; predictive maintenance appears mostly as motivation, not a demonstrated asset-health task.",high,Agricultural machinery vibration maintenance,yes,EXPERIMENTAL VALIDATION OF VIBRO SEPARATOR AND ANOVA TECHNIQUE FOR AMPLITUDE,2026,Journal of Engineering and Technology for Industrial Applications,10.5935/jetia.v12i58.2749
paper-0126,medium,civil_geotechnical_infrastructure,smart_grid_control_emissions,review_exclude,Predicts power-quality disturbances and carbon impacts for grid stability/control rather than maintenance of a specific physical asset.,medium,Smart grid fault prediction,no,Adaptive Q-Wavelet Transform and Kalman Filtering for Power Quality Disturbance Prediction and Carbon Emission Impact Analysis in Smart Grids,2026,Engineering Reports,10.1002/eng2.70825
paper-0248,medium,software_it_cyber,maintenance_execution_not_pdm,review_exclude,"Remote-handling networking supports maintenance/inspection operations in fusion facilities, but it is not predictive maintenance or asset-health prediction.",medium,remote maintenance handling,no,Remote handling operation for IFMIF-DONES supported by time-sensitive networking,2026,Nuclear Fusion,10.1088/1741-4326/ae511e
paper-0431,medium,business_social,dataset_only_energy_management,review_exclude,"Industrial electricity dataset is useful for forecasting/control/PdM research, but the paper contains no maintenance task or asset-health model.",medium,Industrial energy dataset supports PdM,yes,High-resolution energy data from a sustainable industrial production area in Karlsruhe,2026,Scientific Data ,10.1038/s41597-026-06955-4
paper-0432,medium,process_quality_not_maintenance,grid_reliability_not_maintenance,review_exclude,"Cascading-failure prediction in AC/DC grids supports outage prevention and system stability, not a clear maintenance or inspection decision.",medium,Power grid cascading fault prediction,yes,The research on cascading failure prediction in AC-DC hybrid power grids based on deep learning,2026,Discover Computing,10.1007/s10791-026-10130-z
paper-0516,medium,civil_geotechnical_infrastructure,unclear_asset_maintenance,review_exclude,Railway scheduling under traffic uncertainty; asset-condition prediction/maintenance target is unclear.,high,Railway maintenance optimization,yes,Optimizing of Railway Maintenance Activities Using Fuzzy Logic: An Intelligent Approach for Improved Reliability,2026,"International Journal of Computers, Communications and Control",10.15837/ijccc.2026.1.7209
paper-0551,medium,process_quality_not_maintenance,generic_ai_control,review_exclude,"Adaptive manufacturing planning focuses on OEE, energy, carbon and waste; predictive maintenance is not a clear core contribution.",medium,Manufacturing planning with predictive maintenance,yes,A Digital-Twin-Enabled AI-Driven Adaptive Planning Platform for Sustainable and Reliable Manufacturing,2026,Machines,10.3390/machines14020197
paper-0572,medium,performance_or_energy_optimization,generic_digital_twin_control,review_exclude,Lab-scale hydrogen microgrid digital twin is mainly monitoring/control proof-of-concept; PdM is only a stated future benefit.,medium,Hydrogen microgrid predictive maintenance,no,Lab-scale green hydrogen and fuel cell microgrid digital twin,2026,Energy Conversion and Management,10.1016/j.enconman.2025.120928
paper-0638,medium,business_social,business_management,review_exclude,Analyzes firm financial/performance effects of digitalized PdM adoption; no specific physical asset condition or maintenance model.,medium,PdM systems in automotive manufacturing,yes,"Digitalization-Based Predictive Maintenance Systems, Internet of Things Sensor Networks, and Machine Intelligence Algorithms for Industry 4.0/5.0 Manufacturing Processes †",2026,Systems,10.3390/systems14030281
paper-0788,medium,performance_or_energy_optimization,sensor_power_enablement,review_exclude,"Energy harvesting powers wireless sensors for possible PdM; no asset-condition prediction, diagnosis or maintenance optimization.",medium,Sensor power for motor PdM,yes,Batteryless IoT Sensing Using Thermoelectric Energy Harvesting from Industrial Motor Waste Heat,2026,Sensors,10.3390/s26051644
paper-0928,medium,business_social,privacy_blockchain_framework,review_exclude,Federated-learning/blockchain PdM framework for unmanned logistics has unclear maintained asset and appears simulation/platform focused.,high,Unmanned logistics predictive maintenance,yes,Privacy-preserving predictive maintenance method for cross-border unmanned logistics system integrating federated learning and blockchain,2026,Discover Applied Sciences,10.1007/s42452-025-07980-5
paper-0964,medium,performance_or_energy_optimization,operational_forecasting,review_exclude,Wind-turbine SCADA model predicts active/reactive power; condition monitoring/maintenance planning is asserted but no fault or degradation target.,high,Wind turbine condition monitoring,yes,Multi-Channel SCADA-Based Image-Driven Power Prediction for Wind Turbines Using Optimized LeNet-5-LSTM Hybrid Neural Architecture,2026,Energies,10.3390/en19051169
paper-0993,medium,weak_maintenance_link,monitoring_system_weak_pdm,review_exclude,RENE system monitors experiment/environment parameters for stable operation; abstract lacks predictive maintenance or failure/degradation modeling.,medium,Experiment instrumentation predictive maintenance,no,Integrated Monitoring and Predictive Maintenance System for the Reactor Experiment for Neutrino and Exotics (RENE),2026,Progress of Theoretical and Experimental Physics,10.1093/ptep/ptag009
paper-1022,medium,software_it_cyber,civil_utility_infrastructure,review_exclude,"Predicts failures in a heat-supply network, a civil/utility pipe-network target rather than electromechanical equipment.",high,Heat network failure prediction,yes,Development of a machine learning-based framework for predicting failures in heat supply networks,2025,Bulletin of Electrical Engineering and Informatics,10.11591/eei.v14i6.10327
paper-1120,medium,civil_geotechnical_infrastructure,urban_transport_infrastructure,review_exclude,"Targets traffic signals, cameras, sensors and congestion anomalies; broader smart-city infrastructure rather than strict equipment PdM.",high,Urban traffic infrastructure maintenance,yes,AIP-Urban: Edge-Enabled Deep Learning Framework for Predictive Maintenance and Anomaly Detection in Urban Traffic Infrastructure,2025,Systems,10.3390/systems13121117
paper-1227,medium,generic_method_no_asset_case,maintenance_not_predictive,review_exclude,Pipeline wax cleaning methods are maintenance actions; the predictive/IoT link is secondary rather than the core study.,high,Pipeline deposit cleaning maintenance,yes,DEVELOPMENT AND EVALUATION OF COMBINED METHODS FOR CLEANING PARAFFIN WAX DEPOSITS IN PIPELINES OIL AND GAS INDUSTRY; [Розробка й оцінка комбінованих методів очищення парафінових відкладень у трубопроводах нафтогазової промисловості],2026,Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu,10.33271/nvngu/2026-1/050
paper-1354,medium,process_quality_not_maintenance,power_quality_operations,review_exclude,Focuses on maintaining power quality/grid operation rather than asset degradation or equipment health.,high,Grid power quality maintenance,yes,Machine Learning for Predictive Power Quality Maintenance in Modern Power Grids,2026,SSRG International Journal of Electrical and Electronics Engineering,10.14445/23488379/IJEEE-V13I1P113
paper-1378,medium,performance_or_energy_optimization,grid_planning_standards,review_exclude,Focuses on DT standards and grid-planning optimization; maintenance/fault prediction is secondary.,medium,Grid digital twin maintenance,yes,Advancing Modern Power Grid Planning Through Digital Twins: Standards Analysis and Implementation,2026,Energies,10.3390/en19020556
paper-1396,medium,business_social,broad_energy_iot_operations,review_exclude,Broad IoT renewable-energy performance/energy-management study; PdM is only one of several operational claims.,medium,Renewable energy predictive maintenance,no,IoT-Enabled Technologies for Advancing Renewable Energy Systems,2026,International Journal on Informatics Visualization,10.62527/joiv.10.1.5093
paper-1443,medium,process_quality_not_maintenance,commissioning_testing_not_pdm,review_exclude,Site-acceptance testing/quality control for newly installed offshore wind cables; CBM value is secondary.,medium,wind farm cable testing,yes,Technical Benchmarking of Site Acceptance Testing Methods of Offshore Wind Farm HVAC Power Cables,2025,Energies,10.3390/en18246624
paper-1771,medium,process_quality_not_maintenance,process_quality_not_asset_pdm,review_exclude,"Chatter detection predicts chatter marks/process instability, closer to product quality control than asset maintenance.",high,chatter failure detection,yes,Chatter Detection and Identification Based on Mode Decompositions,2025,Advanced Engineering Materials,10.1002/adem.202500382
paper-1783,medium,process_quality_not_maintenance,operational_load_classification,review_exclude,"Ball-mill load state classification targets production optimization and operating conditions, not asset degradation or maintenance.",high,ball mill load diagnosis,yes,Ball Mill Load Classification Method Based on Multi-Scale Feature Collaborative Perception,2025,Machines,10.3390/machines13111045
paper-2066,medium,performance_or_energy_optimization,enabling_sensor_power_system,review_exclude,"Self-powered wireless temperature sensor for vehicle monitoring; no fault, degradation, prognosis, or maintenance decision model is demonstrated.",medium,Sensor system for vehicle monitoring,no,A self-powered wireless temperature sensing system using flexible thermoelectric generators under simulated thermal condition,2025,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.117637
paper-2067,medium,performance_or_energy_optimization,control_framework_weak_pdm,review_exclude,AI-integrated PLC work is mainly intelligent motion control; predictive maintenance is a claimed capability rather than the central asset-health task.,medium,Industrial PLC predictive maintenance framework,yes,A Computational Intelligence Framework for Industry 4.0-based Intelligent Motion Control using AI-Integrated PLCs,2025,Journal of Scientific and Industrial Research,10.56042/jsir.v84i9.18846
paper-2098,medium,civil_geotechnical_infrastructure,conceptual_space_manufacturing,review_exclude,"Lunar DT/XR/XD conceptual framework treats predictive maintenance as one broad capability among many, with no specific PdM model.",high,Lunar manufacturing predictive maintenance,no,"LUNAR-XDT: An integrated framework for sustainable lunar manufacturing using digital twin (DT), extended reality (XR), and extreme design (XD) principles",2025,Manufacturing Letters,10.1016/j.mfglet.2025.06.193
paper-2197,medium,sensor_material_only,generic_edge_ml_enabling,review_exclude,Generic hardware implementation for sensor-data ML; predictive maintenance is only a motivating application and no asset case is shown.,medium,Sensor ML for predictive maintenance,yes,Efficient hardware implementation of interpretable machine learning based on deep neural network representations for sensor data processing,2025,Journal of Sensors and Sensor Systems,10.5194/jsss-14-169-2025
