corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-0214,included,physical_asset_maintenance,high,embedded condition monitoring,Lehninger P.; Elahi A.; Schnoll D.; Jantsch A.; Sauter T.,"Lehninger, Philipp (57207847281); Elahi, Ardavan (58532998000); Schnoll, Daniel (58965455800); Jantsch, Axel (6701769322); Sauter, Thilo (55753172700)",57207847281; 58532998000; 58965455800; 6701769322; 55753172700,Hardware-Efficient System State Detection for Embedded Condition Monitoring,2026,IEEE Sensors Letters,10,5,7002904,,,0,10.1109/LSENS.2026.3682499,https://www.scopus.com/pages/publications/105036645963?origin=resultslist,"Condition monitoring of devices and control systems is essential for predictive maintenance and can lower maintenance costs and downtimes significantly. Many approaches rely on machine learning methods, which, however, require substantial computational resources. If condition monitoring is to be embedded directly on a sensor or small edge device, then efficient hardware-based solutions are needed. This letter presents a minimized hardware implementation of a condition monitoring algorithm to allow resource-saving integration and a further reduction of computational and communication overhead. We compare the optimized hardware version with a more traditional implementation of the algorithm. Furthermore, a tradeoff analysis examines the effect of sample bit widths on gate count and accuracy. For the selected case study, the gate count has been reduced by 55% to 2120 gates and the needed memory size by roughly 86% to 3092 bits while still yielding system state detection results at the same level of accuracy.  © 2026 IEEE.",condition monitoring; context awareness; sensor data processing; Sensor signal processing,Economic and social effects; Embedded systems; Hydraulic machinery; Learning systems; Logic gates; Random access storage; Signal processing; Computational effort; Condition; Context- awareness; Gate count; Machine learning methods; Maintenance cost; Monitoring circuit; Sensor data processing; State Detection; System state; Condition monitoring,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105036645963
paper-0215,included,physical_asset_maintenance,high,PV degradation diagnosis,Oh W.; Kim M.; Kim J.; Park N.,"Oh, Wonwook (56033105500); Kim, Minseong (60161662400); Kim, Jincheol (57189218352); Park, Nochang (35178074600)",56033105500; 60161662400; 57189218352; 35178074600,Power estimation and degradation detection in photovoltaic systems using Machine learning,2026,Sustainable Energy Technologies and Assessments,90,,105030,,,0,10.1016/j.seta.2026.105030,https://www.scopus.com/pages/publications/105039307723?origin=resultslist,"Accurate power prediction and degradation diagnosis are crucial for maintaining long-term reliability of photovoltaic (PV) systems. However, this remains difficult due to the inherent variability of solar energy, unpredictable environmental conditions, and the high cost and complexity of monitoring utility-scale PV systems. This study presents a machine learning-based model for power estimation and fault detection in PV systems. The model was trained and validated using one year of real-world data from two grid-connected systems in Korea. Key input variables included generated power, plane-of-array solar irradiance, and module temperature. A support vector regression algorithm was employed for power prediction, with preprocessing based on instantaneous DC performance ratio to improve accuracy. The model achieved a root-mean-square error of 0.036 kW under clear-sky conditions, demonstrating high predictive performance. The annual degradation rate was estimated at 1.09%, closely matching independent standard condition measurements showing a yearly decline of 0.97%. The model also detected significant performance anomalies, including a power loss of 11.6% within the first year of operation in one system. On-site inspection attributed this to a potential-induced degradation effect. These findings underscore the model’s utility for predictive maintenance and potential as a scalable, data-driven tool for enhancing PV system reliability. © 2026 The Author(s).",Degradation rate; Failure diagnosis; Machine learning; Photovoltaic system; Power estimation,Failure (mechanical); Failure analysis; Learning systems; Machine learning; Photovoltaics; Predictive maintenance; Solar energy; Degradation diagnosis; Degradation rate; Energy; Failure Diagnosis; Inherent variability; Machine-learning; Photovoltaic systems; Power degradation; Power estimations; Power predictions; Degradation,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105039307723
paper-0216,included,physical_asset_maintenance,high,BESS SOH and RUL,Ledro M.; Goiburu J.; Zepter J.M.; Marinelli M.; Arrinda M.,"Ledro, Mirko (57556425200); Goiburu, Jon (60478827700); Zepter, Jan Martin (57203620303); Marinelli, Mattia (55936425500); Arrinda, Mikel (57202989572)",57556425200; 60478827700; 57203620303; 55936425500; 57202989572,Data-driven online SOH estimation of a grid-connected BESS: Accuracy improvements and lifetime prediction,2026,Measurement (Netherlands),10,,100091,,,0,10.1016/j.meaene.2026.100091,https://www.scopus.com/pages/publications/105032553774?origin=resultslist,"This analysis develops a Coulomb-counting-based online state-of-health (SOH) estimator using detected partial discharge segments for an existing operational battery energy storage system (BESS). The estimator is based on the Coulomb counting method and is applied to real operational data of all cells composing the BESS. It facilitates SOH assessment as it does not require stopping the BESS’s ordinary operational usage. The estimator is refined with a linear regression method and a customised extended Kalman filter (EKF) for state-of-charge (SOC) estimation, minimising the temperature’s influence on the SOH estimation. Finally, a remaining useful life (RUL) analysis is conducted. A linear RUL predictor with a particle filter (PF) predictor are compared. The online SOH estimator outputs one SOH value per cell whenever a partial discharge segment is detected. The SOH values show a declining trend over two years, from 97.5% to 92.6% at system level. However, the obtained values reveal a strong correlation between SOH estimations and operational temperature. On the one hand, the linear regression erases the correlation, but with the risk of overcompensating for the temperature influence. On the other hand, the SOH estimations using the SOC from the EKF exhibit lower correlation with temperature, yielding promising results. Consequently, the authors suggest considering the SOH from operational data directly or after applying the EKF to estimate the SOC. The resulting SOH values are then an input to the RUL prediction analysis. Both the proposed RUL predictors provide similar results in terms of point-based expected mean lifetime. The predicted lifetime ranges between 9 and 14 years when using SOH values from operational data, and between 12 and 17 years with SOH values after estimating the SOC from the EKF. Instead, the RUL on the SOH from the linear regression would predict a mean BESS lifetime over 20 years and with a wider uncertainty range. Overall, this study demonstrates that the online SOH estimation method using the SOC derived from the customised EKF is the most balanced strategy for this BESS, improving reliability under temperature-varying operation while remaining consistent with available field capacity reference. Copyright © 2026. Published by Elsevier Ltd.",Battery energy storage systems (BESS); Online State of Health (SOH) estimation; Remaining useful life (RUL) prediction; State of charge (SOC) estimation; Temperature-dependent SOH assessment,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105032553774
paper-0217,included,physical_asset_maintenance,high,PV fault diagnosis,Seghiour A.; Bendjeddou Y.; Mostefaoui I.M.; Chouder A.; Alharbi H.; Humayd A.S.B.; Wondimeneh A.W.; Babqi A.,"Seghiour, Abdellatif (56600613800); Bendjeddou, Yacine (57192661905); Mostefaoui, Imene Meriem (55810404200); Chouder, Aissa (22633875400); Alharbi, Hisham (56572678700); Humayd, Abdullah S. Bin (56682822100); Wondimeneh, Abebe Wondiferaw (60547592400); Babqi, Abdulrahman (57194763416)",56600613800; 57192661905; 55810404200; 22633875400; 56572678700; 56682822100; 60547592400; 57194763416,Fault detection and diagnosis in photovoltaic systems using artificial intelligence and time–frequency analysis,2026,Scientific Reports,16,1,10056,,,0,10.1038/s41598-026-39386-7,https://www.scopus.com/pages/publications/105034455249?origin=resultslist,"This research introduces a novel artificial intelligence (AI) framework for fault detection and diagnosis (FDD) in photovoltaic (PV) systems that combines Convolutional Neural Networks (CNNs) with time–frequency analysis via the Wigner–Ville Distribution (WVD). The proposed method transforms raw numerical measurements—including solar irradiance, temperature, voltage, current, and power—into compact 6 × 12 time–frequency image representations, enabling effective spatial feature extraction by CNNs that are well suited to image-like data. The framework is benchmarked under both noiseless and noisy conditions on a comprehensive 17‑class dataset comprising one healthy condition (C0) and sixteen fault types (F1–F16), including progressive short‑circuit faults within a single string, pure partial‑shading faults, and combined inter‑string short‑circuit and asymmetric partial‑shading patterns along PV strings. To contextualize performance, the CNN–WVD model is compared not only with classical Artificial Neural Networks (ANNs) and Deep Neural Networks (DNNs) but also with Gradient Boosting Machines (GBM), Random Forests (RF), Support Vector Machines (SVM), and k‑Nearest Neighbors (kNN), all trained on the same WVD‑transformed data. In noiseless conditions, ANN and DNN achieve 99.51% and 99.49% accuracy, respectively, while the CNN attains 97.09%; RF, SVM, GBM, and kNN reach 93.47%, 88.62%, 84.01%, and 75.69% accuracy. Under noisy conditions that emulate real PV environments, the CNN is the most robust model with 90.27% accuracy, outperforming ANN (82.20%), RF (82.80%), SVM (83.85%), GBM (73.85%), DNN (76.27%), and kNN (72.80%). Key contributions include: (i) the use of WVD to obtain highly informative time–frequency representations of PV electrical signals, (ii) a structured data‑organization strategy that maps multivariate PV measurements into fixed‑size WVD images, and (iii) a CNN architecture that preserves high discrimination capability across closely related fault severities and locations, even in the presence of noise achieving 90.8% accuracy under realistic sensor noise (baseline uncertainty: irradiance, temperature, voltage, current, power) and maintaining 71.5% accuracy at noise, representing extreme aging sensor conditions. With a competitive degradation of only 8.91 percentage points—lower than the neural-network baselines (ANN: 16.27%, DNN: 15.00%) and the tree ensemble RF (11.34%)—the CNN + WVD framework demonstrates superior noise robustness for long-term deployment in real-world PV installations. By bridging advanced time–frequency analysis with deep learning and systematically comparing against a broad set of machine‑learning baselines, the proposed framework enables fully automated, fine‑grained PV fault classification without manual feature engineering, thereby enhancing monitoring reliability, reducing downtime, and supporting predictive maintenance in large‑scale PV deployments. © The Author(s) 2026.",Convolutional neural networks; Fault detection and diagnosis; Photovoltaic systems; Renewable energy monitoring; Wigner-ville distribution,aged; article; artificial intelligence; convolutional neural network; diagnosis; frequency analysis; photovoltaic device; renewable energy,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105034455249
paper-0218,included,physical_asset_maintenance,medium,BESS degradation-aware dispatch,Zhao J.; Li H.; Li L.; Yuan D.,"Zhao, Jiachen (60604083000); Li, Hongjie (60604179200); Li, Linxuan (60575973600); Yuan, Dechun (36612689300)",60604083000; 60604179200; 60575973600; 36612689300,HVC-NSGA-III with Thermal–Electrochemical Degradation Coupling for Four-Objective Day-Ahead BESS Dispatch and SOH-Adaptive Knee-Point Selection,2026,Batteries,12,4,140,,,0,10.3390/batteries12040140,https://www.scopus.com/pages/publications/105037060322?origin=resultslist,"Isothermal dispatch models for battery energy storage systems (BESSs) systematically underestimate degradation costs because dispatch-induced Joule heating elevates cell temperature and accelerates ageing through Arrhenius-type kinetics. This paper proposes three integrated contributions. First, a thermal–electrochemical coupling loop embeds a first-order lumped thermal model within the dispatch simulation: cell temperature is updated from I2R heat generation and Newton cooling at each time step, and the resulting temperature trajectory feeds into the Arrhenius stress factors of a semi-empirical degradation model combining (Formula presented.) -based calendar ageing with Rainflow-based cycle ageing, enabling the optimiser to discover thermally self-regulating strategies. This coupling is critical because, as the results demonstrate, ignoring it leads to systematic underestimation of degradation costs by up to 13%. Second, the resulting four-objective problem (negative profit, thermally coupled degradation cost, SOC deviation, and CVaR imbalance penalty) is solved by a hypervolume-contribution-enhanced NSGA-III (HVC-NSGA-III), which augments reference-point selection with an archive pruned by removing the solution of the smallest individual hypervolume contribution, concentrating Pareto resolution in the knee region. Third, an SOH-adaptive knee-point selection assigns the degradation weight as a monotone function of ageing degree (Formula presented.), automatically tightening dispatch conservatism as remaining useful life diminishes. Simulations on ENTSO-E data over 96 h show the following: (i) thermal coupling shifts the Pareto front by 8–15% in the degradation dimension with temperature excursions up to 7 K; (ii) HVC-NSGA-III improves hypervolume by 8.7% over standard NSGA-III; (iii) SOH-adaptive selection reduces capacity loss by 27.4% at only 9.1% revenue cost; and (iv) ablation confirms Rainflow (24.8%) and thermal coupling (13.1%) as the two largest contributors. © 2026 by the authors.",battery energy storage system; day-ahead electricity market; four-objective optimisation; HVC-NSGA-III; Rainflow cycle counting; semi-empirical degradation; SOH-adaptive knee-point selection; thermal–electrochemical coupling,Commerce; Costs; Electric load dispatching; Energy storage; Isotherms; Pareto principle; Profitability; Sensitivity analysis; Thermal management (electronics); Battery energy storage systems; Day-ahead electricity market; Electrochemical coupling; Four-objective optimization; Hypervolume contributions; Hypervolume-contribution-enhanced NSGA-III; Knee points; Objective optimization; Point selection; Rainflow cycle counting; Semi-empirical; Semi-empirical degradation; SOH-adaptive knee-point selection; Thermal; Thermal–electrochemical coupling; Digital storage,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105037060322
paper-0219,included,physical_asset_maintenance,high,rotating machinery maintenance,Wang Y.; He R.; Yang X.; Tian Z.,"Wang, Yifei (58054942300); He, Rui (57202079304); Yang, Xingkai (57216583844); Tian, Zhigang (35325692400)",58054942300; 57202079304; 57216583844; 35325692400,Asset-criticality-guided optimization for rotating machinery maintenance decision-making considering the benefits of using prognostic techniques,2026,Reliability Engineering and System Safety,269,,112071,,,1,10.1016/j.ress.2025.112071,https://www.scopus.com/pages/publications/105024072152?origin=resultslist,"Advancements in monitoring techniques have facilitated the use of prognostic information to evaluate the health status of rotating machinery, enabling proactive mitigation of potential failures and thereby reducing maintenance costs in manufacturing systems. However, the application of prognostic techniques incurs substantial costs, mainly attributable to sensor acquisition, scheduled replacement, and reinstallation requirements. Consequently, the economic trade-offs of implementing prognostic techniques for continuous condition monitoring remain insufficiently explored in existing maintenance strategies. To bridge this gap, a novel asset-criticality-guided maintenance strategy is developed to maximize the expected revenue of manufacturing systems. Compared to reported works, three key contributions are made. First, the proposed maintenance strategy incorporates machine criticality as a key decision variable within the optimization framework, utilizing actual maintenance records to inform maintenance decision-making. Second, the proposed decision-making model addresses the critical challenge of identifying specific assets for continuous monitoring to maximize net revenue. Third, the strategy details component-level repairs for diverse failure modes within a degraded working efficiency model. This framework enables probabilistic assessment of policy benefits and quantifies uncertainty in maintenance planning. A numerical example and a real-world case study from a pulp mill are provided to demonstrate and validate the proposed method. Copyright © 2025. Published by Elsevier Ltd.",Condition-based maintenance; Efficiency modeling; Failure modes; Machinery criticality,Costs; Decision Making; Economics; Machinery; Maintenance; Monitoring; Optimization; Techniques; Building components; Condition based maintenance; Condition monitoring; Decision making; Economic and social effects; Economics; Outages; Pulp manufacture; Condition based maintenance; Efficiency models; Health status; Machinery criticality; Machinery maintenance; Maintenance decision making; Maintenance strategies; Monitoring techniques; Optimisations; Potential failures; Criticality (nuclear fission),Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105024072152
paper-0221,included,physical_asset_maintenance,high,servomotor RUL framework,Simsir U.,"Simsir, Ugur (24451281100)",24451281100,Multi-Sensor Process Monitoring and Fault Diagnosis for Multi-Mode Industrial Servomotor Systems with Fault Classification and RUL Prediction: A Representative Case Study for Smart Manufacturing Applications,2026,Processes,14,5,772,,,0,10.3390/pr14050772,https://www.scopus.com/pages/publications/105032736484?origin=resultslist,"Unexpected degradation in servomotor-driven multi-mode industrial systems such as CNC feed drives and robotic machining cells compromises positioning accuracy, availability and operational safety, rendering early fault diagnosis and predictive maintenance essential in smart manufacturing environments. In this study, a predictive maintenance framework based on multi-sensor data fusion was developed to support condition monitoring, fault classification, and remaining useful life estimation of robot servomotors. Time- and frequency-domain features were extracted from synchronized electrical current, vibration, acoustic, and temperature signals using fixed-length sliding windows. Feature-level fusion was applied to combine complementary information from different sensor modalities. A data-driven health assessment approach was employed in which an autoencoder model trained on healthy operating data was used to generate a scalar Servomotor Health Score representing degradation progression. Fault types were identified using a Random Forest classifier, while remaining useful life was estimated in terms of operational cycles using a Gradient Boosting regression model. Experimental evaluations were carried out under repeated reference motion profiles, and representative mechanical and electrical fault conditions were introduced in a controlled manner. The results demonstrated that the proposed health score provided a smooth and monotonic degradation trend, enabling early fault detection without false alarms under healthy conditions. High classification performance was achieved for fault identification, and remaining useful life predictions showed low estimation error on previously unseen faulty servomotors. Feature contribution analysis indicated that electrical current and temperature signals provided the most robust indicators of degradation, while vibration and acoustic measurements offered complementary diagnostic information. The proposed framework was shown to be an effective and practical solution for predictive maintenance of servomotor-driven manufacturing systems such as CNC axes and robotic machining platforms operating under low-speed and variable-load conditions. © 2026 by the author.",fault classification; multi-sensor monitoring; predictive maintenance; remaining useful life (RUL); servomotor life cycle,Condition monitoring; Electric fault currents; Failure analysis; Fault detection; Life cycle; Predictive maintenance; Sensor data fusion; Servomotors; Smart manufacturing; Fault classification; Faults diagnosis; Multi sensor; Multi-sensor monitoring; Multimodes; Predictive maintenance; Remaining useful life; Remaining useful lives; Sensor monitoring; Servomotor life cycle; Robotics,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105032736484
paper-0222,included,physical_asset_maintenance,high,fan fatigue life,Aimeur N.; Amour A.; Menasri N.,"Aimeur, N. (57969603000); Amour, A. (58103534700); Menasri, N. (54917155400)",57969603000; 58103534700; 54917155400,Coupled Fluid–structure Interaction Simulation of Aerodynamic Load Fluctuations and Fatigue Life in a Centrifugal Fan FN280,2026,Journal of Applied Fluid Mechanics,19,4,,723,737,0,10.47176/jafm.19.4.3953,https://www.scopus.com/pages/publications/105029737211?origin=resultslist,"Rotating machinery such as centrifugal fans is often exposed to unsteady aerodynamic loads that can induce fatigue damage during prolonged industrial operation. This study investigates the fatigue life of a centrifugal fan (FN280) used in a cement plant through a one-way fluid–structure interaction (FSI) approach. Transient aerodynamic loads were computed using ANSYS Fluent and subsequently transferred to ANSYS Mechanical for structural fatigue analysis. Since the original fan geometry was unavailable, a detailed three-dimensional model was reconstructed via reverse engineering to ensure accurate aerodynamic representation. The unsteady numerical simulations were performed under four operating conditions and validated against experimental performance data. The comparison shows a satisfactory level of agreement, confirming the reliability of the adopted modelling approach. Simulation results indicate that most regions of the fan exhibit fatigue safety factors between 1 and 15, suggesting generally safe operation. However, localized stress concentrations near the blade root and shaft–disc junction display safety factors slightly below unity, indicating potential sites for early fatigue crack initiation. The estimated fatigue life is approximately $2.8 \times 10^6$ cycles, emphasizing the significance of accounting for aerodynamic loading effects in fatigue assessment. Overall, the study demonstrates the capability of FSI-based numerical simulations for predictive maintenance and reliability evaluation, while further experimental validation is recommended. © 2026, Isfahan University of Technology. All rights reserved.",Centrifugal fan; Computational fluid dynamics (CFD); Fatigue; Finite Element Analysis (FEA); Fluid–structure interaction Coupled; one-way; Reverse engineering,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105029737211
paper-0223,included,physical_asset_maintenance,high,end mill life,Tian Y.; Zhao K.; Wang Y.; Wan S.; Wang T.,"Tian, Ying (57195575210); Zhao, Kaining (60613463400); Wang, Yuxiang (60203784100); Wan, Shiwei (60613913500); Wang, Taiyong (7405563562)",57195575210; 60613463400; 60203784100; 60613913500; 7405563562,Research on the end mill life prediction method based on feature fusion,2026,Engineering Research Express,8,8,,,,0,10.1088/2631-8695/ae604a,https://www.scopus.com/pages/publications/105037750601?origin=resultslist,"In modern manufacturing, end mill wear monitoring is essential to ensure machining quality and enhance production efficiency. Traditional monitoring methods usually rely on a single source of information. However, they may face the problem of incomplete information in complex environment. Therefore, effective integration of multi-source information to accurately predict the life of end mills has become the focus of research. This paper proposes a method of multi-source information acquisition and processing based on the time window under the single working condition. Aiming at the limitations of traditional image processing methods. The image preprocessing technology based on CLAHE histogram equalization and Sobel operator is used to accurately extract the tool tip wear zone. Based on Pearson correlation analysis, the sensor signal features are fused by constructing polygonal radar chart. The fusion feature space polyhedron is introduced to fuse the multi-source wear information features with equal weight. The tool wear process is characterized by volume change of the polyhedron. In view of the temporal relationship of the tool wear process, considering the hyperparameter optimization of the model, the SCSBiLSTMSE neural network model is constructed. Experiments show that the model performs superiorly in predicting the remaining useful life of end mills. Compared with the bidirectional LSTM model, the average MSE is reduced by 35.90%, the average RMSE is decreased by 34.20%, and the average R2 is increased by 5.03%. This research provides a new solution for the acquisition, processing, fusion and life prediction of multi-source wear information of end mills, which has important theoretical significance and practical application value. © 2026 IOP Publishing Ltd. All rights, including for text and data mining, AI training, and similar technologies, are reserved. This article is available under the terms of the https://publishingsupport.iopscience.iop.org/iop-standard/v1.",fusion feature space polyhedron; tool life prediction; tool wear detection; tool wear image,Correlation methods; Cutting tools; Data mining; Feature extraction; Image processing; Neural networks; Personnel training; Wear of materials; Feature space; Fusion feature space polyhedron; Fusion features; Life predictions; Tool life; Tool life prediction; Tool wear; Tool wear detection; Tool wear image; Wear detection; Forecasting,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-105037750601
paper-0224,included,physical_asset_maintenance,high,pipeline crack detection,Eraky A.; El-Sisi A.; Foad M.; Samir R.; Salama A.,"Eraky, Atef (56669749600); El-Sisi, Alaa (60626581700); Foad, Mohamed (60603878000); Samir, Rania (57200381191); Salama, Abdallah (57200385279)",56669749600; 60626581700; 60603878000; 57200381191; 57200385279,Lamb-Wave-Based Structural Health Monitoring for Surface Crack Detection in Pipelines,2026,Eng,7,4,153,,,0,10.3390/eng7040153,https://www.scopus.com/pages/publications/105037026532?origin=resultslist,"Pipelines play a vital role in transporting oil, gas, water, and other critical resources across vast distances. However, they are often exposed to harsh environmental conditions, aging, corrosion, and mechanical stresses that can lead to structural degradation or failure. Structural health monitoring (SHM) offers a proactive solution for ensuring the integrity and safety of pipeline systems through continuous or periodic assessment using advanced sensing technologies and analytical methods. This paper presents the use of Lamb waves to find surface cracks in pipelines. Finite element software, ABAQUS/CAE 2017, is used to simulate intact and damaged pipes. The Time of Flight (ToF) method is applied with two techniques. The first is based on the difference between the received waves for damaged and intact pipelines, while the second is based on the difference between two sensor reads in damaged pipelines. The effectiveness of SHM systems in detecting anomalies and guiding maintenance decisions is evaluated. The results demonstrate the potential of SHM to enhance pipeline reliability, reduce downtime, and support condition-based maintenance strategies. This research contributes to the development of smarter, safer, and more efficient pipeline monitoring systems. © 2026 by the authors.",crack detection; damage detection; finite element analysis; pipeline; structural health monitoring; surface crack; wave propagation,Corrosion; Failure (mechanical); Maintenance; Structural health monitoring; Surface waves; Aging stress; Critical resources; Environmental conditions; Exposed to; Finite element analyse; Health monitoring; Oil gas water; Structural health; Surface crack detection; Surface cracks; Crack detection; Damage detection; Pipelines; Surface defects; Wave propagation,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105037026532
paper-0226,included,physical_asset_maintenance,high,ICD battery depletion,Neupane S.; Goswami T.,"Neupane, Samikshya (60353939900); Goswami, Tarun (55844054700)",60353939900; 55844054700,Prediction of Imminent Battery Depletion in Implantable Cardioverter-Defibrillator,2026,Sci,8,4,72,,,0,10.3390/sci8040072,https://www.scopus.com/pages/publications/105037046379?origin=resultslist,"Implantable Cardioverter-Defibrillators (ICDs) are life-sustaining devices used in the prevention of sudden death in patients suffering from advanced cardiac diseases. Although improvements in ICD technology and monitoring capabilities have been made, existing techniques are still not effective in predicting accelerated battery drain, thereby causing unplanned generator replacement and clinically significant device-related events. In this study, machine learning techniques were employed in the assessment of the early detection of ICD battery depletion risk using the collected device interrogation reports. The dataset used consisted of 32 devices in the training set and nine in the testing set. In order to mitigate the problem of a small sample size, a GMM-based data augmentation technique was applied solely to the training data, and actual devices were used for the testing data. Five supervised models, including Logistic Regression, Random Forest, SVM, CatBoost, and a Neural Network (MLP), have been utilized using a repeated stratified cross-validation and a separate held-out test data set. All the models have been tested for their performance using classification metrics. All models demonstrated variable performance with wide confidence intervals due to limited sample size. Support vector machines showed the highest cross-validation discrimination 0.889 ± 0.203, though uncertainty remains substantial given the small datasets (n = 41). From the feature analysis, it was found that atrial sensing amplitude, RV/LV capture threshold, output settings, and implant duration were the most important features for the prediction of high battery depletion risk. These findings suggest that changes in device parameters and implant age are associated with elevated battery depletion risk, supporting the feasibility of telemetry-driven risk stratification for device management. © 2026 by the authors.",battery depletion risk prediction; cardiac implantable electronic device; GMM; implantable cardioverter-defibrillator; machine learning; predictive maintenance; synthetic data augmentation,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105037046379
paper-0227,included,physical_asset_maintenance,high,industrial asset maintenance,Drożyner P.; Jasiulewicz-Kaczmarek M.,"Drożyner, Przemysław (42561178600); Jasiulewicz-Kaczmarek, Małgorzata (35483941200)",42561178600; 35483941200,Integrated PdM–OEE–LCC Framework: A Stochastic Control Approach for Industry 4.0 Systems,2026,Applied Sciences (Switzerland),16,9,4391,,,0,10.3390/app16094391,https://www.scopus.com/pages/publications/105038395229?origin=resultslist,"In the Industry 4.0 era, effective maintenance management is paramount to ensuring production continuity, operational efficiency, and cost-effectiveness. Modern industrial systems operate under inherent uncertainty and limited observability, necessitating the development of sophisticated decision-support frameworks. This study introduces a comprehensive approach to optimizing maintenance control for industrial assets under stochastic degradation and partial observability. The framework integrates stochastic processes for degradation modeling with Overall Equipment Effectiveness (OEE) and Life Cycle Cost (LCC) analysis for multi-dimensional performance assessment. Maintenance interventions are governed by threshold-based strategies, where optimal service limits ((Formula presented.)) are determined through extensive Monte Carlo simulations. Furthermore, both local and global sensitivity analyses are employed to identify critical drivers of decision-making, such as failure penalties, process volatility, and maintenance efficacy. The model is extended to incorporate Digital Twin concepts, enhancing state estimation under noisy sensor data, and addresses multi-machine scenarios with resource constraints to reflect real-world operational complexities. Results indicate that failure costs and process uncertainty are the primary determinants of maintenance timing. Notably, Digital Twin integration significantly bolsters decision accuracy in the presence of measurement noise, providing a robust and scalable solution for modern manufacturing environments. © 2026 by the authors.",Digital Twin; Industry 4.0; life cycle cost; predictive maintenance; stochastic degradation; threshold strategies,Cost benefit analysis; Cost effectiveness; Decision making; Decision support systems; Digital twin; Life cycle; Observability; Outages; Predictive maintenance; Safety engineering; Sensitivity analysis; Stochastic control systems; Control approach; Effective maintenance managements; Life cycle cost; Management IS; Operational efficiencies; Overall equipment effectiveness; Predictive maintenance; Stochastic control; Stochastic degradation; Threshold strategy; Stochastic systems,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105038395229
paper-0228,included,physical_asset_maintenance,high,bearing RUL prognosis,Nagheli A.; Poursina M.; Karimpour H.,"Nagheli, Afshin (60362819500); Poursina, Mehrdad (56072518700); Karimpour, Hossein (48861311600)",60362819500; 56072518700; 48861311600,A Bayesian Prognosis Framework for Rolling Bearings Based on Total Harmonic Distortion Health Indicator and Nonlinear Wiener Process,2026,"Journal of Dynamics, Monitoring and Diagnostics",5,1,,74,85,0,10.37965/jdmd.2026.1116,https://www.scopus.com/pages/publications/105034658962?origin=resultslist,"Rolling bearings are one of the key components of rotating machinery. Accurate prediction of the remaining useful life (RUL) of bearings can reduce maintenance costs, increase the reliability of the mechanical system, and prevent catastrophic accidents. Accurate and reliable estimation of bearing RUL requires a suitable health indicator (HI). Therefore, a novel HI called the total harmonic distortion (THD) is constructed using advanced frequency domain analysis to accurately reflect the bearing’s health status. The results confirm that the THD health indicator has excellent monotonicity, robustness, and trendability. In this work, a Wiener process with different drifts is used to predict the RUL. Furthermore, the parameters of the Wiener model are estimated online using Bayesian theory. The model is then validated using an accelerated experimental test bench. The results demonstrate that the Wiener process combined with the power law model achieves higher accuracy and stability than other Wiener models. © The Author(s) 2026.",first prediction time; remaining useful life; rolling bearing; total harmonic distortion; Wiener process,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105034658962
