screening_decision,screening_reason_category,screening_confidence,screening_notes,corpus_id,year,title,authors,source_title,doi,doi_url,doi_prefix,publisher_family,open_access,scopus_link,eid,retrieval_status,attempted_candidates,notes,expected_pdf_filename
included,physical_asset_maintenance,high,Gearbox health assessment,paper-0036,2026,Deep learning-enhanced intelligent gearbox health assessment framework integrating adaptive feature extraction and operator-guided classification for robust multi-speed load condition monitoring,Lakshmaiya N.,Results in Engineering,10.1016/j.rineng.2026.111035,https://doi.org/10.1016/j.rineng.2026.111035,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105039236418?origin=resultslist,2-s2.0-105039236418,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0036_deep_learning_enhanced_intelligent_gearbox_health_assessment_framework_integrating_adaptive.pdf
included,physical_asset_maintenance,high,Rolling bearing fault diagnosis,paper-0039,2026,Enhanced fault diagnosis of rolling bearings using a VMD-CWT-ViT integrated framework,Khan M.J.; Sun B.; Xiao S.; Hou J.,Measurement Science and Technology,10.1088/1361-6501/ae4cbe,https://doi.org/10.1088/1361-6501/ae4cbe,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033985315?origin=resultslist,2-s2.0-105033985315,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0039_enhanced_fault_diagnosis_of_rolling_bearings_using_a_vmd_cwt_vit_integrated_framework.pdf
included,physical_asset_maintenance,high,Tool wear RUL uncertainty,paper-0040,2026,A method for uncertainty quantification of remaining useful life in tool wear based on an improved deep residual bidirectional long short-term memory network,Li G.; Wang L.; Zhang B.; He J.; Liu Y.; Ma Z.,Measurement Science and Technology,10.1088/1361-6501/ae5de9,https://doi.org/10.1088/1361-6501/ae5de9,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037454319?origin=resultslist,2-s2.0-105037454319,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0040_a_method_for_uncertainty_quantification_of_remaining_useful_life_in_tool_wear_based_on_an_im.pdf
included,physical_asset_maintenance,high,PV inverter failure prediction,paper-0041,2026,Intelligent prediction of photovoltaic inverter failures for improved reliability and control in smart grid systems,Nadweh S.; Mohammed N.; Mekhilef S.,Electric Power Systems Research,10.1016/j.epsr.2026.112735,https://doi.org/10.1016/j.epsr.2026.112735,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105027296254?origin=resultslist,2-s2.0-105027296254,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0041_intelligent_prediction_of_photovoltaic_inverter_failures_for_improved_reliability_and_contro.pdf
included,physical_asset_maintenance,high,Reactor risk and condition monitoring,paper-0049,2026,Virtual sensing by grey-box modelling within an importance sampling Monte Carlo dynamic event tree framework for risk monitoring of small modular reactors,Miqueles L.; Ahmed I.; Di Maio F.; Zio E.,Reliability Engineering and System Safety,10.1016/j.ress.2026.112629,https://doi.org/10.1016/j.ress.2026.112629,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034462268?origin=resultslist,2-s2.0-105034462268,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0049_virtual_sensing_by_grey_box_modelling_within_an_importance_sampling_monte_carlo_dynamic_even.pdf
included,physical_asset_maintenance,high,Transformer fault diagnosis,paper-0050,2026,A CatBoost-based framework for data-driven fault diagnosis in power transformers using dissolved gas analysis,Tanjim R.; Ahmed T.; Mostafa M.; Hannan N.; Shufian A.; Pathik B.B.,Results in Engineering,10.1016/j.rineng.2026.109972,https://doi.org/10.1016/j.rineng.2026.109972,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105032636487?origin=resultslist,2-s2.0-105032636487,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0050_a_catboost_based_framework_for_data_driven_fault_diagnosis_in_power_transformers_using_disso.pdf
included,physical_asset_maintenance,high,Gearbox fault prediction,paper-0054,2026,Fault prediction method towards gearbox based on digital twin and deep transfer learning,Lu Q.; Cheng L.; Zhu D.; Li M.,Engineering Research Express,10.1088/2631-8695/ae5b41,https://doi.org/10.1088/2631-8695/ae5b41,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037435947?origin=resultslist,2-s2.0-105037435947,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0054_fault_prediction_method_towards_gearbox_based_on_digital_twin_and_deep_transfer_learning.pdf
included,physical_asset_maintenance,high,Transformer online DGA calibration,paper-0057,2026,A field‑deployable calibration platform for on‑line dissolved gas monitoring systems in power transformer oil,Ma Y.; Ma X.; Wang R.; Li J.; Guan K.; Chen X.,Electric Power Systems Research,10.1016/j.epsr.2026.112782,https://doi.org/10.1016/j.epsr.2026.112782,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029039056?origin=resultslist,2-s2.0-105029039056,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0057_a_field_deployable_calibration_platform_for_on_line_dissolved_gas_monitoring_systems_in_powe.pdf
included,physical_asset_maintenance,medium,Marine engine data supports condition monitoring,paper-0058,2026,Localized anomaly detection and recovery of marine engine data to support digital twin development in shipping,Taghavi M.; Perera L.P.,Ocean Engineering,10.1016/j.oceaneng.2026.124356,https://doi.org/10.1016/j.oceaneng.2026.124356,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029755619?origin=resultslist,2-s2.0-105029755619,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0058_localized_anomaly_detection_and_recovery_of_marine_engine_data_to_support_digital_twin_devel.pdf
included,physical_asset_maintenance,high,Gear bearing defect diagnosis,paper-0067,2026,Enhanced approach for gears-bearings defect diagnosis based on optimized artificial neural network model and features selection graphical technique,Benabboud M.S.; Bouacha K.; Soula M.,Results in Engineering,10.1016/j.rineng.2026.110404,https://doi.org/10.1016/j.rineng.2026.110404,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105035228565?origin=resultslist,2-s2.0-105035228565,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0067_enhanced_approach_for_gears_bearings_defect_diagnosis_based_on_optimized_artificial_neural_n.pdf
included,physical_asset_maintenance,high,Battery SOH and RUL prognostics,paper-0068,2026,A comparative study of prognostic strategies for battery SoH: Cycle-level estimation vs. sequential forecasting,Kuloglu A.; Avsar R.; Tetik T.; Konar M.,"Engineering Science and Technology, an International Journal",10.1016/j.jestch.2026.102322,https://doi.org/10.1016/j.jestch.2026.102322,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105031313784?origin=resultslist,2-s2.0-105031313784,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0068_a_comparative_study_of_prognostic_strategies_for_battery_soh_cycle_level_estimation_vs_seque.pdf
included,physical_asset_maintenance,high,Power semiconductor degradation monitoring,paper-0070,2026,Low-invasive condition monitoring of liquid-cooled power semiconductors,Baumann T.F.; Vivekanandham Pushpalatha Y.; Papastergiou K.; Murillo Garcia R.; Peftitsis D.,Power Electronic Devices and Components,10.1016/j.pedc.2026.100141,https://doi.org/10.1016/j.pedc.2026.100141,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105033212078?origin=resultslist,2-s2.0-105033212078,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0070_low_invasive_condition_monitoring_of_liquid_cooled_power_semiconductors.pdf
included,physical_asset_maintenance,high,Fuel cell RUL forecasting,paper-0072,2026,Bayesian Informer for probabilistic remaining useful life forecasting of solid oxide fuel cells,Salehi Z.; Fakouri Hasanabadi M.; Smith D.J.; Hanifi A.R.; Shahbakhti M.,Control Engineering Practice,10.1016/j.conengprac.2026.107011,https://doi.org/10.1016/j.conengprac.2026.107011,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105036244462?origin=resultslist,2-s2.0-105036244462,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0072_bayesian_informer_for_probabilistic_remaining_useful_life_forecasting_of_solid_oxide_fuel_ce.pdf
included,physical_asset_maintenance,high,Machine anomalous sound monitoring,paper-0073,2026,Multi-view time–frequency dynamic modeling and asymmetric convolutional networks for industrial anomalous sound detection,Su R.; Zhang L.; Yu Y.; Ding J.,Measurement Science and Technology,10.1088/1361-6501/ae5289,https://doi.org/10.1088/1361-6501/ae5289,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035715039?origin=resultslist,2-s2.0-105035715039,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0073_multi_view_time_frequency_dynamic_modeling_and_asymmetric_convolutional_networks_for_industr.pdf
included,physical_asset_maintenance,high,Transformer insulation failure prediction,paper-0075,2026,Transformer insulation failure prediction based on insulating paper degradation diagnostics and ensemble machine learning,Adekunle A.A.,Electric Power Systems Research,10.1016/j.epsr.2026.112871,https://doi.org/10.1016/j.epsr.2026.112871,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105030264875?origin=resultslist,2-s2.0-105030264875,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0075_transformer_insulation_failure_prediction_based_on_insulating_paper_degradation_diagnostics.pdf
included,physical_asset_maintenance,high,Wind turbine gearbox fault detection,paper-0076,2026,Early detection of gearbox faults in wind turbines using a fine-tuned transformer encoder,España S.; Sánchez J.; Puruncajas B.; Castellani F.; Tutivén C.; Vidal Y.,Results in Engineering,10.1016/j.rineng.2026.109915,https://doi.org/10.1016/j.rineng.2026.109915,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105033232808?origin=resultslist,2-s2.0-105033232808,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0076_early_detection_of_gearbox_faults_in_wind_turbines_using_a_fine_tuned_transformer_encoder.pdf
included,physical_asset_maintenance,high,Industrial equipment RUL prediction,paper-0079,2026,Equipment remaining useful life prediction via dynamic label recalibration and gated multi-scale U-Net framework,Lu Z.; Li B.; Fu C.; Xu L.; Shao Q.; Li Z.; Zhang H.; Wu J.; Jia S.,Measurement Science and Technology,10.1088/1361-6501/ae4caf,https://doi.org/10.1088/1361-6501/ae4caf,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033716915?origin=resultslist,2-s2.0-105033716915,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0079_equipment_remaining_useful_life_prediction_via_dynamic_label_recalibration_and_gated_multi_s.pdf
included,physical_asset_maintenance,high,Aero engine RUL estimation,paper-0085,2026,Remaining useful life estimation based on improved attention mechanism,Abbas Z.; Wang H.; Hussain M.; Song X.; Ali Z.; Cao W.,Results in Engineering,10.1016/j.rineng.2025.108813,https://doi.org/10.1016/j.rineng.2025.108813,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105026240920?origin=resultslist,2-s2.0-105026240920,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0085_remaining_useful_life_estimation_based_on_improved_attention_mechanism.pdf
included,physical_asset_maintenance,high,Lubrication monitoring for equipment maintenance,paper-0086,2026,Co-located dual-wave ultrasonics for lubricant film thickness and interfacial temperature monitoring,Dou P.; Zhang Y.; Lan B.; Cegla F.; Reddyhoff T.; Yu M.,Tribology International,10.1016/j.triboint.2026.111690,https://doi.org/10.1016/j.triboint.2026.111690,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105027639376?origin=resultslist,2-s2.0-105027639376,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0086_co_located_dual_wave_ultrasonics_for_lubricant_film_thickness_and_interfacial_temperature_mo.pdf
included,physical_asset_maintenance,high,Power semiconductor condition monitoring,paper-0088,2026,Application-Oriented Power Semiconductor Switches Condition Monitoring Based on Data-Driven Method,Liu Y.; Wei X.; Zhao S.; Sangwongwanich A.; Yao B.; Peng Y.; Liu J.; Wang H.,IEEE Transactions on Power Electronics,10.1109/TPEL.2026.3658927,https://doi.org/10.1109/TPEL.2026.3658927,10.1109,IEEE,All Open Access; Green Open Access,https://www.scopus.com/pages/publications/105029429244?origin=resultslist,2-s2.0-105029429244,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0088_application_oriented_power_semiconductor_switches_condition_monitoring_based_on_data_driven.pdf
included,physical_asset_maintenance,high,Bearing fault diagnosis data generation,paper-0090,2026,BearGen: LLM-guided signal generation framework for bearing fault diagnosis,Lee J.; Jeon H.; Kim U.; Kim M.,Advanced Engineering Informatics,10.1016/j.aei.2026.104400,https://doi.org/10.1016/j.aei.2026.104400,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029238209?origin=resultslist,2-s2.0-105029238209,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0090_beargen_llm_guided_signal_generation_framework_for_bearing_fault_diagnosis.pdf
included,physical_asset_maintenance,high,Optical amplifier fault prediction,paper-0091,2026,Reinforcement Learning to Enhance Digital Twin-Based EDFA Fault Prediction in Optical Networks,Mohamed M.C.; Ambrosone R.; Masood M.U.; Malik G.; Straullu S.; Nespola A.; Bhyri S.K.; Napoli A.; Pedro J.; Srivallapanondh S.; Galimberti G.M.; Wakim W.; Curri V.,IEEE Photonics Technology Letters,10.1109/LPT.2026.3681516,https://doi.org/10.1109/LPT.2026.3681516,10.1109,IEEE,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035699950?origin=resultslist,2-s2.0-105035699950,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0091_reinforcement_learning_to_enhance_digital_twin_based_edfa_fault_prediction_in_optical_networ.pdf
included,physical_asset_maintenance,high,Cutting tool wear monitoring,paper-0092,2026,An online cutting tool wear monitoring method based on the integration of DSCNN and pre-training/fine-tuning transfer learning,Zhou T.; Xing C.; Hu T.; Meng L.; Chen Z.; Xiao G.; Zhang M.; Xu C.,Digital Engineering,10.1016/j.dte.2025.100085,https://doi.org/10.1016/j.dte.2025.100085,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105025457188?origin=resultslist,2-s2.0-105025457188,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0092_an_online_cutting_tool_wear_monitoring_method_based_on_the_integration_of_dscnn_and_pre_trai.pdf
included,physical_asset_maintenance,high,Battery electrode degradation diagnosis,paper-0100,2026,Deconvoluting silicon-graphite electrode degradation using acoustic emission and wavelet analysis,Noll L.; Ruess V.; Schröder D.,Journal of Power Sources,10.1016/j.jpowsour.2026.239370,https://doi.org/10.1016/j.jpowsour.2026.239370,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034463028?origin=resultslist,2-s2.0-105034463028,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0100_deconvoluting_silicon_graphite_electrode_degradation_using_acoustic_emission_and_wavelet_ana.pdf
included,physical_asset_maintenance,high,PHM RUL for aviation systems,paper-0101,2026,Health Prognostics in Multi-Sensor Systems Based on Multivariate Functional Data Analysis,Yildirim C.; Franco-Pereira A.M.; Lillo R.E.,Applied Stochastic Models in Business and Industry,10.1002/asmb.70093,https://doi.org/10.1002/asmb.70093,10.1002,Wiley / IET / Hindawi,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035852177?origin=resultslist,2-s2.0-105035852177,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0101_health_prognostics_in_multi_sensor_systems_based_on_multivariate_functional_data_analysis.pdf
included,physical_asset_maintenance,high,Rotor bearing diagnostics,paper-0103,2026,Dynamic Response Analysis of a Deep Groove Ball Bearing Supported Rotor Under Unbalance and Coupling Misalignment,Suryawanshi G.L.; Jadhav P.S.; Jadhav P.M.; Desavale S.R.; Desavale R.G.,Journal of Tribology,10.1115/1.4071078,https://doi.org/10.1115/1.4071078,10.1115,Other,All Open Access; Bronze Open Access,https://www.scopus.com/pages/publications/105032638970?origin=resultslist,2-s2.0-105032638970,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0103_dynamic_response_analysis_of_a_deep_groove_ball_bearing_supported_rotor_under_unbalance_and.pdf
included,physical_asset_maintenance,high,Rotor fault diagnosis,paper-0106,2026,Explainable artificial intelligence based simulation-to-real domain adaptation for robust rotor condition monitoring,Kumar A.; Zhou Y.; Mucchi E.; Wang D.,Advanced Engineering Informatics,10.1016/j.aei.2026.104652,https://doi.org/10.1016/j.aei.2026.104652,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access,https://www.scopus.com/pages/publications/105035593422?origin=resultslist,2-s2.0-105035593422,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0106_explainable_artificial_intelligence_based_simulation_to_real_domain_adaptation_for_robust_ro.pdf
included,physical_asset_maintenance,medium,Heliostat condition monitoring calibration,paper-0107,2026,Airborne real-time solar concentrator orientation estimation for heliostat coarse calibration,Schnerring A.; Broda R.; Nieslony M.; Algner N.; Saez Martinez E.; Röger M.; Kallio S.; Pitz-Paal R.,Solar Energy,10.1016/j.solener.2026.114495,https://doi.org/10.1016/j.solener.2026.114495,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105032499112?origin=resultslist,2-s2.0-105032499112,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0107_airborne_real_time_solar_concentrator_orientation_estimation_for_heliostat_coarse_calibratio.pdf
included,physical_asset_maintenance,high,Quay crane breakdown prediction,paper-0109,2026,Understanding and predicting quay crane breakdowns using explainable AI,Klar R.; Andersson A.; Angelakis V.,Maritime Transport Research,10.1016/j.martra.2026.100152,https://doi.org/10.1016/j.martra.2026.100152,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105038341249?origin=resultslist,2-s2.0-105038341249,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0109_understanding_and_predicting_quay_crane_breakdowns_using_explainable_ai.pdf
included,physical_asset_maintenance,high,Bearing condition monitoring,paper-0112,2026,Semi-supervised bearing fault diagnosis based on metric learning and domain adversarial learning,Zou Y.; Zhang Y.; Li C.; Si Z.; Li L.,Measurement Science and Technology,10.1088/1361-6501/ae61de,https://doi.org/10.1088/1361-6501/ae61de,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037925455?origin=resultslist,2-s2.0-105037925455,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0112_semi_supervised_bearing_fault_diagnosis_based_on_metric_learning_and_domain_adversarial_lear.pdf
included,physical_asset_maintenance,high,Offshore wind maintenance scheduling,paper-0114,2026,Stochastic optimization of predictive maintenance scheduling for offshore wind farms,Borsotti M.; Jiang X.; Negenborn R.R.,Ocean Engineering,10.1016/j.oceaneng.2026.125424,https://doi.org/10.1016/j.oceaneng.2026.125424,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035698870?origin=resultslist,2-s2.0-105035698870,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0114_stochastic_optimization_of_predictive_maintenance_scheduling_for_offshore_wind_farms.pdf
included,physical_asset_maintenance,high,Power module lifetime prediction,paper-0115,2026,AI surrogate models for lifetime prediction in power electronic modules,Ghrabli M.; Aldea E.; Bouarroudj M.; Chamoin L.,Microelectronics Reliability,10.1016/j.microrel.2026.116102,https://doi.org/10.1016/j.microrel.2026.116102,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105032850924?origin=resultslist,2-s2.0-105032850924,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0115_ai_surrogate_models_for_lifetime_prediction_in_power_electronic_modules.pdf
