id,controversy_level,normalized_reason_category,subagent_reason_category,recommended_action,brief_reason,current_screening_confidence,current_screening_notes,pdf_present,title,year,source,doi
paper-0921,medium,business_social,fleet_business_operations,review_keep,Fleet framework links driver behavior to service frequency and repair costs; asset health prediction is weak/indirect.,high,Fleet maintenance optimization,yes,Data-Driven Fleet Optimization Using ML Algorithms and a Decision-Making Grid Framework,2026,Applied System Innovation,10.3390/asi9030063
paper-0976,medium,software_it_cyber,software_it_hardware_boundary,review_keep,"PdM of CPUs, GPUs, disks and RAM sits at the boundary of physical hardware maintenance and IT service reliability.",medium,Hardware component predictive maintenance,no,From Uncertainty to Decision: An Intelligent Predictive Maintenance Approach Leveraging Fuzzy Bayesian Networks for Critical IT Components,2026,IEEE Access,10.1109/ACCESS.2026.3685169
paper-1021,medium,sensor_material_only,unclear_asset_material_shm,review_keep,Crack detection is tested on polymeric specimens; the maintainable asset/use case is generic rather than a specific equipment asset.,high,Crack detection for structural health,yes,An Intelligent Signal Classification Framework for Crack Detection in Polymeric Materials Using Ensemble Learning,2026,CMES - Computer Modeling in Engineering and Sciences,10.32604/cmes.2026.080607
paper-1079,medium,process_quality_not_maintenance,agriculture_iot_data_quality,review_keep,Focus is imputation under sensor failures in smart irrigation; the pump-failure/PdM link is indirect.,high,Irrigation sensor and pump failures,yes,Evaluating the Data Imputation Impact on Gradient Boosting Model Predictive Performance in Sensor Failure Recovery for Smart Irrigation Systems,2026,"Engineering, Technology and Applied Science Research",10.48084/etasr.17776
paper-1143,medium,business_social,unclear_asset_generic_method,review_keep,Generic anomaly/trend framework for system health management; the asset target is unspecified.,medium,Generic PHM anomaly trend method,yes,Adaptive Dynamic Thresholds for Unsupervised Joint Anomaly Detection and Trend Prediction,2026,Sensors,10.3390/s26010257
paper-1166,medium,civil_geotechnical_infrastructure,structural_health_unclear_asset,review_keep,"Fastener-preload SHM spans rail, aerospace and civil structures; the specific maintainable asset scope is unclear.",high,Fastener preload structural monitoring,no,Voiceprint analysis for non-destructive monitoring of fastener preload variations in complex structural components,2025,Results in Engineering,10.1016/j.rineng.2025.108153
paper-1225,medium,business_social,human_workforce_maintenance_ops,review_keep,"Evaluates maintenance crews and workforce KPIs rather than predicting asset condition, though tied to maintenance execution.",high,Maintenance crew evaluation,yes,A data-driven framework for evaluating maintenance crews in fertilizer manufacturing units,2025,Scientific Reports,10.1038/s41598-025-17418-y
paper-1246,medium,sensor_material_only,sensor_enabler_only,review_keep,FBG torque/speed sensing support-structure design; predictive maintenance is contextual rather than demonstrated.,medium,Aerospace structural health sensing,no,FBG-instrumented FDM support structure design guidelines and execution for torque and angular speed measurements in aerospace applications,2025,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2025.118413
paper-1272,medium,business_social,maintenance_logistics_no_abstract,review_keep,"Spare-part demand forecasting may support maintenance logistics, but no abstract confirms a physical-asset maintenance link.",medium,Spare part maintenance forecasting,yes,A machine learning framework for long-term forecasting of spare part demand in end-of-life product scenarios,2025,Scientific reports,10.1038/s41598-025-31171-2
paper-1341,medium,process_quality_not_maintenance,process_monitoring_weak_maintenance,review_keep,Acoustic virtual sensors monitor process states/anomalies; predictive-maintenance application is possible but indirect.,high,Machinery acoustic fault detection,yes,Acoustic virtual sensors for industrial process monitoring using non-negative matrix factorization,2025,"Eurasip Journal on Audio, Speech, and Music Processing",10.1186/s13636-025-00417-2
paper-1359,medium,generic_method_no_asset_case,generic_digital_twin_architecture,review_keep,"Generic digital-twin framework; packaging-line validation and PdM mention exist, but the asset-health use case is thin.",medium,Generic DT with PdM keyword,yes,Design and validation of a flexible framework for developing generic digital twins for Industry 4.0,2025,Scientific Reports,10.1038/s41598-025-28049-8
paper-1388,medium,process_quality_not_maintenance,generic_self_diagnosis_process_performance,review_keep,CPS self-diagnosis architecture for production performance; asset maintenance target is not well specified.,high,Production self-diagnosis service,no,"Self-diagnosis service to support analysis of production performance, monitoring and optimisation activities",2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.11.010
paper-1406,medium,performance_or_energy_optimization,operational_forecasting_not_degradation,review_keep,Forecasts locomotive line voltage for protective operation; asset health/degradation link is indirect despite downtime motivation.,high,locomotive predictive maintenance,no,Comparison of Neuro-Fuzzy and Neural Network Techniques for Estimating the Line Voltage of 8E Electrical Locomotives,2026,International Transactions on Electrical Energy Systems,10.1155/etep/5591984
paper-1428,medium,sensor_material_only,material_corrosion_unclear_asset,review_keep,Corrosion staging from microscopy on ex-service images; the specific critical asset and maintenance decision are generic.,high,corrosion staging for maintenance,yes,Unsupervised machine learning for automated corrosion staging using optical microscopy images,2025,npj Materials Degradation,10.1038/s41529-025-00635-1
paper-1433,medium,sensor_material_only,generic_anomaly_benchmark,review_keep,Training-free anomaly detection on TEP/SKAB benchmarks; sensor validation/fault detection without a specific maintainable asset.,medium,industrial anomaly detection,no,Adaptive Statistical Windowing for Anomaly Detection in Industrial Sensor Signals,2026,IEEE Sensors Letters,10.1109/LSENS.2026.3690282
paper-1435,medium,generic_method_no_asset_case,lab_method_enabler_only,review_keep,Numerical microfluidic oil-particle enrichment method; enables oil condition monitoring but lacks an asset case.,medium,oil condition monitoring method,yes,Numerical Study on Oil Particle Enrichment in a Rectangular Microfluidic Channel Based on Acoustic Standing Waves,2026,Micromachines,10.3390/mi17010079
paper-1439,medium,business_social,maintenance_logistics_not_asset_health,review_keep,Repair-rate estimation in PBL/logistics supports maintenance planning but not asset condition prediction.,high,maintenance repair rate prediction,yes,Neural Network-Based Optimization of Repair Rate Estimation in Performance-Based Logistics Systems,2025,Information (Switzerland),10.3390/info16121031
paper-1458,medium,generic_method_no_asset_case,generic_iiot_no_asset,review_keep,Generic IIoT PdM framework for streaming data; asset type/use case is unspecified and simulation-heavy.,medium,IIoT maintenance framework,yes,Optimized predictive maintenance for streaming data in industrial IoT networks using deep reinforcement learning and ensemble techniques,2025,Scientific Reports,10.1038/s41598-025-10268-8
paper-1494,medium,civil_geotechnical_infrastructure,monitoring_infrastructure_enabler,review_keep,Energy harvester powers power-line monitoring nodes; it is an enabling device rather than asset-health prediction.,high,power line monitoring support,yes,A Hybrid Piezoelectric and Photovoltaic Energy Harvester for Power Line Monitoring,2026,Actuators,10.3390/act15010001
paper-1515,medium,software_it_cyber,system_resilience_not_asset_pdm,review_keep,Fault propagation and recovery in interconnected energy networks; resilience focus rather than maintenance of a specific asset.,high,energy network failure mitigation,yes,Hybrid learning-based fault prediction and cascading failure mitigation in multi-network energy systems,2025,Scientific Reports,10.1038/s41598-025-10304-7
paper-1521,medium,weak_maintenance_link,environmental_iot_device_risk,review_keep,Climate risk/adaptation study for IoT devices; device failure probabilities are relevant but maintenance role is indirect.,medium,IoT device failure risk,yes,Climate Risks to IoT Devices in Kazakhstan: Projections and Adaptation Strategies,2025,Electronics (Switzerland),10.3390/electronics14214317
paper-1544,medium,generic_method_no_asset_case,disaster_restoration_planning,review_keep,Hurricane line-failure prediction supports service restoration and resilience more than routine predictive maintenance.,high,power line failure prediction,yes,Resilience Oriented Distribution System Service Restoration Considering Overhead Power Lines Affected by Hurricanes,2025,Applied System Innovation,10.3390/asi8050149
paper-1637,medium,software_it_cyber,it_network_self_healing,review_keep,Power communication self-healing/fault recovery may concern network operations rather than physical asset maintenance.,medium,power communication fault recovery,yes,Realization and research of self-healing technology of power communication equipment based on power safety and controllability,2025,Energy Informatics,10.1186/s42162-024-00460-x
paper-1704,medium,generic_method_no_asset_case,generic_xai_mixed_domain,review_keep,"Explainability method spans bearing, transformer, and diabetes datasets; not primarily an equipment PdM study.",medium,includes bearing diagnostics,yes,Interpretable Diagnostics with SHAP-Rule: Fuzzy Linguistic Explanations from SHAP Values,2025,Mathematics,10.3390/math13203355
paper-1761,medium,business_social,operational_safety_not_degradation,review_keep,"Wheel-rail force estimation supports safety monitoring, but no clear degradation, fault prognosis, or maintenance policy is modeled.",medium,rail contact force monitoring,yes,A Novel Measurement-Based Computational Method for Real-Time Distribution of Lateral Wheel–Rail Contact Forces,2025,Machines,10.3390/machines13121105
paper-1778,medium,civil_geotechnical_infrastructure,operational_load_monitoring,review_keep,Detects imbalanced freight loads for safety/track-wear mitigation; maintenance relevance is indirect.,high,freight vehicle condition monitoring,yes,Unsupervised machine learning methodologies for identification of transversal imbalanced loads in freight railway vehicles,2025,Railway Engineering Science,10.1007/s40534-025-00391-7
paper-1813,medium,performance_or_energy_optimization,operational_instability_not_maintenance,review_keep,Francis turbine pressure-pulsation study defines operating regions; condition-monitoring link exists but maintenance decision is implicit.,medium,Turbine instability monitoring,yes,Symmetry Breaking Mechanisms and Pressure Pulsation Characteristics in a Large-Scale Francis Turbine Under Variable Head Operation,2025,Symmetry,10.3390/sym17122151
paper-1826,medium,performance_or_energy_optimization,sensor_power_enabling_only,review_keep,"Energy-harvesting metamaterial powers wireless condition sensors; it is enabling instrumentation, not asset diagnosis.",medium,Powers condition monitoring sensors,yes,Multi-Band Enhanced Energy Harvesting from Dual Sources Using a Symmetrical Gradient Metamaterial Beam,2025,Sensors,10.3390/s25237266
paper-1842,medium,software_it_cyber,data_platform_enabling_only,review_keep,Wind-equipment LIMS/data-management platform supports fault research but is mainly software/data infrastructure.,medium,Wind equipment fault data platform,yes,Design and Implementation of a Misalignment Experimental Data Management Platform for Wind Power Equipment,2025,Energies,10.3390/en18195047
paper-1889,medium,weak_maintenance_link,generic_shm_unclear_asset,review_keep,Residual-stress monitoring is validated on steel specimens with only potential SHM/PdM applications; target asset is unclear.,medium,Structural stress monitoring,yes,Long-Term Residual Stress Monitoring via Surface Acoustic Waves Using Piezoelectric Patch Transducers,2025,Applied Sciences (Switzerland),10.3390/app152011132
paper-1892,medium,weak_maintenance_link,iot_application_reliability,review_keep,"Green-IoT failure prediction concerns IoT application/device reliability across sectors, with ambiguous physical-asset maintenance scope.",medium,IoT device failure prediction,yes,Unveiling critical features for failure prediction in green internet of things applications,2025,IAES International Journal of Artificial Intelligence,10.11591/ijai.v14.i5.pp4308-4318
paper-1900,medium,civil_geotechnical_infrastructure,sensor_reliability_not_asset_pdm,review_keep,"Accelerated lifetime study targets the humidity sensor element used for monitoring, not the maintained rail asset itself.",high,Sensor lifetime for rail monitoring,no,Accelerated lifetime estimation and failure analysis of micromachined humidity sensors under high temperature and high humidity conditions,2025,Microelectronics Reliability,10.1016/j.microrel.2025.115885
paper-1914,medium,civil_geotechnical_infrastructure,generic_parameter_estimation,review_keep,"Railway parameter-estimation method is labeled condition monitoring but lacks explicit fault, degradation, or maintenance decision.",medium,Railway vehicle condition monitoring,no,Novel swarm intelligence-based multiple models approaches for parameter estimation: Application to a railway vehicle system with traction,2025,Ain Shams Engineering Journal,10.1016/j.asej.2025.103733
paper-1918,medium,civil_geotechnical_infrastructure,vibration_data_infrastructure,review_keep,Compression of vibration data supports wireless condition monitoring but does not diagnose or prognose a specific asset.,medium,Vibration data for condition monitoring,yes,Case Study on Compression of Vibration Data for Distributed Wireless Condition Monitoring Systems,2025,Applied Sciences (Switzerland),10.3390/app152212346
paper-1957,medium,performance_or_energy_optimization,soc_estimation_indirect_rul,review_keep,SOC estimation for WSN/IoT device batteries only indirectly relates to RUL or maintenance decisions.,medium,IoT battery SOC RUL,no,State-of-charge estimation of IoT devices using genetic algorithm-optimized long short-term memory networks under real-world conditions,2025,Energy Reports,10.1016/j.egyr.2025.11.109
paper-1976,medium,civil_geotechnical_infrastructure,generic_infrastructure_sensing,review_keep,Bending-deformation sensing for slender cylindrical infrastructure has unclear maintained asset and no explicit maintenance action.,high,Structural deformation monitoring,yes,Evaluation of Bending Deformations in Slender Cylindrical Structures Using Distributed Optical Fibre Strain Sensing,2025,Sensors,10.3390/s25237366
paper-1985,medium,sensor_material_only,instrumentation_calibration_only,review_keep,Accelerometer mounting-frequency response study supports PdM measurements but does not monitor asset health itself.,medium,Vibration measurement for PdM,yes,Mounted Accelerometer Frequency Response of Adhesive Products and Aluminum Frame Quick Mounts,2025,Vibration,10.3390/vibration8040061
paper-1998,medium,software_it_cyber,weather_resilience_planning,review_keep,Ice-coating fault prediction supports distribution-network planning/resilience; routine maintenance linkage is indirect.,high,Distribution network fault prediction,no,TSC model for distribution networks considering extreme ice-coating conditions,2025,Journal of Safety and Sustainability,10.1016/j.jsasus.2025.08.001
paper-2051,medium,generic_method_no_asset_case,training_visualization_not_core_pdm,review_keep,"VR/digital-twin platform emphasizes remote monitoring, visualization, and training; concrete asset-health prediction is limited.",high,Engine digital twin failure prevention,yes,Virtual Reality and Digital Twins for Catastrophic Failure Prevention in Industry 4.0,2025,Applied Sciences (Switzerland),10.3390/app15137230
paper-2152,medium,performance_or_energy_optimization,enabling_energy_harvester,review_keep,Piezoelectric energy-harvester study enables sensor nodes for gearbox monitoring but does not itself diagnose or predict asset condition.,low,Harvester powers gearbox monitoring nodes,no,Analysis of piezoelectric harvester with multi-array configuration for ultra-low power sensor nodes,2025,Results in Engineering,10.1016/j.rineng.2025.106728
paper-2176,medium,business_social,process_soft_sensor,review_keep,"FCC decant-oil soft sensor supports coking-risk management, but the contribution is mainly process monitoring rather than equipment PdM.",medium,FCC unit coking risk monitoring,no,Hybrid deep learning framework with spatiotemporal pattern extraction for decant oil solid content soft sensor development in fluid catalytic cracking units,2025,Petroleum Science,10.1016/j.petsci.2025.04.006
paper-2210,medium,business_social,human_behavior_policy,review_keep,Behavioral nudging study addresses compliance with CBM guidelines; relevant to maintenance policy but not an equipment diagnostic/prognostic study.,high,condition based maintenance compliance,no,Nudging Tactics for Enhanced Compliance With Condition-Based Maintenance Guidelines,2025,Journal of Operations Management,10.1002/joom.1366
paper-2244,medium,business_social,business_contract_risk,review_keep,Sensor data are used mainly for service-contract maintenance risk/cost assessment; asset-health decision support is secondary.,high,machine maintenance contract risk,no,The use of IoT sensor data to dynamically assess maintenance risk in service contracts,2025,European Journal of Operational Research,10.1016/j.ejor.2025.01.041
paper-2250,medium,software_it_cyber,cybersecurity_transport_framework,review_keep,"Quantum-secure VANET architecture includes vehicle fault detection, but cybersecurity/communication design dominates the PdM content.",medium,vehicle fault maintenance framework,yes,Quantum-Secure Predictive Maintenance Framework for Future VANET-Based Smart Transportation Systems,2025,SSRG International Journal of Electrical and Electronics Engineering,10.14445/23488379/IJEEE-V12I6P104
paper-2360,medium,business_social,human_factors_dss,review_keep,Selects AI decision-support systems for prognostics using user preferences; meta/organizational focus rather than direct asset PdM.,medium,decision support for machine maintenance,yes,Decision factors for the selection of AI-based decision support systems—The case of task delegation in prognostics,2025,PLOS ONE,10.1371/journal.pone.0328411
paper-2415,medium,business_social,business_context_asset_pdm,review_keep,"Pandemic/SME decision-support framing is business-oriented, though the application remains asset predictive maintenance.",high,predictive maintenance asset management,yes,Artificial intelligence-based human-centric decision support framework: an application to predictive maintenance in asset management under pandemic environments,2025,Annals of Operations Research,10.1007/s10479-021-04373-w
paper-2591,medium,business_social,business_process_management,review_keep,AI-enhanced FMEA/RPN prediction for business-process risk in glass manufacturing; maintenance planning is secondary and asset target is vague.,medium,FMEA risks for manufacturing maintenance,yes,Optimization of Business Processes Using Artificial Intelligence,2025,Electronics (Switzerland),10.3390/electronics14112105
paper-2617,medium,software_it_cyber,infrastructure_it_equipment,review_keep,Highway toll on-board-unit status monitoring also targets fee evasion/transactions; maintenance of the device is secondary.,medium,Toll OBU status monitoring,yes,Real-Time Monitoring of On-Board Unit Status in Highway Electronic Toll Collection Systems Using Graphsage-Based Heterogeneous Graph Learning,2025,Concurrency and Computation: Practice and Experience,10.1002/cpe.70056
paper-2736,medium,software_it_cyber,software_it_hardware,review_keep,Prescriptive maintenance for IT&C equipment using sensor data and computer logs; sits near the IT service/hardware reliability boundary.,medium,ITC equipment prescriptive maintenance,yes,Analytical Research Regarding the Implementation of a Prescriptive Maintenance System Applied to IT&C Equipment,2025,Machines,10.3390/machines13050412
paper-2859,medium,civil_geotechnical_infrastructure,generic_structural_health,review_keep,Generic plate-like structure fatigue-crack SHM/RUL on lab specimens; concrete asset class and maintenance context are ambiguous.,high,Fatigue crack detection prognosis,no,An advanced nonlinear framework for early detection and prognosis of fatigue cracks in plate-like structures,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2025.112632
paper-2882,medium,civil_geotechnical_infrastructure,generic_ndt_unclear_asset,review_keep,Carbon-steel eddy-current defect reconstruction for NDT/SHM; RUL motivation exists but no concrete maintained asset is specified.,high,NDT defect reconstruction for SHM,yes,Complex-Valued CNN-Based Defect Reconstruction of Carbon Steel from Eddy Current Signals,2025,Applied Sciences (Switzerland),10.3390/app15126599
paper-3427,medium,software_it_cyber,software_it_boundary,review_keep,"Blockchain public-transport management paper includes vehicle condition/malfunction prediction, but focus is data governance and fleet management.",medium,Vehicle condition monitoring in transport system,yes,Decentralized Public Transport Management System Based on Blockchain Technology †,2025,Applied Sciences (Switzerland),10.3390/app15031348
paper-3503,medium,performance_or_energy_optimization,generic_digital_twin_control,review_keep,"Neural simulator supports control/condition-monitoring development, but no direct fault/degradation or maintenance decision is evaluated.",high,Gas turbine simulator supports condition monitoring,no,Neural Network Simulator of Gas Turbine Engines for Prototyping and Debugging of Control Systems on Unsteady Modes; [Нейросетевой имитатор газотурбинных двигателей для прототипирования и отладки систем управления неустановившимися режимами],2025,"Mekhatronika, Avtomatizatsiya, Upravlenie",10.17587/mau.26.22-27
paper-3517,medium,software_it_cyber,cyber_physical_security_not_maintenance,review_keep,Predicts cascading smart-grid component failures from cyber/initial-failure scenarios; maintenance purpose is indirect.,medium,Smart grid component failure prediction,no,An Early Stage Failure Prediction Mechanism in Smart Grid Networks,2025,IET Cyber-Physical Systems: Theory and Applications,10.1049/cps2.70035
paper-3518,medium,performance_or_energy_optimization,operations_continuity_not_maintenance,review_keep,Predicts seismic-station power-supply failures for operational continuity rather than a clear maintenance/asset-health workflow.,high,Station power supply failure prediction,yes,IoT-based Intelligent Power Supply Management Using Ensemble Learning for Seismic Observation Stations,2025,Informatica (Slovenia),10.31449/inf.v49i8.6502
paper-3541,medium,generic_method_no_asset_case,parameter_estimation_only,review_keep,Transmission-grid parameter estimation is linked to predictive maintenance only as one downstream use; no direct fault or degradation model.,medium,Grid parameter monitoring for predictive maintenance,no,Efficient Parameter Estimation of Power Transmission Grids Using a Metaheuristic Optimization Approach,2025,IEEE Access,10.1109/ACCESS.2025.3622348
paper-3586,medium,business_social,mission_management_not_maintenance,review_keep,"UAS subsystem faults are predicted for mission reconfiguration and wireless-service continuity, not maintenance planning.",high,UAS subsystem fault prediction,no,Intelligent Health and Mission Management for UAS-Assisted Wireless Networks,2025,IEEE Transactions on Aerospace and Electronic Systems,10.1109/TAES.2024.3472628
paper-3596,medium,process_quality_not_maintenance,generic_digital_twin_proof_of_concept,review_keep,LEGO/Raspberry Pi digital-twin demonstrator mentions predictive maintenance but remains a generic process-simulation example.,high,Digital twin process monitoring and maintenance,no,A Proof-of-Concept Digital Twin for Real-Time Simulation: Leveraging a Model-Based Systems Engineering Approach,2025,IEEE Access,10.1109/ACCESS.2025.3557367
paper-3598,medium,business_social,non_equipment_asset_inspection,review_keep,Shipping-container damage detection supports inspection/logistics; relevance to strict equipment predictive maintenance is indirect.,high,Shipping container damage inspection,no,Automating container damage detection with the YOLO-NAS deep learning model,2025,Science Progress,10.1177/00368504251314084
paper-3634,medium,sensor_material_only,sensor_method_only,review_keep,GaN Hall sensor fabrication/testing is an enabling sensor study; no asset-maintenance case is demonstrated.,high,GaN device condition monitoring,yes,Study of GaN Hall Effect Magnetic Sensors,2025,IEEE Access,10.1109/ACCESS.2025.3539435
paper-3813,medium,performance_or_energy_optimization,parameter_estimation_only,review_keep,Induction-motor parameter estimation mainly supports modeling/control; predictive maintenance is only a possible downstream task.,medium,Motor parameter estimation supports maintenance,no,Parameter Estimation for Three-Phase Induction Motor Based on Performance Curves and Differential Evolution,2025,IEEE Access,10.1109/ACCESS.2025.3592886
paper-3865,medium,software_it_cyber,parameter_estimation_only,review_keep,PMSM mechanical-parameter observer supports control/condition monitoring but does not diagnose degradation or maintenance need.,medium,PMSM parameter estimation for monitoring,no,Synchronous Estimation Scheme of PMSM Mechanical Parameters: A Decoupled Extended Sliding-Mode Observer,2025,IEEE Transactions on Power Electronics,10.1109/TPEL.2025.3560352
paper-3952,medium,civil_geotechnical_infrastructure,generic_renewable_optimization,review_keep,Solar-power/climate-change assessment proposes a broad ML framework; PdM details and asset-fault specificity are limited.,medium,Solar system predictive maintenance framework,yes,An assessment of solar power generating system as a solution to deal with global warming and climate change,2025,Journal of Water and Land Development,10.24425/jwld.2025.154257
paper-3987,medium,performance_or_energy_optimization,generic_ai_condition_monitoring,review_keep,"Brain-inspired learning architecture is evaluated on power-plant operational data, but asset/fault/degradation and maintenance action are unclear.",medium,Condition monitoring architecture likely railway assets,no,Brain-inspired memory architecture for condition monitoring based on hippocampal-neocortical complementary learning,2025,High-speed Railway,10.1016/j.hspr.2025.11.001
paper-0042,low,weak_maintenance_link,weak_maintenance_purpose,review_keep,Analyzes generator operating parameters and capacitor degradation for design/reliability; explicit PdM decision support is indirect.,medium,Generator capacitor degradation analysis,yes,Analysis of the external network parameters influence on the operating characteristics of self-excited induction generators,2026,Electrical Engineering and Electromechanics,10.20998/2074-272X.2026.3.02
paper-0107,low,performance_or_energy_optimization,calibration_operational_monitoring,review_keep,"Heliostat orientation estimation supports calibration and low-maintenance operation, but does not model faults, degradation, or maintenance decisions.",medium,Heliostat condition monitoring calibration,no,Airborne real-time solar concentrator orientation estimation for heliostat coarse calibration,2026,Solar Energy,10.1016/j.solener.2026.114495
paper-0108,low,performance_or_energy_optimization,sensor_method_only,review_keep,Presents a hydraulic displacement transducer/demodulation method for control and condition monitoring with no explicit fault or prognostic task.,medium,Hydraulic system displacement monitoring,yes,Digital Demodulation Method and Application of a PWM-Excited Differential Self-Inductive Displacement Transducer,2026,Sensors,10.3390/s26092751
paper-0110,low,civil_geotechnical_infrastructure,generic_structural_materials,review_keep,Generic creep/RUL framework for structural materials; engineered asset or component application is implied rather than specified.,high,Structural component remaining life,yes,A framework for probabilistic prediction of remaining useful life in structural materials,2026,Probabilistic Engineering Mechanics,10.1016/j.probengmech.2026.103943
paper-0125,low,generic_method_no_asset_case,safety_parameter_selection,review_keep,"Selects aircraft flight parameters for condition monitoring and risk warning, but maintenance/asset-health outcome is implicit.",medium,Aircraft condition monitoring parameters,yes,A Method for Selecting Key Flight Parameters of Aircraft Based on Dual-Domain Rough Set and Three-Branch Decision,2026,Aerospace,10.3390/aerospace13040382
paper-0162,low,weak_maintenance_link,nonindustrial_science_equipment,review_keep,"Forecasts normal telemetry for Cherenkov telescope motors; early anomaly basis is plausible, but maintenance purpose is indirect.",medium,Telescope motor monitoring forecast,yes,Multivariate time-series forecasting of ASTRI-Horn monitoring data: A Normal Behavior Model,2026,Astronomy and Computing,10.1016/j.ascom.2026.101071
paper-0177,low,performance_or_energy_optimization,pv_performance_optimization,review_keep,"PV supervisory interface emphasizes efficiency, shading, and tilt optimization; diagnostic/maintenance linkage is secondary.",medium,PV diagnostics and monitoring,yes,Enhancing Photovoltaic (PV) System Efficiency Through Integrated Inclination Control and I-V Curve-Based Diagnostics,2026,Nature Environment and Pollution Technology,10.46488/NEPT.2026.v25i02.B4369
paper-0275,low,performance_or_energy_optimization,efficiency_monitoring_not_fault,review_keep,Estimates compressor polytropic efficiency from vibration; condition-monitoring relevance is plausible but no fault/degradation prediction is shown.,medium,compressor efficiency monitoring,no,A measurement method for compressor polytropic efficiency utilising vibrational components induced by electromagnetic excitations,2026,Measurement Science and Technology,10.1088/1361-6501/ae5d61
paper-0358,low,software_it_cyber,software_tool_only,review_keep,Software library accelerates cyclostationary analysis for condition monitoring but is not itself an asset PdM study.,medium,machinery CM library,no,CycloTorch: A library for GPU accelerated cyclostationary analysis,2026,SoftwareX,10.1016/j.softx.2026.102698
