removed_at,corpus_id,pdf_path,screening_reason_category,screening_confidence,screening_notes,title,doi
2026-06-04T15:43:31,paper-0169,extraction_papers\paper-0169_multi_objective_evaluation_of_lightweight_ai_models_on_low_cost_edge_devices_using_pareto_fr.pdf,generic_nonmaintenance_ai_control,high,Edge AI benchmarking,Multi-Objective Evaluation of Lightweight AI Models on Low-Cost Edge Devices Using Pareto Fronts,10.3390/app16083679
2026-06-04T15:43:31,paper-0170,extraction_papers\paper-0170_cascade_framework_for_software_fault_prediction_using_abc_based_feature_selection_and_smote.pdf,software_it_cyber,high,Software fault prediction,Cascade framework for software fault prediction using ABC-based feature selection and SMOTE,10.1007/s44163-026-01125-2
2026-06-04T15:43:31,paper-0192,extraction_papers\paper-0192_advanced_imputation_techniques_in_failure_prediction_with_optimized_machine_learning_models.pdf,generic_nonmaintenance_ai_control,medium,Generic imputation for failure prediction,Advanced imputation techniques in failure prediction with optimized machine learning models using genetic algorithms,10.1007/s10791-026-10013-3
2026-06-04T15:43:31,paper-0211,extraction_papers\paper-0211_explainable_machine_learning_for_postoperative_respiratory_failure_prediction_in_open_heart.pdf,clinical_human_outcome,high,patient respiratory failure,Explainable machine learning for postoperative respiratory failure prediction in open-heart surgery patients — a study based on the MIMIC-IV database,10.1186/s12911-026-03425-0
2026-06-04T15:43:31,paper-0234,extraction_papers\paper-0234_quantum_aware_secure_blockchain_intrusion_detection_system_for_industrial_iot_networks.pdf,software_it_cyber,high,IIoT intrusion detection,Quantum-aware secure blockchain intrusion detection system for industrial IoT networks,10.1038/s41598-025-31985-0
2026-06-04T15:43:31,paper-0249,extraction_papers\paper-0249_a_composable_architectural_model_for_digital_twin_computing_applications.pdf,generic_nonmaintenance_ai_control,medium,generic digital twin architecture,A Composable Architectural Model for Digital Twin Computing Applications,10.3390/app16094541
2026-06-04T15:43:31,paper-0266,extraction_papers\paper-0266_the_joint_association_of_the_combined_triglyceride_glucose_index_and_atherogenic_index_of_pl.pdf,clinical_human_outcome,high,stroke risk prediction,The joint association of the combined triglyceride-glucose index and atherogenic index of plasma with hypertension on stroke risk across different glycemic status: a prospective cohort study,10.1186/s12933-026-03080-9
2026-06-04T15:43:31,paper-0274,extraction_papers\paper-0274_coupled_effect_of_unloading_rate_and_water_content_on_mortar_under_differential_cyclic_loadi.pdf,other_nonmaintenance,medium,mortar material testing,Coupled effect of unloading rate and water content on mortar under differential cyclic loading,10.1038/s41598-026-36289-5
2026-06-04T15:43:31,paper-0291,extraction_papers\paper-0291_study_on_electromagnetic_transient_characteristics_and_mechanism_of_pantograph_catenary_arc.pdf,other_nonmaintenance,medium,arc physics study,Study on Electromagnetic Transient Characteristics and Mechanism of Pantograph–Catenary Arc Under Typical Operating Conditions,10.3390/app16073486
2026-06-04T15:43:31,paper-0292,extraction_papers\paper-0292_cloud_disaster_recovery_model_based_on_failure_prediction.pdf,software_it_cyber,high,cloud disaster recovery,Cloud disaster recovery model based on failure prediction,10.1186/s13677-026-00846-0
2026-06-04T15:43:31,paper-0296,extraction_papers\paper-0296_design_and_validation_of_remote_collaboration_modes_for_part_manufacturing_under_reduced_wor.pdf,generic_nonmaintenance_ai_control,high,telework manufacturing framework,Design and validation of remote collaboration modes for part manufacturing under reduced workforce conditions,10.1007/s11740-026-01430-w
2026-06-04T15:43:31,paper-0316,extraction_papers\paper-0316_intelligent_computing_architectures_for_sustainable_large_scale_iot_ecosystems_enabling_ai_d.pdf,generic_nonmaintenance_ai_control,high,generic IoT architecture,Intelligent computing architectures for sustainable large-scale IoT ecosystems enabling AI-driven industrial transformation,10.1007/s43926-026-00325-7
2026-06-04T15:43:31,paper-0317,extraction_papers\paper-0317_lights_out_factory_advancements_challenges_and_prospects_for_fully_autonomous_manufacturing.pdf,generic_nonmaintenance_ai_control,medium,autonomous manufacturing overview,"Lights-Out Factory: Advancements, Challenges, and Prospects for Fully Autonomous Manufacturing",10.14716/ijtech.v17i2.7651
2026-06-04T15:43:31,paper-0332,extraction_papers\paper-0332_wavelet_convolutional_neural_network_for_fault_prediction_in_coal_mine_seismic_data.pdf,environment_natural_system,high,geological seismic faults,Wavelet-convolutional neural network for fault prediction in coal mine seismic data,10.1038/s41598-025-33312-z
2026-06-04T15:43:31,paper-0341,extraction_papers\paper-0341_digital_representation_of_nde_systems_data_networking_and_information_modeling.pdf,generic_nonmaintenance_ai_control,medium,NDE data modeling,Digital Representation of NDE Systems: Data Networking and Information Modeling †,10.3390/app16073447
2026-06-04T15:43:31,paper-0349,extraction_papers\paper-0349_integrating_conversational_ai_agents_with_digital_twins_a_systems_engineering_approach_to_co.pdf,generic_nonmaintenance_ai_control,medium,occupancy forecasting twin,Integrating Conversational AI Agents with Digital Twins: A Systems Engineering Approach to Complex Infrastructure Management and Predictive Decision-Making,10.3390/electronics15091869
2026-06-04T15:43:31,paper-0401,extraction_papers\paper-0401_research_and_application_of_functional_model_construction_method_for_production_equipment_op.pdf,generic_nonmaintenance_ai_control,medium,Production equipment modeling lacks maintenance focus,Research and Application of Functional Model Construction Method for Production Equipment Operation Management and Control Oriented to Diversified and Personalized Scenarios,10.3390/machines14040368
2026-06-04T15:43:31,paper-0404,extraction_papers\paper-0404_intelligent_agents_for_sustainable_maritime_logistics_architectures_applications_and_the_pat.pdf,generic_nonmaintenance_ai_control,high,Maritime logistics agents not maintenance,"Intelligent Agents for Sustainable Maritime Logistics: Architectures, Applications, and the Path to Robust Autonomy",10.3390/su18073231
2026-06-04T15:43:31,paper-0407,extraction_papers\paper-0407_serum_cystatin_c_as_a_biomarker_for_diabetic_retinopathy_and_its_role_in_diabetic_retinopath.pdf,clinical_human_outcome,high,Diabetic retinopathy biomarker study,Serum cystatin C as a biomarker for diabetic retinopathy and its role in diabetic retinopathy-diabetic kidney disease comorbidity,10.1186/s12967-025-07552-6
2026-06-04T15:43:31,paper-0411,extraction_papers\paper-0411_correction_functions_and_refinement_algorithms_for_enhancing_the_performance_of_machine_lear.pdf,generic_nonmaintenance_ai_control,medium,Generic ML refinement without asset maintenance,Correction Functions and Refinement Algorithms for Enhancing the Performance of Machine Learning Models,10.3390/automation7020045
2026-06-04T15:43:31,paper-0412,extraction_papers\paper-0412_research_on_noise_reduction_and_analysis_of_reciprocating_friction_vibration_signals_based_o.pdf,generic_nonmaintenance_ai_control,medium,Signal denoising lacks fault or maintenance objective,Research on Noise Reduction and Analysis of Reciprocating Friction Vibration Signals Based on the Complementary Ensemble Empirical Mode Decomposition,10.3390/s26082433
2026-06-04T15:43:31,paper-0415,extraction_papers\paper-0415_in_hospital_testing_of_nivpredict_an_ai_tool_for_early_prediction_of_non_invasive_ventilatio.pdf,clinical_human_outcome,high,Ventilation outcome prediction in patients,In-hospital testing of NIVPredict - an AI tool for early prediction of non-invasive ventilation outcome in acute respiratory failure,10.1186/s13054-026-05894-1
2026-06-04T15:43:31,paper-0433,extraction_papers\paper-0433_impact_of_class_balancing_techniques_or_events_per_variable_ratio_on_the_conclusion_of_the_s.pdf,software_it_cyber,high,Software fault prediction,Impact of class balancing techniques or events per variable ratio on the conclusion of the software faults prediction models,10.1007/s11334-025-00623-3
2026-06-04T15:43:31,paper-0435,extraction_papers\paper-0435_production_optimization_indexed_to_market_demand_using_deep_neural_networks.pdf,business_social_finance,high,Market demand forecasting not asset health,Production optimization indexed to market demand using deep neural networks,10.1007/s12008-025-02386-4
2026-06-04T15:43:31,paper-0437,extraction_papers\paper-0437_perfluoroalkyl_compound_levels_in_breast_milk_of_mothers_in_riyadh_kingdom_of_saudi_arabia.pdf,biology_biotech_non_equipment,high,Breast milk PFAS biomonitoring,"Perfluoroalkyl compound levels in breast milk of mothers in Riyadh, Kingdom of Saudi Arabia",10.1038/s41598-026-43202-7
2026-06-04T15:43:31,paper-0453,extraction_papers\paper-0453_sensor_based_fault_diagnosis_and_prognosis_of_neurophysiological_states_a_transformer_autoen.pdf,clinical_human_outcome,high,EEG human state monitoring not equipment,Sensor-Based Fault Diagnosis and Prognosis of Neurophysiological States: A Transformer Autoencoder Approach to EEG Monitoring,10.3390/s26092913
2026-06-04T15:43:31,paper-0454,extraction_papers\paper-0454_es2_leafseg_lightweight_state_space_modeling_driven_agricultural_leaf_segmentation.pdf,environment_natural_system,high,Crop leaf segmentation,ES2-LeafSeg: Lightweight State Space Modeling-Driven Agricultural Leaf Segmentation,10.3390/app16083745
2026-06-04T15:43:31,paper-0499,extraction_papers\paper-0499_the_impact_of_blockchain_systems_on_the_transparency_of_international_logistics_operations.pdf,business_social_finance,high,Logistics transparency blockchain study,The impact of blockchain systems on the transparency of international logistics operations,10.31893/multiscience.2026404
2026-06-04T15:43:31,paper-0503,extraction_papers\paper-0503_a_data_driven_framework_for_the_development_of_reliability_aware_business_process_digital_tw.pdf,business_social_finance,high,Business process twins not asset maintenance,A Data-Driven Framework for the Development of Reliability-Aware Business Process Digital Twins,10.3390/technologies14020136
2026-06-04T15:43:31,paper-0515,extraction_papers\paper-0515_the_right_voice_for_the_right_task_exploratory_insights_on_persona_and_voice_embodiment_in_c.pdf,generic_nonmaintenance_ai_control,high,Industrial training chatbot study,The Right Voice for the Right Task: Exploratory Insights on Persona and Voice Embodiment in Conversational AI for Industrial Training,10.1080/10447318.2026.2651373
2026-06-04T15:43:31,paper-0522,extraction_papers\paper-0522_a_predictive_model_for_extent_of_failure_in_sedimentary_rocks_incorporating_shear_stiffness.pdf,environment_natural_system,medium,Sedimentary rock failure not maintenance,A Predictive Model for Extent of Failure in Sedimentary Rocks Incorporating Shear Stiffness Dependency and Crack Initiation Thresholds,10.1007/s00603-025-04975-x
2026-06-04T15:43:31,paper-0528,extraction_papers\paper-0528_beyond_and_beneath_displacement_time_series_towards_insar_based_early_warnings_and_deformati.pdf,environment_natural_system,high,Landslide early warning natural hazard,"Beyond and beneath displacement time series: towards InSAR-based early warnings and deformation analysis of the Achoma landslide, Peru",10.5194/nhess-26-863-2026
2026-06-04T15:43:31,paper-0534,extraction_papers\paper-0534_synthesis_and_tribological_properties_of_multifunctional_nitrogen_containing_heterocyclic_di.pdf,acronym_collision,high,PDM lubricant compound acronym,Synthesis and Tribological Properties of Multifunctional Nitrogen-Containing Heterocyclic Dialkyl Dithiocarbamate Derivatives,10.3390/lubricants14010035
2026-06-04T15:43:31,paper-0554,extraction_papers\paper-0554_enhancing_manet_routing_with_machine_learning_based_link_failure_prediction.pdf,software_it_cyber,high,MANET link failure prediction,Enhancing MANET Routing with Machine Learning-based Link Failure Prediction,10.22266/ijies2026.0131.06
2026-06-04T15:43:31,paper-0582,extraction_papers\paper-0582_astrocytes_in_the_ventral_tegmental_area_are_involved_in_cotinine_self_administration_in_mal.pdf,biology_biotech_non_equipment,high,Rat astrocyte neuroscience study,Astrocytes in the Ventral Tegmental Area Are Involved in Cotinine Self-Administration in Male Wistar Rats,10.3390/brainsci16020197
2026-06-04T15:43:31,paper-0620,extraction_papers\paper-0620_a_time_series_based_performance_monitoring_and_fault_early_warning_system_for_distributed_so.pdf,software_it_cyber,high,Distributed software fault prediction,A TIME-SERIES-BASED PERFORMANCE MONITORING AND FAULT EARLY WARNING SYSTEM FOR DISTRIBUTED SOFTWARE SYSTEMS USING IOT DATA AND MACHINE LEARNING,10.17683/ijomam/issue23.9
2026-06-04T15:43:31,paper-0628,extraction_papers\paper-0628_elastomeric_sensor_array_for_displacement_measurement_in_pneumatic_rolling_rubber_for_automo.pdf,other_nonmaintenance,medium,Displacement sensor without maintenance,Elastomeric Sensor Array for Displacement Measurement in Pneumatic Rolling Rubber for Automotive Dampening Applications,10.1007/s40684-025-00768-3
2026-06-04T15:43:31,paper-0640,extraction_papers\paper-0640_optimizing_software_fault_prediction_using_atomic_orbital_search_for_sustainable_software_de.pdf,software_it_cyber,high,Software fault prediction,Optimizing Software Fault Prediction Using Atomic Orbital Search for Sustainable Software Development,10.47852/bonviewJCCE52024884
2026-06-04T15:43:31,paper-0688,extraction_papers\paper-0688_interpretable_software_defect_prediction_using_hierarchical_multi_head_attention_networks_on.pdf,software_it_cyber,high,Software defect prediction,Interpretable Software Defect Prediction Using Hierarchical Multi-head Attention Networks on Defect Log Data,10.22266/ijies2026.0131.09
2026-06-04T15:43:31,paper-0689,extraction_papers\paper-0689_prognostic_performance_of_thymidine_kinase_1_activity_in_patients_with_hormone_receptor_posi.pdf,clinical_human_outcome,high,Breast cancer prognostic biomarker,Prognostic performance of thymidine kinase 1 activity in patients with hormone receptor-positive and HER2-negative metastatic breast cancer treated with CDK4/6 and aromatase inhibitors,10.1007/s10549-025-07879-0
2026-06-04T15:43:31,paper-0694,extraction_papers\paper-0694_whale_entanglements_disentangled_through_the_lens_of_cumulative_habitat_compression.pdf,environment_natural_system,high,Whale entanglement ecosystem study,Whale entanglements disentangled through the lens of cumulative habitat compression,10.1371/journal.pclm.0000723
2026-06-04T15:43:31,paper-0695,extraction_papers\paper-0695_asoi_anomaly_separation_and_overlap_index_an_internal_evaluation_metric_for_unsupervised_ano.pdf,generic_nonmaintenance_ai_control,high,Generic anomaly metric,"ASOI: anomaly separation and overlap index, an internal evaluation metric for unsupervised anomaly detection",10.1007/s40747-025-02204-0
2026-06-04T15:43:31,paper-0700,extraction_papers\paper-0700_edge_computing_task_scheduling_mechanism_based_on_multi_dimensional_feature_extraction_and_a.pdf,software_it_cyber,high,Edge computing task scheduling,Edge computing task scheduling mechanism based on multi-dimensional feature extraction and attention fusion,10.1371/journal.pone.0343042
2026-06-04T15:43:31,paper-0701,extraction_papers\paper-0701_climate_resilient_maritime_transport_probabilistic_modeling_of_operational_costs_under_incre.pdf,other_nonmaintenance,high,Operational cost weather modeling,Climate Resilient Maritime Transport: Probabilistic Modeling of Operational Costs Under Increasing Weather Variability in the Baltic Sea,10.3390/su18031592
2026-06-04T15:43:31,paper-0705,extraction_papers\paper-0705_real_time_detection_of_blowing_snow_events_on_rural_mountainous_freeways_using_existing_webc.pdf,environment_natural_system,high,Road weather condition detection,Real-Time Detection of Blowing Snow Events on Rural Mountainous Freeways Using Existing Webcam Infrastructure and Convolutional Neural Networks,10.3390/electronics15061188
2026-06-04T15:43:31,paper-0734,extraction_papers\paper-0734_effect_of_interlayer_dip_angle_on_the_mechanical_response_of_xigeda_sandstone_mudstone_model.pdf,environment_natural_system,high,Rainfall slope failure study,Effect of Interlayer Dip Angle on the Mechanical Response of Xigeda Sandstone–Mudstone Model Slopes Under Rainfall Conditions,10.3390/w18060718
2026-06-04T15:43:31,paper-0746,extraction_papers\paper-0746_effects_of_balanced_dietary_patterns_and_or_integrated_exercise_on_serum_1_5_anhydroglucitol.pdf,acronym_collision,high,PDM means prediabetes,"Effects of Balanced Dietary Patterns and/or Integrated Exercise on Serum 1,5-Anhydroglucitol and CVD Risk Factors in Individuals with Prediabetes",10.3390/life16020198
2026-06-04T15:43:31,paper-0755,extraction_papers\paper-0755_handling_data_drift_in_deep_learning_based_quality_monitoring_evaluating_calibration_methods.pdf,generic_nonmaintenance_ai_control,high,Welding quality model drift,Handling data drift in deep learning-based quality monitoring: evaluating calibration methods using the example of friction stir welding,10.1007/s10845-025-02569-6
2026-06-04T15:43:31,paper-0756,extraction_papers\paper-0756_semi_supervised_generative_adversarial_networks_gans_for_adhesion_condition_identification_i.pdf,generic_nonmaintenance_ai_control,medium,Rail adhesion estimation for control,Semi-Supervised Generative Adversarial Networks (GANs) for Adhesion Condition Identification in Intelligent and Autonomous Railway Systems,10.3390/ai7020078
2026-06-04T15:43:31,paper-0760,extraction_papers\paper-0760_bayesian_probabilistic_machine_learning_analysis_of_ceramic_coated_ultra_high_temperature_ca.pdf,other_nonmaintenance,high,Composite material failure analysis,Bayesian probabilistic machine learning analysis of ceramic-coated ultra-high-temperature carbon/carbon composites,10.1111/ijac.70085
2026-06-04T15:43:31,paper-0777,extraction_papers\paper-0777_body_mass_records_of_zoo_managed_rhinoceros_ceratotherium_simum_diceros_bicornis_rhinoceros.pdf,biology_biotech_non_equipment,high,Animal body mass health,"Body Mass Records of Zoo-Managed Rhinoceros (Ceratotherium simum, Diceros bicornis, Rhinoceros unicornis) as Compared to Field Data of Free-Ranging Specimens",10.1002/zoo.70034
2026-06-04T15:43:31,paper-0813,extraction_papers\paper-0813_what_knowledge_transfers_in_tabular_anomaly_detection_a_teacher_student_distillation_analysi.pdf,generic_nonmaintenance_ai_control,high,Generic tabular anomaly detection,What Knowledge Transfers in Tabular Anomaly Detection? A Teacher–Student Distillation Analysis,10.3390/make8030060
2026-06-04T15:43:31,paper-0828,extraction_papers\paper-0828_comprehensive_early_alert_and_adaptive_local_response_framework_for_wildfire_risk_in_transmi.pdf,environment_natural_system,medium,Wildfire risk not asset maintenance,Comprehensive Early Alert and Adaptive Local Response Framework for Wildfire Risk in Transmission Line Corridors Using Coupled Global Factors in Power System,10.3390/pr14050752
2026-06-04T15:43:31,paper-0838,extraction_papers\paper-0838_on_some_aspects_of_distributed_control_logic_in_intelligent_railways.pdf,generic_nonmaintenance_ai_control,high,Rail control logic not maintenance,On Some Aspects of Distributed Control Logic in Intelligent Railways,10.3390/futuretransp6010018
2026-06-04T15:43:31,paper-0855,extraction_papers\paper-0855_towards_on_machine_surface_metrology_using_image_based_frequency_analysis_for_surface_variat.pdf,generic_nonmaintenance_ai_control,medium,Surface quality monitoring only,Towards On-Machine Surface Metrology Using Image-Based Frequency Analysis for Surface Variation Analysis,10.3390/jmmp10020069
2026-06-04T15:43:31,paper-0858,extraction_papers\paper-0858_on_the_equivalence_of_imp_and_rodob_based_controllers_application_to_bldc_motor_position_con.pdf,generic_nonmaintenance_ai_control,high,Motor control method not maintenance,On the Equivalence of IMP and RODOB-Based Controllers: Application to BLDC Motor Position Control,10.3390/en19030774
2026-06-04T15:43:31,paper-0867,extraction_papers\paper-0867_explainable_bank_failure_prediction_models_counterfactual_explanations_to_reduce_the_failure.pdf,business_social_finance,high,Bank failure prediction,Explainable Bank Failure Prediction Models: Counterfactual Explanations to Reduce the Failure Risk,10.1007/s10614-026-11353-4
2026-06-04T15:43:31,paper-0906,extraction_papers\paper-0906_an_intelligent_multi_class_xgboost_based_model_for_optimizing_devops_continuous_integration.pdf,software_it_cyber,high,CI/CD software failure prediction,An Intelligent Multi-Class XGBoost-Based Model for Optimizing DevOps Continuous Integration and Continuous Deployment Failure Prediction,10.3390/info17020178
2026-06-04T15:43:31,paper-0930,extraction_papers\paper-0930_ccnets_a_modular_causal_learning_framework_for_pattern_recognition_in_imbalanced_datasets.pdf,generic_nonmaintenance_ai_control,high,Generic imbalanced anomaly framework,CCNETS: A Modular Causal Learning Framework for Pattern Recognition in Imbalanced Datasets,10.3390/app16041998
2026-06-04T15:43:31,paper-0935,extraction_papers\paper-0935_multi_sensor_setup_for_high_precision_3ma_measurements_of_samples_with_uneven_surfaces.pdf,other_nonmaintenance,medium,Manufacturing quality NDT not maintenance,Multi sensor setup for high precision 3MA measurements of samples with uneven surfaces,10.1007/s11740-025-01393-4
2026-06-04T15:43:31,paper-0936,extraction_papers\paper-0936_energy_efficient_start_up_optimization_via_digital_twin_for_a_vegetable_broth_sterilization.pdf,generic_nonmaintenance_ai_control,high,Food process startup optimization,Energy-efficient start-up optimization via digital twin for a vegetable broth sterilization process,10.1016/j.jfoodeng.2025.112822
2026-06-04T15:43:31,paper-0949,extraction_papers\paper-0949_high_accuracy_mangrove_extraction_and_degradation_diagnosis_using_time_series_remote_sensing.pdf,environment_natural_system,high,Mangrove degradation monitoring,"High-Accuracy Mangrove Extraction and Degradation Diagnosis Using Time-Series Remote Sensing and Deep Learning: A Case Study of the Largest Delta in the Northern Beibu Gulf, China",10.3390/w18050617
2026-06-04T15:43:31,paper-0956,extraction_papers\paper-0956_a_principal_component_analysis_framework_for_evaluating_mining_induced_risk_a_case_study_of.pdf,environment_natural_system,medium,Seismic risk not maintenance,A Principal Component Analysis Framework for Evaluating Mining-Induced Risk: A Case Study of a Chilean Underground Mine,10.3390/app16031211
2026-06-04T15:43:31,paper-0962,extraction_papers\paper-0962_siderophore_producing_bacteria_from_the_santiago_river_a_quantitative_study_and_biocomposite.pdf,biology_biotech_non_equipment,high,Bacterial biocomposite study,Siderophore-Producing Bacteria from the Santiago River: A Quantitative Study and Biocomposite Applications,10.3390/microorganisms14020382
2026-06-04T15:43:31,paper-0983,extraction_papers\paper-0983_experimenting_with_smart_containers_and_blockchain_a_new_frontier_for_data_security.pdf,software_it_cyber,high,Blockchain data security only,Experimenting with Smart Containers and Blockchain: A New Frontier for Data Security,10.3390/app16062669
2026-06-04T15:43:31,paper-1006,extraction_papers\paper-1006_ai_augmented_reliability_in_ci_cd_a_framework_for_predictive_adaptive_and_self_correcting_pi.pdf,software_it_cyber,high,CICD pipeline software reliability,"AI-augmented reliability in CI/CD: a framework for predictive, adaptive, and self-correcting pipelines",10.3389/frai.2026.1776546
2026-06-04T15:43:31,paper-1017,extraction_papers\paper-1017_influence_of_prefabricated_fissure_angles_on_mechanical_and_infrared_properties_of_red_sands.pdf,environment_natural_system,high,Natural rock failure study,Influence of prefabricated fissure angles on mechanical and infrared properties of red sandstone and failure prediction based on deep learning,10.1038/s41598-025-19033-3
2026-06-04T15:43:31,paper-1038,extraction_papers\paper-1038_digital_twin_of_folk_art_museums_for_education.pdf,other_nonmaintenance,medium,Museum education twin not maintenance,DIGITAL TWIN OF FOLK ART MUSEUMS FOR EDUCATION,10.29121/shodhkosh.v6.i2s.2025.6723
2026-06-04T15:43:31,paper-1065,extraction_papers\paper-1065_performance_characterization_of_a_commercial_uwb_localization_relative_to_low_cost_vision_ba.pdf,other_nonmaintenance,high,Localization sensor characterization,Performance Characterization of a Commercial UWB Localization Relative to Low-Cost Vision-Based Tracking,10.3390/machines14010062
2026-06-04T15:43:31,paper-1068,extraction_papers\paper-1068_service_engineering_4_0_applicability_results_from_stakeholders_engagement_assessment_in_the.pdf,generic_nonmaintenance_ai_control,medium,Construction service adoption study,Service Engineering 4.0 Applicability: Results From Stakeholders′ Engagement Assessment in the Public Building Construction Projects,10.1155/je/5557271
2026-06-04T15:43:31,paper-1080,extraction_papers\paper-1080_managing_sculpture_workshops_through_digital_twins.pdf,generic_nonmaintenance_ai_control,medium,Art workshop management not health,MANAGING SCULPTURE WORKSHOPS THROUGH DIGITAL TWINS,10.29121/shodhkosh.v6.i1s.2025.6626
2026-06-04T15:43:31,paper-1082,extraction_papers\paper-1082_performance_evaluation_of_five_axis_cnc_milling_via_spindle_current_and_vibration_monitoring.pdf,generic_nonmaintenance_ai_control,medium,CNC performance monitoring only,Performance Evaluation of Five-Axis CNC Milling via Spindle Current and Vibration Monitoring,10.3390/met16010129
2026-06-04T15:43:31,paper-1086,extraction_papers\paper-1086_development_and_validation_of_a_machine_learning_model_for_incident_heart_failure_prediction.pdf,clinical_human_outcome,high,Clinical heart failure prediction,Development and Validation of a Machine Learning Model for Incident Heart Failure Prediction in Chronic Kidney Disease: A Multicenter Cohort Study,10.1161/JAHA.125.046156
2026-06-04T15:43:31,paper-1089,extraction_papers\paper-1089_artificial_neural_network_ann_optimization_with_mogeo_molecular_docking_pharmacokinetic_stud.pdf,biology_biotech_non_equipment,high,Molecular docking chemistry study,"Artificial Neural Network (ANN) Optimization With MoGEO, Molecular Docking, Pharmacokinetic Studies and DFT Studies of Ruthenium (III) and Vanadium (V) Complexes",10.1002/aoc.70465
2026-06-04T15:43:31,paper-1090,extraction_papers\paper-1090_results_of_geochemical_condition_monitoring_at_an_oil_field_in_the_central_part_of_western_s.pdf,environment_natural_system,high,Groundwater geochemical monitoring,RESULTS OF GEOCHEMICAL CONDITION MONITORING AT AN OIL FIELD IN THE CENTRAL PART OF WESTERN SIBERIA,10.24874/PES08.01.023
2026-06-04T15:43:31,paper-1098,extraction_papers\paper-1098_building_energy_efficiency_intelligent_scheduling_integrating_big_data_analysis_and_artifici.pdf,generic_nonmaintenance_ai_control,high,Building energy scheduling,Building energy efficiency intelligent scheduling integrating big data analysis and artificial intelligence,10.1504/IJICT.2026.153550
2026-06-04T15:43:31,paper-1106,extraction_papers\paper-1106_automation_of_cyber_physical_monitoring_of_patients_condition_in_smart_wards.pdf,clinical_human_outcome,high,Patient monitoring in smart wards,AUTOMATION OF CYBER-PHYSICAL MONITORING OF PATIENTS’ CONDITION IN SMART WARDS; [>АВТОМАТИЗАЦИЯ КИБЕРФИЗИЧЕСКОГО МОНИТОРИНГА СОСТОЯНИЯ ПАЦИЕНТОВ В УМНЫХ ПАЛАТАХ],10.15622/ia.24.6.11
