screening_decision,screening_reason_category,screening_confidence,screening_notes,corpus_id,year,title,authors,source_title,doi,doi_url,doi_prefix,publisher_family,open_access,scopus_link,eid,retrieval_status,attempted_candidates,notes,expected_pdf_filename
excluded,generic_nonmaintenance_ai_control,high,generic cleanup: Generic EIS method lacks asset use-case,paper-0064,2026,Towards robust comparison of distributions of relaxation times,Gradišar Ž.; Gorenc Ž.; Subotić V.; Boškoski P.,Electrochimica Acta,10.1016/j.electacta.2026.148339,https://doi.org/10.1016/j.electacta.2026.148339,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029055857?origin=resultslist,2-s2.0-105029055857,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0064_towards_robust_comparison_of_distributions_of_relaxation_times.pdf
excluded,environment_natural_system,high,civil infra update: railway track irregularity monitoring,paper-0074,2026,An approach based on a single bogie-mounted sensor for estimating track vertical irregularity from in-service railway vehicles,Araya Reyes C.E.; La Paglia I.; Di Gialleonardo E.; Facchinetti A.; Bruni S.,Advances in Engineering Software,10.1016/j.advengsoft.2026.104209,https://doi.org/10.1016/j.advengsoft.2026.104209,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105038169375?origin=resultslist,2-s2.0-105038169375,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0074_an_approach_based_on_a_single_bogie_mounted_sensor_for_estimating_track_vertical_irregularit.pdf
excluded,generic_nonmaintenance_ai_control,high,IoT energy efficiency design,paper-0078,2026,LoLiPoP-IoT: Advancing the energy-efficient Internet of Things,Lojda J.; Smrz P.; Strnadel J.; Simek V.; Staron P.,Microprocessors and Microsystems,10.1016/j.micpro.2026.105266,https://doi.org/10.1016/j.micpro.2026.105266,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105032844343?origin=resultslist,2-s2.0-105032844343,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0078_lolipop_iot_advancing_the_energy_efficient_internet_of_things.pdf
excluded,acronym_collision,high,PDM is Poincare mapping,paper-0084,2026,"Zero time discontinuity mapping (ZDM) and Poincaré discontinuity mapping (PDM) in a neighborhood of a regular grazing point of order 2k,k≥2,k∈N in impacting hybrid systems",Lima M.F.S.; Perdigão T.R.,Communications in Nonlinear Science and Numerical Simulation,10.1016/j.cnsns.2026.109899,https://doi.org/10.1016/j.cnsns.2026.109899,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033082315?origin=resultslist,2-s2.0-105033082315,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0084_zero_time_discontinuity_mapping_zdm_and_poincar_discontinuity_mapping_pdm_in_a_neighborhood.pdf
excluded,clinical_human_outcome,high,Cardiovascular self care outcomes,paper-0093,2026,The self-efficacy perception in cardiovascular patients: A cohort study on self-care management,Di Giacomo D.; Cogodi E.; Piermarini L.; Scarà A.; Sciarra L.; Ferri C.; Romano S.,Journal of Psychosomatic Research,10.1016/j.jpsychores.2026.112675,https://doi.org/10.1016/j.jpsychores.2026.112675,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035532188?origin=resultslist,2-s2.0-105035532188,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0093_the_self_efficacy_perception_in_cardiovascular_patients_a_cohort_study_on_self_care_manageme.pdf
excluded,biology_biotech_non_equipment,high,Cow and calf biological performance,paper-0094,2026,Maternal chromium propionate supplementation in late gestation and its association with cow performance and skeletal muscle programming in beef calves,Knapper E.A.; Kladt L.V.; Avalos-Rosario I.I.; Dean S.E.; Silva W.; Serão N.V.L.; Hergenreder J.E.; Neto E.L.; Wood K.M.; Steele M.A.; Gionbelli M.P.; Duarte M.S.,Animal Feed Science and Technology,10.1016/j.anifeedsci.2026.116776,https://doi.org/10.1016/j.anifeedsci.2026.116776,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035238228?origin=resultslist,2-s2.0-105035238228,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0094_maternal_chromium_propionate_supplementation_in_late_gestation_and_its_association_with_cow.pdf
excluded,other_nonmaintenance,high,Microphone sensor development,paper-0096,2026,Microfabricated optical interference microphone for high signal-to-noise ratio up to 70.2 dB,Luo X.; Hu Y.; Peng X.; Liu Q.; Su Y.; Liu Y.; Han J.; Huang L.; Chen D.; Wang Y.; Wang L.; Wu Z.; Chen H.,Optics Express,10.1364/OE.588482,https://doi.org/10.1364/OE.588482,10.1364,Other,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105036452919?origin=resultslist,2-s2.0-105036452919,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0096_microfabricated_optical_interference_microphone_for_high_signal_to_noise_ratio_up_to_70_2_db.pdf
excluded,environment_natural_system,medium,controversial scan: Predicts power-quality disturbances and carbon impacts for grid stability/control rather than maintenance of a specific physical asset.,paper-0126,2026,Adaptive Q-Wavelet Transform and Kalman Filtering for Power Quality Disturbance Prediction and Carbon Emission Impact Analysis in Smart Grids,Raj A.; Nandi A.; Sawant S.K.; Swain A.K.; Yadav A.P.; parida A.K.; Mahmoud M.M.; Blazek V.; Wapet D.E.M.; Fahmy S.N.,Engineering Reports,10.1002/eng2.70825,https://doi.org/10.1002/eng2.70825,10.1002,Wiley / IET / Hindawi,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105039245981?origin=resultslist,2-s2.0-105039245981,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0126_adaptive_q_wavelet_transform_and_kalman_filtering_for_power_quality_disturbance_prediction_a.pdf
excluded,generic_nonmaintenance_ai_control,high,generic cleanup: Generic RUL uncertainty framework lacks asset case,paper-0131,2026,A novel uncertainty-aware framework for remaining useful life prediction integrating uncertainty quantification and calibration,Xu W.; Gao S.; Wang Z.; Zio E.,Reliability Engineering and System Safety,10.1016/j.ress.2026.112763,https://doi.org/10.1016/j.ress.2026.112763,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035864373?origin=resultslist,2-s2.0-105035864373,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0131_a_novel_uncertainty_aware_framework_for_remaining_useful_life_prediction_integrating_uncerta.pdf
excluded,other_nonmaintenance,medium,strict update: Polyimide aging study lacks maintenance decision,paper-0139,2026,High temperature performance of polyimide under accelerated thermal aging: linking chemical modifications to electrical properties,Jin J.; Fabiani D.; Suraci S.V.,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2026.111939,https://doi.org/10.1016/j.polymdegradstab.2026.111939,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105027281020?origin=resultslist,2-s2.0-105027281020,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0139_high_temperature_performance_of_polyimide_under_accelerated_thermal_aging_linking_chemical_m.pdf
excluded,other_nonmaintenance,high,FRP fire response modeling,paper-0141,2026,Experimental and numerical study of through-thickness heat transfer and pyrolysis in FRP laminates under radiative heat flux,Stevens S.; Jarrett W.; Aspinall T.; Denham K.; Erskine E.; Hadden R.M.,Fire Safety Journal,10.1016/j.firesaf.2026.104689,https://doi.org/10.1016/j.firesaf.2026.104689,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105032175577?origin=resultslist,2-s2.0-105032175577,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0141_experimental_and_numerical_study_of_through_thickness_heat_transfer_and_pyrolysis_in_frp_lam.pdf
excluded,environment_natural_system,high,civil infra update: reinforced concrete maintenance modeling,paper-0151,2026,Effect of uncertainty in calibrated chloride diffusion coefficients on maintenance and life-cycle decisions of reinforced concrete structures,Flah M.; Nehdi M.L.,Cement and Concrete Composites,10.1016/j.cemconcomp.2026.106552,https://doi.org/10.1016/j.cemconcomp.2026.106552,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034478447?origin=resultslist,2-s2.0-105034478447,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0151_effect_of_uncertainty_in_calibrated_chloride_diffusion_coefficients_on_maintenance_and_life.pdf
excluded,environment_natural_system,high,civil infra update: bridge damage detection,paper-0156,2026,Optimal reduced-order model for Vehicle-Bridge Interaction and bridge damage detection using model based SHM-ML techniques,Karyofyllas G.; Giagopoulos D.,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2026.114188,https://doi.org/10.1016/j.ymssp.2026.114188,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034628277?origin=resultslist,2-s2.0-105034628277,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0156_optimal_reduced_order_model_for_vehicle_bridge_interaction_and_bridge_damage_detection_using.pdf
excluded,generic_nonmaintenance_ai_control,high,Generic mode discovery method,paper-0176,2026,Evolving Markov Chains: Online Mode Discovery and Recognition From Data Streams,Coskun K.; Tumer B.; Hiller B.C.; Becker M.,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2026.3660046,https://doi.org/10.1109/TPAMI.2026.3660046,10.1109,IEEE,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105031508312?origin=resultslist,2-s2.0-105031508312,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0176_evolving_markov_chains_online_mode_discovery_and_recognition_from_data_streams.pdf
excluded,generic_nonmaintenance_ai_control,high,GenAI power policy overview,paper-0180,2026,"Generative AI for the power sector: Methodology, safety, trustworthiness, and policy",Alshehri K.; Sayed-Mouchaweh M.,Next Energy,10.1016/j.nxener.2026.100636,https://doi.org/10.1016/j.nxener.2026.100636,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105037514206?origin=resultslist,2-s2.0-105037514206,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0180_generative_ai_for_the_power_sector_methodology_safety_trustworthiness_and_policy.pdf
excluded,other_nonmaintenance,high,strict update: Composite failure mechanics lacks maintenance use-case,paper-0181,2026,Multi-fidelity probabilistic failure onset analysis of composite structures under uncertainties,Zamani D.; Pagani A.; Petrolo M.; Carrera E.,Computer Methods in Applied Mechanics and Engineering,10.1016/j.cma.2026.118849,https://doi.org/10.1016/j.cma.2026.118849,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034059440?origin=resultslist,2-s2.0-105034059440,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0181_multi_fidelity_probabilistic_failure_onset_analysis_of_composite_structures_under_uncertaint.pdf
excluded,environment_natural_system,high,civil infra update: bridge damage mapping,paper-0186,2026,Automated bridge damage mapping from UAV imagery slicing with BIM-based enrichment,Cabral R.; Santos R.; Correia J.; Ribeiro D.,Engineering Structures,10.1016/j.engstruct.2026.122909,https://doi.org/10.1016/j.engstruct.2026.122909,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037872388?origin=resultslist,2-s2.0-105037872388,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0186_automated_bridge_damage_mapping_from_uav_imagery_slicing_with_bim_based_enrichment.pdf
excluded,generic_nonmaintenance_ai_control,medium,Road temperature forecasting only,paper-0196,2026,A theory-guided multi-scale temporal fusion network for road surface temperature nowcasting,Wang K.; Bao Y.; Wei X.; Zhu C.; Liu D.,iScience,10.1016/j.isci.2026.115085,https://doi.org/10.1016/j.isci.2026.115085,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105031689376?origin=resultslist,2-s2.0-105031689376,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0196_a_theory_guided_multi_scale_temporal_fusion_network_for_road_surface_temperature_nowcasting.pdf
excluded,generic_nonmaintenance_ai_control,high,power quality disturbances,paper-0220,2026,Ensemble learning for event detection and disturbance classification in power quality data from solar energy systems,Shiroya N.J.; Dey M.; Rana S.P.,Next Energy,10.1016/j.nxener.2026.100556,https://doi.org/10.1016/j.nxener.2026.100556,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105033107378?origin=resultslist,2-s2.0-105033107378,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0220_ensemble_learning_for_event_detection_and_disturbance_classification_in_power_quality_data_f.pdf
excluded,generic_nonmaintenance_ai_control,medium,manufacturing data space only,paper-0230,2026,Deploying the common European manufacturing data space: The UNDERPIN and SM4RTENANCE frameworks’ perspective,Ntafalias A.; Ambrosio M.J.; Nizamis A.; Papadopoulos P.; Polcaro C.; Lázaro O.,Data in Brief,10.1016/j.dib.2026.112673,https://doi.org/10.1016/j.dib.2026.112673,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105034251715?origin=resultslist,2-s2.0-105034251715,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0230_deploying_the_common_european_manufacturing_data_space_the_underpin_and_sm4rtenance_framewor.pdf
excluded,environment_natural_system,high,civil infra update: reinforced concrete cracking,paper-0241,2026,A transfer learning approach to predict corrosion-induced concrete cracking based on steel weight loss distributions,Jia S.; Akiyama M.; Frangopol D.M.,Structural Safety,10.1016/j.strusafe.2025.102684,https://doi.org/10.1016/j.strusafe.2025.102684,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105026120019?origin=resultslist,2-s2.0-105026120019,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0241_a_transfer_learning_approach_to_predict_corrosion_induced_concrete_cracking_based_on_steel_w.pdf
excluded,software_it_cyber,medium,"controversial scan: Remote-handling networking supports maintenance/inspection operations in fusion facilities, but it is not predictive maintenance or asset-health prediction.",paper-0248,2026,Remote handling operation for IFMIF-DONES supported by time-sensitive networking,Vázquez V.; Valenzuela E.; Shepstone R.; Megías C.; Miccichè G.; Ros E.; Barranco F.,Nuclear Fusion,10.1088/1741-4326/ae511e,https://doi.org/10.1088/1741-4326/ae511e,10.1088,IOP/ECS,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105033454402?origin=resultslist,2-s2.0-105033454402,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0248_remote_handling_operation_for_ifmif_dones_supported_by_time_sensitive_networking.pdf
excluded,generic_nonmaintenance_ai_control,medium,generic MLOps monitoring app,paper-0271,2026,ObServML: Deployable Python application for compact and modular systems monitoring,Ipkovich Á.; Abonyi J.; Kummer A.,SoftwareX,10.1016/j.softx.2026.102596,https://doi.org/10.1016/j.softx.2026.102596,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105032186539?origin=resultslist,2-s2.0-105032186539,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0271_observml_deployable_python_application_for_compact_and_modular_systems_monitoring.pdf
excluded,generic_nonmaintenance_ai_control,medium,battery SOC only,paper-0281,2026,Robust and data-efficient battery state of charge estimation via transfer learning-enhanced physics-informed neural networks,Hong S.; Kim H.; Kim J.; Baek J.,Journal of Energy Storage,10.1016/j.est.2026.120671,https://doi.org/10.1016/j.est.2026.120671,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105027945626?origin=resultslist,2-s2.0-105027945626,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0281_robust_and_data_efficient_battery_state_of_charge_estimation_via_transfer_learning_enhanced.pdf
excluded,other_nonmaintenance,medium,composite design failure,paper-0283,2026,Uncertainty quantification for competing failure mechanisms in unidirectionally reinforced carbon–carbon composites,Skweres S.B.; Creveling P.J.; Sommer D.E.; Roberts S.A.; Sangid M.D.,Materials and Design,10.1016/j.matdes.2026.116019,https://doi.org/10.1016/j.matdes.2026.116019,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105036824517?origin=resultslist,2-s2.0-105036824517,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0283_uncertainty_quantification_for_competing_failure_mechanisms_in_unidirectionally_reinforced_c.pdf
excluded,generic_nonmaintenance_ai_control,medium,battery material regeneration,paper-0288,2026,Machine Learning Framework for Optimising Regeneration of Lithium-Ion Battery Cathode Materials,Alyoubi M.; Zoromba M.S.; Abdel-Aziz M.H.; Bassyouni M.; Mahmoud E.R.I.; Ali I.; Abdelkader A.M.,Energy Technology,10.1002/ente.202502551,https://doi.org/10.1002/ente.202502551,10.1002,Wiley / IET / Hindawi,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105036303251?origin=resultslist,2-s2.0-105036303251,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0288_machine_learning_framework_for_optimising_regeneration_of_lithium_ion_battery_cathode_materi.pdf
excluded,environment_natural_system,high,civil infra update: steel railway bridge fatigue,paper-0299,2026,Direct estimation of fatigue stress spectra from bridge vibration signals using an attention-enhanced convolutional neural network,Meng B.-W.; Bayane I.; Leander J.,Engineering Structures,10.1016/j.engstruct.2026.122514,https://doi.org/10.1016/j.engstruct.2026.122514,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034575826?origin=resultslist,2-s2.0-105034575826,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0299_direct_estimation_of_fatigue_stress_spectra_from_bridge_vibration_signals_using_an_attention.pdf
excluded,generic_nonmaintenance_ai_control,high,energy conversion optimization,paper-0303,2026,"What opportunities does the fusion of AI with UT present for sustainable energy solutions, including power-to-gas methane conversion and combined heat and power applications?",Yu J.; Ali A.B.M.; Al-Nussairi A.K.J.; Singh N.S.S.; Banizaman H.; Al-Zahiwat M.M.; Liu Y.; Huang W.,Energy Reports,10.1016/j.egyr.2026.109283,https://doi.org/10.1016/j.egyr.2026.109283,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105038445615?origin=resultslist,2-s2.0-105038445615,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0303_what_opportunities_does_the_fusion_of_ai_with_ut_present_for_sustainable_energy_solutions_in.pdf
excluded,clinical_human_outcome,high,IVF outcome prediction,paper-0311,2026,Double-stranded sperm DNA fragmentation measured with neutral comet assay as a predictor of IVF outcomes: evidence from three European clinics in a multi-centred prospective study,Humaidan P.; Povlsen B.B.; Drakeley A.J.; Jensen M.B.; Gabrielsen A.V.; McDowell S.H.; Moore L.; Ledgerwood C.J.; Rae L.; Sloan A.; Lawlor M.; Poots L.; Bailie E.; Lunt R.L.; Newton E.; Gregoire R.C.; Moore T.C.B.; Esteves S.C.,Human Reproduction,10.1093/humrep/deag046,https://doi.org/10.1093/humrep/deag046,10.1093,Oxford University Press,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037792372?origin=resultslist,2-s2.0-105037792372,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0311_double_stranded_sperm_dna_fragmentation_measured_with_neutral_comet_assay_as_a_predictor_of.pdf
