screening_decision,screening_reason_category,screening_confidence,screening_notes,corpus_id,year,title,authors,source_title,doi,doi_url,doi_prefix,publisher_family,open_access,scopus_link,eid,retrieval_status,attempted_candidates,notes,expected_pdf_filename
excluded,business_social_finance,high,Supply chain resilience study,paper-0018,2026,A capability hierarchy for building resilience in multi-actor agri-food supply chains: a digitalisation perspective,Freund A.; Jámbor Z.; Nagy J.,Journal of Manufacturing Technology Management,10.1108/JMTM-12-2024-0718,https://doi.org/10.1108/JMTM-12-2024-0718,10.1108,Other,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033445257?origin=resultslist,2-s2.0-105033445257,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0018_a_capability_hierarchy_for_building_resilience_in_multi_actor_agri_food_supply_chains_a_digi.pdf
included,physical_asset_maintenance,high,Aircraft engine clearance monitoring,paper-0020,2026,Integration of the Phase Shift Method Into Intensity-Modulated Optical Sensors for Extended-Range Distance Measurements in Aircraft Engines,Aldabaldetreku G.; Durana G.; Amorebieta J.; Zubia J.; Zubia G.; Novoa D.,IEEE Sensors Journal,10.1109/JSEN.2026.3668044,https://doi.org/10.1109/JSEN.2026.3668044,10.1109,IEEE,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105031962384?origin=resultslist,2-s2.0-105031962384,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0020_integration_of_the_phase_shift_method_into_intensity_modulated_optical_sensors_for_extended.pdf
included,physical_asset_maintenance,high,Boiler tube predictive maintenance,paper-0027,2026,Development of a Boiler Monitoring System for Predictive Maintenance of Boiler Tube Failures,Marangwanda G.T.; Musonda I.,"Journal of Energy Resources Technology, Part A: Sustainable and Renewable Energy",10.1115/1.4071543,https://doi.org/10.1115/1.4071543,10.1115,Other,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037129052?origin=resultslist,2-s2.0-105037129052,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0027_development_of_a_boiler_monitoring_system_for_predictive_maintenance_of_boiler_tube_failures.pdf
included,physical_asset_maintenance,high,Pipeline steel degradation monitoring,paper-0028,2026,In situ eddy current and ultrasonic monitoring of hydrogen diffusion in API X70 pipeline steel,Inc Y.; Suman S.; Siddig M.; Puthiyaveettil N.,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2026.155434,https://doi.org/10.1016/j.ijhydene.2026.155434,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105038266888?origin=resultslist,2-s2.0-105038266888,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0028_in_situ_eddy_current_and_ultrasonic_monitoring_of_hydrogen_diffusion_in_api_x70_pipeline_ste.pdf
included,physical_asset_maintenance,high,Industrial equipment condition monitoring,paper-0030,2026,FedSSLMfg: Federated self-supervised learning for heterogeneity-resilient and label-efficient condition monitoring in smart manufacturing,Wang J.; Qin X.; Lu W.,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2026.114295,https://doi.org/10.1016/j.ymssp.2026.114295,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105036253471?origin=resultslist,2-s2.0-105036253471,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0030_fedsslmfg_federated_self_supervised_learning_for_heterogeneity_resilient_and_label_efficient.pdf
included,physical_asset_maintenance,high,Gear transmission misalignment diagnosis,paper-0032,2026,Dynamic modelling and vibration characteristic analysis of gear transmission system under the effect of time-varying misalignment from clearance of bearings,Xu M.; Wang M.; Zeng Y.; Han Y.; Huang J.; Yu W.; Gu F.,Measurement: Journal of the International Measurement Confederation,10.1016/j.measurement.2026.120961,https://doi.org/10.1016/j.measurement.2026.120961,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access,https://www.scopus.com/pages/publications/105032146647?origin=resultslist,2-s2.0-105032146647,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0032_dynamic_modelling_and_vibration_characteristic_analysis_of_gear_transmission_system_under_th.pdf
included,physical_asset_maintenance,high,Railway detector maintenance framework,paper-0033,2026,"Hot axle box detectors hot wheel detectors: towards a harmonised, digital and international safety framework",Botella J.; Cabral J.-M.,Railway Sciences,10.1108/RS-09-2025-0046,https://doi.org/10.1108/RS-09-2025-0046,10.1108,Other,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105030511223?origin=resultslist,2-s2.0-105030511223,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0033_hot_axle_box_detectors_hot_wheel_detectors_towards_a_harmonised_digital_and_international_sa.pdf
included,physical_asset_maintenance,high,Gearbox health assessment,paper-0036,2026,Deep learning-enhanced intelligent gearbox health assessment framework integrating adaptive feature extraction and operator-guided classification for robust multi-speed load condition monitoring,Lakshmaiya N.,Results in Engineering,10.1016/j.rineng.2026.111035,https://doi.org/10.1016/j.rineng.2026.111035,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105039236418?origin=resultslist,2-s2.0-105039236418,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0036_deep_learning_enhanced_intelligent_gearbox_health_assessment_framework_integrating_adaptive.pdf
excluded,environment_natural_system,high,Forest canopy mapping,paper-0038,2026,National scale tree canopy cover modelling using google earth engine and stacking ensemble: A case study of the Greek forests,Vatitsi K.; Chrysafis I.; Bellos K.; Kokkoris I.P.; Mallinis G.,Science of the Total Environment,10.1016/j.scitotenv.2026.181628,https://doi.org/10.1016/j.scitotenv.2026.181628,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105031766092?origin=resultslist,2-s2.0-105031766092,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0038_national_scale_tree_canopy_cover_modelling_using_google_earth_engine_and_stacking_ensemble_a.pdf
included,physical_asset_maintenance,high,Rolling bearing fault diagnosis,paper-0039,2026,Enhanced fault diagnosis of rolling bearings using a VMD-CWT-ViT integrated framework,Khan M.J.; Sun B.; Xiao S.; Hou J.,Measurement Science and Technology,10.1088/1361-6501/ae4cbe,https://doi.org/10.1088/1361-6501/ae4cbe,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033985315?origin=resultslist,2-s2.0-105033985315,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0039_enhanced_fault_diagnosis_of_rolling_bearings_using_a_vmd_cwt_vit_integrated_framework.pdf
included,physical_asset_maintenance,high,Tool wear RUL uncertainty,paper-0040,2026,A method for uncertainty quantification of remaining useful life in tool wear based on an improved deep residual bidirectional long short-term memory network,Li G.; Wang L.; Zhang B.; He J.; Liu Y.; Ma Z.,Measurement Science and Technology,10.1088/1361-6501/ae5de9,https://doi.org/10.1088/1361-6501/ae5de9,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037454319?origin=resultslist,2-s2.0-105037454319,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0040_a_method_for_uncertainty_quantification_of_remaining_useful_life_in_tool_wear_based_on_an_im.pdf
included,physical_asset_maintenance,high,PV inverter failure prediction,paper-0041,2026,Intelligent prediction of photovoltaic inverter failures for improved reliability and control in smart grid systems,Nadweh S.; Mohammed N.; Mekhilef S.,Electric Power Systems Research,10.1016/j.epsr.2026.112735,https://doi.org/10.1016/j.epsr.2026.112735,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105027296254?origin=resultslist,2-s2.0-105027296254,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0041_intelligent_prediction_of_photovoltaic_inverter_failures_for_improved_reliability_and_contro.pdf
excluded,environment_natural_system,high,civil infra update: pothole pavement monitoring,paper-0043,2026,3D vision and depth sensing for intelligent pothole detection using time-of-flight imaging,Ponnusamy B.,Measurement: Sensors,10.1016/j.measen.2026.102002,https://doi.org/10.1016/j.measen.2026.102002,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105039028226?origin=resultslist,2-s2.0-105039028226,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0043_3d_vision_and_depth_sensing_for_intelligent_pothole_detection_using_time_of_flight_imaging.pdf
excluded,generic_nonmaintenance_ai_control,high,Generic digital twin semantics,paper-0044,2026,Semantic drift evaluation in language and data-specific digital twin frameworks,Abbasi F.; Pruski C.; Sottet J.-S.,Future Generation Computer Systems,10.1016/j.future.2025.108240,https://doi.org/10.1016/j.future.2025.108240,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105024752563?origin=resultslist,2-s2.0-105024752563,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0044_semantic_drift_evaluation_in_language_and_data_specific_digital_twin_frameworks.pdf
included,physical_asset_maintenance,high,Reactor risk and condition monitoring,paper-0049,2026,Virtual sensing by grey-box modelling within an importance sampling Monte Carlo dynamic event tree framework for risk monitoring of small modular reactors,Miqueles L.; Ahmed I.; Di Maio F.; Zio E.,Reliability Engineering and System Safety,10.1016/j.ress.2026.112629,https://doi.org/10.1016/j.ress.2026.112629,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105034462268?origin=resultslist,2-s2.0-105034462268,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0049_virtual_sensing_by_grey_box_modelling_within_an_importance_sampling_monte_carlo_dynamic_even.pdf
included,physical_asset_maintenance,high,Transformer fault diagnosis,paper-0050,2026,A CatBoost-based framework for data-driven fault diagnosis in power transformers using dissolved gas analysis,Tanjim R.; Ahmed T.; Mostafa M.; Hannan N.; Shufian A.; Pathik B.B.,Results in Engineering,10.1016/j.rineng.2026.109972,https://doi.org/10.1016/j.rineng.2026.109972,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105032636487?origin=resultslist,2-s2.0-105032636487,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0050_a_catboost_based_framework_for_data_driven_fault_diagnosis_in_power_transformers_using_disso.pdf
included,physical_asset_maintenance,high,Gearbox fault prediction,paper-0054,2026,Fault prediction method towards gearbox based on digital twin and deep transfer learning,Lu Q.; Cheng L.; Zhu D.; Li M.,Engineering Research Express,10.1088/2631-8695/ae5b41,https://doi.org/10.1088/2631-8695/ae5b41,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105037435947?origin=resultslist,2-s2.0-105037435947,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0054_fault_prediction_method_towards_gearbox_based_on_digital_twin_and_deep_transfer_learning.pdf
included,physical_asset_maintenance,high,Transformer online DGA calibration,paper-0057,2026,A field‑deployable calibration platform for on‑line dissolved gas monitoring systems in power transformer oil,Ma Y.; Ma X.; Wang R.; Li J.; Guan K.; Chen X.,Electric Power Systems Research,10.1016/j.epsr.2026.112782,https://doi.org/10.1016/j.epsr.2026.112782,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029039056?origin=resultslist,2-s2.0-105029039056,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0057_a_field_deployable_calibration_platform_for_on_line_dissolved_gas_monitoring_systems_in_powe.pdf
included,physical_asset_maintenance,medium,Marine engine data supports condition monitoring,paper-0058,2026,Localized anomaly detection and recovery of marine engine data to support digital twin development in shipping,Taghavi M.; Perera L.P.,Ocean Engineering,10.1016/j.oceaneng.2026.124356,https://doi.org/10.1016/j.oceaneng.2026.124356,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029755619?origin=resultslist,2-s2.0-105029755619,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0058_localized_anomaly_detection_and_recovery_of_marine_engine_data_to_support_digital_twin_devel.pdf
excluded,generic_nonmaintenance_ai_control,medium,Flight mode recognition only,paper-0063,2026,Dynamic Multi-Stream Network with Confidence Gating for efficient flight condition recognition,Restifo A.; Villa E.; Baldi A.; Mariani U.; Tanelli M.,Machine Learning with Applications,10.1016/j.mlwa.2026.100896,https://doi.org/10.1016/j.mlwa.2026.100896,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105037790523?origin=resultslist,2-s2.0-105037790523,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0063_dynamic_multi_stream_network_with_confidence_gating_for_efficient_flight_condition_recogniti.pdf
excluded,generic_nonmaintenance_ai_control,high,generic cleanup: Generic EIS method lacks asset use-case,paper-0064,2026,Towards robust comparison of distributions of relaxation times,Gradišar Ž.; Gorenc Ž.; Subotić V.; Boškoski P.,Electrochimica Acta,10.1016/j.electacta.2026.148339,https://doi.org/10.1016/j.electacta.2026.148339,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105029055857?origin=resultslist,2-s2.0-105029055857,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0064_towards_robust_comparison_of_distributions_of_relaxation_times.pdf
included,physical_asset_maintenance,high,Gear bearing defect diagnosis,paper-0067,2026,Enhanced approach for gears-bearings defect diagnosis based on optimized artificial neural network model and features selection graphical technique,Benabboud M.S.; Bouacha K.; Soula M.,Results in Engineering,10.1016/j.rineng.2026.110404,https://doi.org/10.1016/j.rineng.2026.110404,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105035228565?origin=resultslist,2-s2.0-105035228565,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0067_enhanced_approach_for_gears_bearings_defect_diagnosis_based_on_optimized_artificial_neural_n.pdf
included,physical_asset_maintenance,high,Battery SOH and RUL prognostics,paper-0068,2026,A comparative study of prognostic strategies for battery SoH: Cycle-level estimation vs. sequential forecasting,Kuloglu A.; Avsar R.; Tetik T.; Konar M.,"Engineering Science and Technology, an International Journal",10.1016/j.jestch.2026.102322,https://doi.org/10.1016/j.jestch.2026.102322,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access; Green Open Access,https://www.scopus.com/pages/publications/105031313784?origin=resultslist,2-s2.0-105031313784,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0068_a_comparative_study_of_prognostic_strategies_for_battery_soh_cycle_level_estimation_vs_seque.pdf
included,physical_asset_maintenance,high,Power semiconductor degradation monitoring,paper-0070,2026,Low-invasive condition monitoring of liquid-cooled power semiconductors,Baumann T.F.; Vivekanandham Pushpalatha Y.; Papastergiou K.; Murillo Garcia R.; Peftitsis D.,Power Electronic Devices and Components,10.1016/j.pedc.2026.100141,https://doi.org/10.1016/j.pedc.2026.100141,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105033212078?origin=resultslist,2-s2.0-105033212078,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0070_low_invasive_condition_monitoring_of_liquid_cooled_power_semiconductors.pdf
included,physical_asset_maintenance,high,Fuel cell RUL forecasting,paper-0072,2026,Bayesian Informer for probabilistic remaining useful life forecasting of solid oxide fuel cells,Salehi Z.; Fakouri Hasanabadi M.; Smith D.J.; Hanifi A.R.; Shahbakhti M.,Control Engineering Practice,10.1016/j.conengprac.2026.107011,https://doi.org/10.1016/j.conengprac.2026.107011,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105036244462?origin=resultslist,2-s2.0-105036244462,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0072_bayesian_informer_for_probabilistic_remaining_useful_life_forecasting_of_solid_oxide_fuel_ce.pdf
included,physical_asset_maintenance,high,Machine anomalous sound monitoring,paper-0073,2026,Multi-view time–frequency dynamic modeling and asymmetric convolutional networks for industrial anomalous sound detection,Su R.; Zhang L.; Yu Y.; Ding J.,Measurement Science and Technology,10.1088/1361-6501/ae5289,https://doi.org/10.1088/1361-6501/ae5289,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105035715039?origin=resultslist,2-s2.0-105035715039,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0073_multi_view_time_frequency_dynamic_modeling_and_asymmetric_convolutional_networks_for_industr.pdf
excluded,environment_natural_system,high,civil infra update: railway track irregularity monitoring,paper-0074,2026,An approach based on a single bogie-mounted sensor for estimating track vertical irregularity from in-service railway vehicles,Araya Reyes C.E.; La Paglia I.; Di Gialleonardo E.; Facchinetti A.; Bruni S.,Advances in Engineering Software,10.1016/j.advengsoft.2026.104209,https://doi.org/10.1016/j.advengsoft.2026.104209,10.1016,Elsevier / ScienceDirect,All Open Access; Green Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105038169375?origin=resultslist,2-s2.0-105038169375,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0074_an_approach_based_on_a_single_bogie_mounted_sensor_for_estimating_track_vertical_irregularit.pdf
included,physical_asset_maintenance,high,Transformer insulation failure prediction,paper-0075,2026,Transformer insulation failure prediction based on insulating paper degradation diagnostics and ensemble machine learning,Adekunle A.A.,Electric Power Systems Research,10.1016/j.epsr.2026.112871,https://doi.org/10.1016/j.epsr.2026.112871,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105030264875?origin=resultslist,2-s2.0-105030264875,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0075_transformer_insulation_failure_prediction_based_on_insulating_paper_degradation_diagnostics.pdf
included,physical_asset_maintenance,high,Wind turbine gearbox fault detection,paper-0076,2026,Early detection of gearbox faults in wind turbines using a fine-tuned transformer encoder,España S.; Sánchez J.; Puruncajas B.; Castellani F.; Tutivén C.; Vidal Y.,Results in Engineering,10.1016/j.rineng.2026.109915,https://doi.org/10.1016/j.rineng.2026.109915,10.1016,Elsevier / ScienceDirect,All Open Access; Gold Open Access,https://www.scopus.com/pages/publications/105033232808?origin=resultslist,2-s2.0-105033232808,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0076_early_detection_of_gearbox_faults_in_wind_turbines_using_a_fine_tuned_transformer_encoder.pdf
excluded,generic_nonmaintenance_ai_control,high,IoT energy efficiency design,paper-0078,2026,LoLiPoP-IoT: Advancing the energy-efficient Internet of Things,Lojda J.; Smrz P.; Strnadel J.; Simek V.; Staron P.,Microprocessors and Microsystems,10.1016/j.micpro.2026.105266,https://doi.org/10.1016/j.micpro.2026.105266,10.1016,Elsevier / ScienceDirect,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105032844343?origin=resultslist,2-s2.0-105032844343,requires_manual_download,0,No candidate OA PDF URL produced a usable PDF automatically.,paper-0078_lolipop_iot_advancing_the_energy_efficient_internet_of_things.pdf
included,physical_asset_maintenance,high,Industrial equipment RUL prediction,paper-0079,2026,Equipment remaining useful life prediction via dynamic label recalibration and gated multi-scale U-Net framework,Lu Z.; Li B.; Fu C.; Xu L.; Shao Q.; Li Z.; Zhang H.; Wu J.; Jia S.,Measurement Science and Technology,10.1088/1361-6501/ae4caf,https://doi.org/10.1088/1361-6501/ae4caf,10.1088,IOP/ECS,All Open Access; Hybrid Gold Open Access,https://www.scopus.com/pages/publications/105033716915?origin=resultslist,2-s2.0-105033716915,requires_manual_download,1,No candidate OA PDF URL produced a usable PDF automatically.,paper-0079_equipment_remaining_useful_life_prediction_via_dynamic_label_recalibration_and_gated_multi_s.pdf
