corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-0780,included,physical_asset_maintenance,high,Motor fault diagnosis,El Joulani U.; Kalganova T.; Pamela S.,"El Joulani, Ubada (60429187400); Kalganova, Tatiana (6603366852); Pamela, Stanislas (35074786500)",60429187400; 6603366852; 35074786500,Unsupervised Feature Space Analysis for Robust Motor Fault Diagnosis Under Varying Operating Conditions,2026,Applied Sciences (Switzerland),16,4,1780,,,0,10.3390/app16041780,https://www.scopus.com/pages/publications/105031487042?origin=resultslist,"Reliable fault diagnosis of induction motors from current signals is critical for preventing failures in industrial systems. However, deep learning models often exhibit performance degradation when the torque load and other operating conditions change. Although a lot of research has been completed on supervised fault classification using current signals, the investigation of the behaviour of these datasets for unsupervised learning has not been done. This study quantifies and analyses the “shadowing effect” of operational variability, demonstrating that a baseline 1D-CNN achieving 100% accuracy under static 0 Nm loads drops to 53.19% accuracy when subjected to 4 Nm load in the KAIST dataset using a stator current. Similar trends were validated using the Paderborn University (PU) bearing dataset. Using 1D-CNN feature extraction followed by Principal Component Analysis (PCA), t-SNE, and hierarchical clustering, we show that standard linear mitigation strategies, such as removing high-variance principal components, are ineffective because fault and load features are deeply entangled. Hierarchical clustering analysis confirms that the feature space is organised by load dominance, with the primary tree split consistently occurring by torque load rather than fault type. Crucially, we identify that internal geometric metrics, such as “spread” and “diameter”, correlate with external purity metrics like the proposed “Dominance Score”. The findings establish a quantitative basis for developing unsupervised, load-invariant diagnostic models that utilise geometric stopping criteria to isolate fault clusters without using ground-truth labels. © 2026 by the authors.",artificial intelligence; clustering; condition monitoring; contextual features; fault diagnosis,Behavioral research; Classification (of information); Computer aided diagnosis; Deep learning; Electric fault currents; Fault detection; Fault tree analysis; Hierarchical clustering; Principal component analysis; Signal processing; Unsupervised learning; Clusterings; Condition; Contextual feature; Current signal; Faults diagnosis; Feature space analysis; Inductions motors; Motor fault; Operating condition; Torque loads; article; artificial intelligence; benchmarking; controlled study; deep learning; degradation; diagnosis; feature extraction; hierarchical clustering; human; learning; mitigation; principal component analysis; torque; Condition monitoring,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105031487042
paper-0781,included,physical_asset_maintenance,high,Machining tool wear monitoring,Fonseca P.P.; Duarte V.R.; Silva T.; Machado C.M.; Santos T.G.,"Fonseca, Pedro P. (57410931200); Duarte, Valdemar R. (57214888075); Silva, Tiago (26657651100); Machado, Carla M. (57212461784); Santos, Telmo G. (7004578662)",57410931200; 57214888075; 26657651100; 57212461784; 7004578662,In-situ assessment of machinability and chip formation through the dynamic contact electrical resistance measurement method (DyCERM),2026,Measurement: Journal of the International Measurement Confederation,258,,119119,,,1,10.1016/j.measurement.2025.119119,https://www.scopus.com/pages/publications/105017123421?origin=resultslist,"This work introduces a novel methodology for high-precision online monitoring of the tool-workpiece interaction in milling operations. The proposed Dynamic Contact Electrical Resistance Measurement (DyCERM) method for machining monitoring, combines user-friendly software with cost-effective hardware to measure the voltage drop across the dynamic tool-workpiece contact interface. Theoretically, DyCERM can be used to monitor milling operations that are applied to conductive materials. The system features high-acquisition rates (2 MHz), enabling the precise monitoring of fundamental features, including tool wear, chatter, surface waviness, workpiece material, cutting speed, and depth of cut. Notably, this study introduces an innovative capability to analyse the chip formation process, allowing accurate measurement of the distance between shear bands within the generated chip, an unprecedented feature in machining process monitoring technologies. The results revealed strong correlation between chip formation patterns, theoretical predictions and signal data, achieving a maximum error of 15 % in shear band spacing analysis. The system reliably detects tool wear and chatter, indicated by increased tool contact time and confirmed by higher surface roughness under unstable conditions. When applied to additively manufactured parts, DyCERM identifies unmachined areas due to surface waviness, signalling the need for additional milling. Sensitivity to cutting speed variations was demonstrated, especially at high spindle speeds up to 20,000 rev/min, where increased speeds reduced tooth contact time deviations in ductile materials, aligning with machinability indicators. Overall, DyCERM offers a versatile, non-invasive, and cost-effective solution that advances traditional monitoring techniques by delivering accessible, high-precision online diagnostics for demanding industrial machining applications. © 2025 The Author(s)",Chatter; Chip formation; Dynamic contact electrical resistance measurement (DyCERM) method; Machining condition monitoring; Tool wear; Tool-workpiece interaction,Condition monitoring; Conductive materials; Cost effectiveness; Cutting; Electric resistance; Electric variables measurement; Friction; Machinability; Milling (machining); Process monitoring; Wear of materials; Wear resistance; Chatter; Chip formations; Contact electrical resistances; Dynamic contact electrical resistance measurement  method; Dynamic contacts; Electrical resistance measurement; Machining condition monitoring; Machining conditions; Measurement methods; Tool wear; Tool-workpiece; Tool-workpiece interaction; Cutting tools; Surface roughness,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105017123421
paper-0782,included,physical_asset_maintenance,high,Pharma manufacturing PdM,Manchadi O.; Ben-Bouazza F.-E.; Edder A.; Tafala I.; Jioudi B.,"Manchadi, Oumaima (58341776100); Ben-Bouazza, Fatima-Ezzahraa (57219598648); Edder, Aymane (58928080200); Tafala, Idriss (58032007600); Jioudi, Bassma (57206725455)",58341776100; 57219598648; 58928080200; 58032007600; 57206725455,Predictive Maintenance in Pharma Manufacturing: Challenges and Strategic Directions †,2026,Engineering Proceedings,112,1,80,,,1,10.3390/engproc2025112080,https://www.scopus.com/pages/publications/105034351279?origin=resultslist,"Predictive maintenance (PdM) has emerged as a critical enabler for improving reliability, operational efficiency, and regulatory compliance in pharmaceutical manufacturing. Despite its proven effectiveness in several industrial sectors, PdM adoption within the pharmaceutical industry remains comparatively limited due to sector-specific technical, regulatory, and organizational constraints. This paper presents a structured technical analysis of recent academic and industrial works addressing PdM implementation in pharmaceutical manufacturing systems. The analysis examines applied AI and machine learning techniques, sensor and data acquisition strategies, implementation maturity, and regulatory considerations relevant to highly regulated environments. The findings indicate that, while PdM solutions can significantly improve equipment availability and reduce maintenance-related costs, major barriers persist, including limited failure data, validation and re-validation requirements, and organizational resistance to data-driven maintenance practices. Based on this analysis, the paper argues that hybrid approaches combining physics-based models (PBMs) with data-driven methods and explainable artificial intelligence (XAI), supported by digital twins and robust data governance frameworks, represent a practical and regulation-aware pathway for the broader adoption of predictive maintenance in pharmaceutical manufacturing © 2026 by the authors.",explainable AI; Industry 4.0; pharmaceutical manufacturing; predictive maintenance,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105034351279
paper-0783,included,physical_asset_maintenance,high,PV fault detection,Shamisavi M.; Segovia Ramirez I.; Gómez Muñoz C.Q.,"Shamisavi, Mahdi (57837121700); Segovia Ramirez, Isaac (57209600125); Gómez Muñoz, Carlos Quiterio (57350132600)",57837121700; 57209600125; 57350132600,Comparative Evaluation of YOLO- and Transformer-Based Models for Photovoltaic Fault Detection Using Thermal Imagery,2026,Energies,19,3,845,,,0,10.3390/en19030845,https://www.scopus.com/pages/publications/105030159062?origin=resultslist,"Photovoltaic systems represent one of the most reliable and widely used technologies for electricity generation from renewable energy sources, although their performance is affected by the occurrence of faults and defects that lead to energy losses and efficiency reduction. Therefore, detecting and localizing defects in photovoltaic panels is essential. A wide variety of image analysis techniques based on aerial thermal imagery acquired by drones have been widely implemented for proper maintenance operations, requiring a comprehensive comparison among these approaches to assess their relative performance and suitability for different scenarios. This study presents a comparative evaluation of several vision-based approaches using artificial intelligence for photovoltaic defect detection. YOLO- and Transformer-based models are analyzed and benchmarked in terms of accuracy, inference time, per-class performance, and sensitivity to object size. Experimental results demonstrate that both YOLO- and Transformer-based models are computationally lightweight and suitable for real-time implementation. However, Transformer-based architectures exhibit higher detection accuracy and stronger generalization capabilities, while YOLOv5 achieves superior inference speed. The RF-DETR-Small model provides the best balance between accuracy, computational efficiency, and robustness across different defect types and object scales. These findings highlight the potential of Transformer-based vision models as a highly effective alternative for real-time, on-site photovoltaic fault detection and predictive maintenance applications. © 2026 by the authors.",photovoltaic defects; photovoltaic panels; thermal image; transformers; vision artificial intelligence; YOLO,Antennas; Computational efficiency; Computer vision; Defects; Energy efficiency; Photovoltaics; Comparative evaluations; Faults detection; Photovoltaic defect; Photovoltaic panels; Photovoltaics; Thermal imagery; Thermal images; Transformer; Vision artificial intelligence; YOLO; Electric transformers; Infrared imaging,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105030159062
paper-0784,included,physical_asset_maintenance,high,Lithium battery RUL prediction,Tran K.; Le T.; Huynh B.; Trinh H.-C.; Nguyen V.-R.; Nguyen-Thoi T.; Nguyen-Thai V.,"Tran, Khoa (57209187894); Le, Tri (59734198100); Huynh, Bao (59734180400); Trinh, Hung-Cuong (56292437100); Nguyen, Vy-Rin (58995931500); Nguyen-Thoi, T. (24171745600); Nguyen-Thai, Vin (59254840500)",57209187894; 59734198100; 59734180400; 56292437100; 58995931500; 24171745600; 59254840500,HyBattNet: Hybrid Framework for Predicting the Remaining Useful Life of Lithium-Ion Batteries,2026,IEEE Access,14,,,13921,13936,0,10.1109/ACCESS.2026.3656882,https://www.scopus.com/pages/publications/105028595796?origin=resultslist,"Accurate prediction of the Remaining Useful Life (RUL) is essential for enabling timely maintenance of lithium-ion batteries, impacting the operational efficiency of electric applications that rely on them. This paper proposes a RUL prediction approach that leverages data from recent charge-discharge cycles to estimate the number of remaining usable cycles. The approach introduces both a novel signal preprocessing pipeline and a deep learning prediction model. In the signal preprocessing pipeline, a derived capacity feature is computed using interpolated current and capacity signals. Alongside original capacity, voltage and current, these features are denoised and enhanced using statistical metrics and a delta-based method to capture differences between the current and previous cycles. In the prediction model, the processed features are then fed into a hybrid deep learning architecture composed of 1D Convolutional Neural Networks (CNN), Attentional Long Short-Term Memory (A-LSTM), and Ordinary Differential Equation-based LSTM (ODE-LSTM) blocks. The ODE-LSTM architecture employs ordinary differential equations to integrate continuous dynamics into sequence-to-sequence modeling, thereby combining continuous and discrete temporal representations, while the A-LSTM incorporates an attention mechanism to capture local temporal dependencies. The model is further evaluated using transfer learning across different learning strategies and target data partitioning scenarios. Results indicate that the model maintains robust performance, even when fine-tuned on limited target data. Experimental results on two publicly available LFP/graphite lithium-ion battery datasets demonstrate that the proposed method outperforms a baseline deep learning approach and machine learning techniques, achieving an RMSE of 101.59, highlighting its potential for real-world RUL prediction applications. © 2013 IEEE.",Battery health management; deep learning; lithium-ion batteries; remaining useful life; signal preprocessing,Charging (batteries); Convolutional neural networks; Deep neural networks; Electric discharges; Forecasting; Ions; Learning algorithms; Learning systems; Ordinary differential equations; Prediction models; Signal processing; Statistics; 'current; Battery health; Battery health management; Deep learning; Health management; Ion batteries; Lithium ions; Remaining useful life predictions; Remaining useful lives; Signal preprocessing; Lithium-ion batteries,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105028595796
paper-0785,included,physical_asset_maintenance,high,Switching equipment PdM,Gumilang E.S.; Hudaya C.; Sudiarto B.; Husnayain F.,"Gumilang, Erick Satriyo (60379238700); Hudaya, Chairul (55059996600); Sudiarto, Budi (55964281700); Husnayain, Faiz (56623195500)",60379238700; 55059996600; 55964281700; 56623195500,Risk-based predictive maintenance of medium voltage network switching equipment using analytical hierarchy process as an analytical tool,2026,Sinergi (Indonesia),30,1,,113,124,0,10.22441/sinergi.2026.1.011,https://www.scopus.com/pages/publications/105029726760?origin=resultslist,"Predictive maintenance has become crucial for enhancing the reliability and efficiency of electrical systems, especially for Medium Voltage Network (MVN) switching equipment, which plays a key role in electricity distribution. This study aimed to develop a risk-based predictive maintenance model for MVN switching equipment using the Analytical Hierarchy Process (AHP) for maintenance prioritization, along with Z-score and Monte Carlo simulation methods to evaluate risk likelihood and impact. The Z-score method assessed the probability of risks occurring, revealing a probability exceeding 90% for specific equipment, such as UP2D.2025.C4, at 93.12%. The Monte Carlo simulation assessed the potential impact of these risks, showing severe consequences for various types of equipment. For example, UP2D.2025.C1 had a mean of 28.51 and a standard deviation of 3.50, while UP2D.2025.C8 had a standard deviation of 33.17, with an impact of over 61.53%. AHP was used to assign priority weights to components based on criteria such as equipment age, operational condition, and failure history. The analysis indicated that the Lightning Arrester had the highest maintenance priority at 26.04%, followed by the Fuse Cutout at 20.62% and the Pole-Mounted Circuit Breaker at 11.15%. This research was expected to significantly contribute to the development of more efficient and effective maintenance strategies for electrical systems, particularly in the electricity distribution sector. © 2026, Mercu Buana University. All rights reserved.",Analytical hierarchy process; Monte Carlo; Risk management; Switching equipment; Z-score,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105029726760
paper-0786,included,physical_asset_maintenance,high,Refrigeration system RUL,Zhuang J.; Liu M.; Sun L.; Wang J.,"Zhuang, Junjun (57247517700); Liu, Meng (56175563700); Sun, Lingfeng (60226288500); Wang, Jun (60397116700)",57247517700; 56175563700; 60226288500; 60397116700,Research on intelligent management of air compression refrigeration system in the environmental wind tunnel of high-speed railway trains,2026,High-speed Railway,4,1,,48,58,0,10.1016/j.hspr.2025.09.008,https://www.scopus.com/pages/publications/105023996413?origin=resultslist,"The environmental wind tunnel of high-speed railway trains serves as a crucial experimental facility for the research and development of high-speed railway technology. The refrigeration system within the wind tunnel is an important subsystem. However, the design of the wind tunnel refrigeration system management program presents significant scientific challenges and limitations. Traditional management approaches in wind tunnel refrigeration systems suffer from prolonged decision-making times and reliance on experiential knowledge, necessitating the need for intelligent transformation. This paper aims to address these issues by exploring existing intelligent management methodologies and defining the concept of a wind tunnel intelligent laboratory along with its primary modules. Furthermore, we propose a water cooler failure prediction model based on the existing equipment model of the wind tunnel's refrigeration system. This model effectively predicts the Remaining Useful Life (RUL) of the water cooler in the case of fouling failure, contributing to enhanced efficiency, cost reduction, and safety improvements in laboratories. © 2026 Beijing Jiaotong University",Intelligent management; Refrigeration system; Remaining useful life; System fault,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105023996413
paper-0787,included,physical_asset_maintenance,high,PWR pump time-to-failure,Khosrowpour B.; Jamshidi V.,"Khosrowpour, Behzad (57163911600); Jamshidi, Vahid (57189231251)",57163911600; 57189231251,Machine learning models for predicting time to failure of PWR main coolant pumps,2026,Nuclear Engineering and Technology,58,2,103964,,,0,10.1016/j.net.2025.103964,https://www.scopus.com/pages/publications/105019968650?origin=resultslist,"Physics-informed XGBoost predicted PWR coolant-pump time-to-failure (TTF) using 950 samples (30 % IAEA/ASME/ISO, 70 % synthetic). Fifteen Arrhenius-based thermal features (Ea/R = 3000 K) were engineered; six models were tuned by 5-fold GridSearchCV. XGBoost reached R2 = 0.892, MAE = 2185 h, RMSE = 2510 h (95 % CI ± 418 h), outperforming LightGBM (p = 0.0336). Ablation showed thermal drivers explain 60 % of variance; fluid temperature correlates r = −0.780 with TTF and a 10 % rise cuts life 8.9 %. Permutation/SHAP analyses yielded interpretable, safety-justifiable thresholds. The reproducible framework saves ≈ $2–3 M per reactor-year and enhances nuclear reliability worldwide. © 2025 Korean Nuclear Society, Published by Elsevier Korea LLC. This is an open access article under the CC BY-NC-ND license. http://creativecommons.org/licenses/by-nc-nd/4.0/",Ablation study; Explainable AI; Machine learning; Nuclear engineering; Physics-informed features; Predictive maintenance; PWR; Reproducible research; Thermal analysis; Time to failure,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105019968650
paper-0788,excluded,generic_nonmaintenance_ai_control,medium,"controversial scan: Energy harvesting powers wireless sensors for possible PdM; no asset-condition prediction, diagnosis or maintenance optimization.",Bancik K.; Konecny J.; Stankus M.; Hercik R.; Koziorek J.; Markevičius V.; Andriukaitis D.; Prauzek M.,"Bancik, Kamil (57821310100); Konecny, Jaromir (55551045900); Stankus, Martin (36070057800); Hercik, Radim (36918555300); Koziorek, Jiri (23393041300); Markevičius, Vytautas (8247595800); Andriukaitis, Darius (24066399800); Prauzek, Michal (35303390800)",57821310100; 55551045900; 36070057800; 36918555300; 23393041300; 8247595800; 24066399800; 35303390800,Batteryless IoT Sensing Using Thermoelectric Energy Harvesting from Industrial Motor Waste Heat,2026,Sensors,26,5,1644,,,0,10.3390/s26051644,https://www.scopus.com/pages/publications/105032624935?origin=resultslist,"This study presents the design, implementation, and validation of a thermoelectric energy harvesting system that exploits waste heat from an industrial electric motor to power an autonomous wireless sensor device. The proposed prototype integrates a single thermoelectric generator directly onto the motor housing and leverages the built-in cooling fan to maintain a stable thermal gradient of approximately 4–5 °C. Under real factory conditions, the system harvested 6.17 J of energy over 9612 s, sustaining continuous operation and 41 successful Long Range (LoRa) data transmissions with a positive energy balance. Compared with related works, the prototype achieved competitive or superior performance while operating at a lower motor rating of 0.25 kW, highlighting its efficiency relative to system scale. Key innovations include a hybrid DC/DC conversion chain bridging ultra-low input voltages to modern microcontrollers, and an adaptive transmission strategy that ensures predictable energy management and reliable wireless communication. These results demonstrate the feasibility of battery-free sensing in industrial environments and underline the potential of thermoelectric harvesting as a cost-effective, maintenance-free, and environmentally responsible solution for predictive maintenance and Industry 4.0 applications. © 2026 by the authors.",battery-free sensing; energy harvesting; Industry 4.0; predictive maintenance; thermoelectric generator; waste heat recovery,Cost effectiveness; Electric generators; Electronic equipment; Energy management; Predictive maintenance; Secondary batteries; Thermoelectric equipment; Thermoelectricity; Battery-free; Battery-free sensing; Battery-less; Design validation; Energy; Industrial motor; Predictive maintenance; Thermoelectric energy; Thermoelectric generators; Waste-heat recovery; article; cooling; electric engine; electric potential; energy; energy balance; energy conservation; energy recovery; generator; harvesting; heat; housing; sensor; waste; wireless communication; Energy harvesting,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105032624935
paper-0789,included,physical_asset_maintenance,high,Power component RUL prediction,Chu X.; Cheng J.; Zhu H.; Li C.; Wen B.,"Chu, Xiaoxu (60418688700); Cheng, Jinjun (58363710500); Zhu, Haizhen (57209935102); Li, Changjun (57732512300); Wen, Bincheng (59922210100)",60418688700; 58363710500; 57209935102; 57732512300; 59922210100,Remaining Useful Life Prediction of Electronic Power Components Based on a Hybrid Model Combining Bidirectional Long Short-Term Memory Networks and Gaussian Process Regression,2026,Technologies,14,2,104,,,0,10.3390/technologies14020104,https://www.scopus.com/pages/publications/105031235220?origin=resultslist,"The performance degradation of electronic power components during long-term operation can compromise system reliability and safety. Therefore, accurately predicting their remaining useful life (RUL) is critical for the reliability of safety-critical systems that utilize these components. This paper proposes a hybrid model integrating bidirectional long short-term memory networks (BiLSTM) and Gaussian process regression (GPR) for RUL prediction of electronic power components. The BiLSTM module provides high-precision point predictions, while the GPR module leverages the sequence features and trend information extracted by BiLSTM to deliver reliable interval predictions and high-confidence probabilistic outputs. The model’s predictive accuracy was validated using NASA’s publicly available lithium-ion battery dataset. Experimental results demonstrate that, compared to existing models, the proposed model achieves at least a 9.6% improvement in point prediction performance and a 63% improvement in interval prediction performance, fully validating the reliability and accuracy of the BiLSTM-GPR approach. The model was further applied to predict the RUL of DC-DC power modules. The predicted Continuous Ranked Probability Score (CRPS) reached a maximum of 0.050405, while the Probability Integral Transform (PIT) results exhibited a uniform distribution within the (0,1) range, further demonstrating the model’s high reliability and predictive confidence. © 2026 by the authors.",BiLSTM; electronic power components; GPR; interval prediction; point prediction; remaining useful life prediction,Electric power systems; Forecasting; Gaussian distribution; Gaussian noise (electronic); Hybrid power; Learning systems; Long short-term memory; Prediction models; Reliability; Safety engineering; Bidirectional long short-term memory network; Electronic power component; Gaussian process regression; Hybrid model; Interval prediction; Memory network; Point prediction; Power components; Remaining useful life predictions; Short term memory; NASA,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105031235220
paper-0790,included,physical_asset_maintenance,high,Biomedical device PCB monitoring,Laganà F.,"Laganà, Filippo (35179619200)",35179619200,Design and Simulation-Based Validation of an Embedded Acquisition Architecture for In Situ PCB Integrity Monitoring in Biomedical Devices,2026,Electronics (Switzerland),15,4,833,,,7,10.3390/electronics15040833,https://www.scopus.com/pages/publications/105031412849?origin=resultslist,"The reliability of biomedical devices is closely linked to the quality and long-term stability of the electronic circuits that support their operation. Printed circuit boards (PCBs), in particular, can be affected by manufacturing imperfections, thermal stress and progressive ageing, which may lead to failures during the device life cycle. In this study, we present the design and simulation-based validation of an embedded acquisition circuit aimed at monitoring PCB electrical integrity in a non-invasive and remote manner. The presented solution is based on Hall-effect current sensing combined with a 16-bit analog-to-digital conversion stage and a digital communication interface managed by a Raspberry Pi. This configuration allows the system not only to acquire integrity-related electrical signals but also to process them locally and transmit them wirelessly for supervision purposes. A lightweight artificial intelligence model is implemented directly on the embedded platform to analyse the acquired signals and to classify different PCB operating conditions in real time. Simulation results show that the system is able to identify small current variations caused by micro-discontinuities and abnormal conductive paths. The classification accuracy exceeds 97% for PCB integrity states, confirming the suitability of the approach for remote monitoring, predictive maintenance and safety support in electromedical devices. © 2026 by the author.",acquisition circuit; biomedical devices; embedded systems; non-destructive inspection; printed circuits; remote monitoring,Analog to digital conversion; Biomedical equipment; Digital communication systems; Digital devices; Digital to analog conversion; Life cycle; Mergers and acquisitions; Nondestructive examination; Predictive maintenance; Printed circuit boards; Printed circuit design; Acquisition circuit; Biomedical devices; Circuit boards; Design and simulation; Embedded-system; Integrity monitoring; Long term stability; Non destructive inspection; Remote monitoring; Simulation-based validation; Embedded systems,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105031412849
paper-0791,included,physical_asset_maintenance,high,Cable condition monitoring,Lee J.-B.; Lim H.S.; Lee C.-K.,"Lee, Ju-Bong (60235023100); Lim, Hee Su (60544307000); Lee, Chun-Kwon (56070825500)",60235023100; 60544307000; 56070825500,Temporal Consistency for Reliability Enhancement in Correlation-Based Time–Frequency Domain Reflectometry,2026,Sensors,26,6,1986,,,0,10.3390/s26061986,https://www.scopus.com/pages/publications/105034256805?origin=resultslist,"Reflectometry-based sensing systems are widely used in industrial monitoring to assess the condition of distributed assets such as cables and transmission lines. In practical sensing environments, however, correlation-based interpretation can become unreliable because of bilinear interference, dispersive propagation, and excitation mismatch, often producing artifact-related responses that lead to unnecessary inspections and reduced decision reliability. This paper proposes a temporal-consistency-based reliability enhancement framework for correlation-driven time–frequency domain reflectometry (TFDR). Instead of replacing the conventional reflectometry pipeline, the proposed method introduces a reliability-estimation layer that evaluates the trustworthiness of correlation responses and suppresses temporally inconsistent artifacts. Multiple complementary descriptors extracted from the reflected signal are jointly analyzed to determine whether a correlation response is propagation-consistent or more likely to arise from non-physical artifacts. Temporal consistency is modeled using a bidirectional long short-term memory (BiLSTM) architecture that captures long-range dependencies along the propagation sequence. Experimental results obtained from cable reflectometry measurements under varying impedance conditions show that the proposed framework effectively suppresses artifact-related correlation responses while preserving physically meaningful reflections required for fault localization. Additional cross-excitation evaluation provides preliminary evidence that the learned temporal-consistency criterion is not tightly coupled to a single excitation waveform. Because the proposed framework operates as a post-processing reliability layer, it can be integrated into existing reflectometry-based monitoring systems without the modification of the sensing hardware or excitation scheme. © 2026 by the authors.",artifact suppression; industrial monitoring; reflectometry-based sensing; sensor data reliability; temporal consistency,Cables; Condition monitoring; Memory architecture; Permittivity measurement; Reflection; Reliability; Signal processing; Artifact suppression; Data reliability; Industrial monitoring; Reflectometry; Reflectometry-based sensing; Reliability enhancement; Sensor data reliability; Sensors data; Temporal consistency; Time-frequency domain reflectometry; article; artifact; artifact reduction; controlled study; female; frequency; human; impedance; long short term memory network; reflectometry; reliability; sensor; waveform; Reflectometers,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105034256805
paper-0792,included,physical_asset_maintenance,high,Manufacturing system CBM optimization,Li S.; Yang Z.; Fang C.; Luo H.; He J.; Li J.; Nie X.,"Li, Sen (58656164100); Yang, Zhaojun (55793448400); Fang, Chuanyun (59967932300); Luo, Huaiyong (60342437400); He, Jialong (57214005012); Li, Jia (55247797600); Nie, Xinyu (57920069900)",58656164100; 55793448400; 59967932300; 60342437400; 57214005012; 55247797600; 57920069900,Optimal maintenance strategy for imperfect manufacturing system considering operational availability under delay propagation,2026,Eksploatacja i Niezawodnosc,28,1,,,,0,10.17531/ein/207148,https://www.scopus.com/pages/publications/105028067212?origin=resultslist,"Manufacturing system degradation can damage its reliability, resulting in decreased product quality and delayed deliveries. These challenges are characteristic of imperfect manufacturing systems. Moreover, the propagation of delay time across task periods may reduce the operational availability in future periods. Condition-based maintenance is an effective method for mitigating system degradation and enhancing reliability. However, existing condition-based maintenance studies often overlook the impact of delay propagation on operational availability. To address this issue, this paper proposes a condition-based maintenance model based on a Markov decision process. By introducing delay time as a state variable to capture changes in operational availability and incorporating it into the reward model, the proposed strategy aims to maximize enterprise profit. A case study and comparative analysis using data from a manufacturing enterprise validate the effectiveness and superiority of the proposed model in improving economic performance. © 2026, Polish Academy of Sciences Branch Lublin. All rights reserved.",condition-based maintenance; delay propagation; imperfect manufacturing system; Markov decision process; operational availability; reliability,Condition based maintenance; Economic analysis; Markov processes; Condition based maintenance; Delay propagation; Delay Time; Imperfect manufacturing system; Maintenance strategies; Markov Decision Processes; Operational availability; Optimal maintenance; Products quality; System degradation; Reliability,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105028067212
paper-0793,included,physical_asset_maintenance,high,Hopper scale wear assessment,Zhang Y.; Wang X.; She X.; Wu Z.,"Zhang, Yichen (60424180000); Wang, Xingdong (51162089600); She, Xu (60424180100); Wu, Zongwu (55927225600)",60424180000; 51162089600; 60424180100; 55927225600,Vibration-Based Wear State Assessment of Hopper Scales: A Coupled DEM–FEM Approach,2026,Machines,14,2,238,,,0,10.3390/machines14020238,https://www.scopus.com/pages/publications/105031377719?origin=resultslist,"Hopper scales are critical dynamic metering equipment in industrial production, yet their metrological performance is often compromised by wear on weighing units over long-term service. This study proposes a wear state assessment method based on the evolution of vibration features. Focusing on the rocker-column weighing unit, we analyzed the mechanism by which geometric changes in the spherical indenter—caused by fretting wear—alter the system’s constraint state. A global-to-local coupled Discrete Element Method and Finite Element Method (DEM–FEM) model was constructed to account for material-structure interactions, alongside a dynamic simulation model considering wear evolution. The simulation accuracy was validated through a dedicated experimental platform. The results indicate that as spherical wear intensifies, the low-frequency swaying of the indenter is suppressed, causing the system’s vibration mode to transition from a flexible, swaying-dominated state to a high-frequency, rigid-impact-dominated state. In the frequency domain, this manifests as energy migration, characterized by attenuation of the low-frequency main peak and an elevation of the high-frequency broadband noise floor. Crucially, as a key innovation for wear diagnosis, this study reveals the directional sensitivity of statistical indicators. While the Root Mean Square (RMS) exhibits a non-monotonic V-shaped trend, the Kurtosis and Margin factors of the tangential vibration demonstrate superior monotonic sensitivity. Under severe wear conditions, these two indicators increase by 14 and 11 times, respectively. These findings provide highly effective diagnostic criteria and hold significant engineering application value for the predictive maintenance of industrial dynamic weighing systems. © 2026 by the authors.",coupled DEM–FEM; energy migration; fretting wear; hopper scale; vibration experiment; wear state assessment; weighing unit,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105031377719
