corpus_id,screening_decision,screening_reason_category,screening_confidence,screening_notes,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
paper-0417,excluded,environment_natural_system,medium,civil infra update: generic SHM data recovery,Saha S.; Linforth S.; Desai N.; Ngo T.,"Saha, Sumit (57385175800); Linforth, Steven (57197821889); Desai, Nandakishor (57194832745); Ngo, Tuan (60077854900)",57385175800; 57197821889; 57194832745; 60077854900,Spectrally normalised Wasserstein generative adversarial imputation framework for multi-modal SHM data recovery in digital-twin systems,2026,Advanced Engineering Informatics,74,,104734,,,0,10.1016/j.aei.2026.104734,https://www.scopus.com/pages/publications/105037733631?origin=resultslist,"Reliable data acquisition is fundamental to the integrity of Structural Health Monitoring (SHM) systems and their integration within digital twin environments. However, data loss caused by sensor malfunction, communication failure, or environmental interference remains a persistent challenge, undermining model fidelity and structural condition assessment accuracy, especially during extreme loading events when continuous monitoring is most critical for digital twin applications. To address this, we propose SN-WGAIN-GP, a novel Spectrally Normalised Wasserstein Generative Adversarial Imputation Network with Gradient Penalty, designed for robust multi-modal time-series data imputation in SHM applications. The framework enhances the adversarial learning process through three key mechanisms: spectral normalisation to enforce Lipschitz continuity and stabilise training; wasserstein distance with gradient penalty to improve convergence and reduce mode collapse; and a two-time-scale update rule to balance generator-critic dynamics and accelerate optimisation. SN-WGAIN-GP operates in both single and multiple-imputation modes. In the latter, it leverages Monte Carlo (MC) dropout, Gaussian noise, and multiple latent noise vectors to generate diverse imputed datasets, followed by critic-weighted softmax pooling for aggregation and Rubin’s rule for quantifying predictive uncertainty. Comprehensive evaluation on two benchmark datasets, the LUMO experimental steel mast and the Canton Tower full-scale instrumented structure, demonstrates that SN-WGAIN-GP consistently outperforms existing GAN-based baseline models across a wide range of missing-data rates, noise levels, and temporal resolutions. Validation through operational modal analysis confirms accurate natural frequency extraction, with imputed responses showing excellent agreement with true responses in both time-domain and frequency spectra. SN-WGAIN-GP maintains correlation coefficients above 0.95 and RMSE below 0.10 even under 90% data loss, while achieving computational efficiency compatible with real-time digital twin deployment. The framework provides a scalable, uncertainty-aware and physically interpretable solution for multi-sensor SHM data imputation under partial observability, advancing the reliability of data-driven digital twins for predictive maintenance, resilience assessment, and intelligent infrastructure management. © 2026 The Authors.",Multiple Imputation; Spectral Normalisation; Structural Health Monitoring; Two Time-scale Update Rule; Wasserstein Generative Adversarial Network,Computational efficiency; Computer system recovery; Data acquisition; Digital twin; Extraction; Failure (mechanical); Gaussian noise (electronic); Learning systems; Modal analysis; Real time systems; Structural dynamics; Time domain analysis; Time measurement; Uncertainty analysis; Adversarial networks; Data loss; Health monitoring; Multi-modal; Multiple imputation; Spectral normalization; Structural health; Two time scale; Two time-scale update rule; Wasserstein generative adversarial network; Structural health monitoring,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105037733631
paper-0425,excluded,software_it_cyber,high,Port cybersecurity risk not maintenance,Liu X.; Zhou Y.; Yuen K.F.,"Liu, Xibing (59927221300); Zhou, Yusheng (57221212849); Yuen, Kum Fai (56581269200)",59927221300; 57221212849; 56581269200,Assessing cybersecurity resilience of digital ports using a BN-FAIR framework,2026,Transportation Research Part D: Transport and Environment,156,,105379,,,0,10.1016/j.trd.2026.105379,https://www.scopus.com/pages/publications/105036333677?origin=resultslist,"The digitalization of seaports enhances efficiency but heightens exposure to complex cyber–physical disruptions threatening transport continuity and supply chains. This study proposes a probabilistic framework to quantify and strengthen port cyber–physical resilience by integrating Bayesian Networks (BN) for causal inference with the Factor Analysis of Information Risk (FAIR) model for financial impact estimation. The model captures interdependencies across six domains: cyber layer, physical layer, interconnection layer, organizational, external threat, and individual factors. Sensitivity analysis identifies critical vulnerabilities such as legacy software, unpatched systems, hardware failures, and limited cybersecurity awareness. Six targeted strategies, including Zero-Trust Architecture, predictive maintenance, and adaptive governance, are mapped to high-impact nodes to guide investment priorities. By combining probabilistic reasoning with economic quantification, the BN–FAIR framework provides transport policymakers and port operators with a transparent, data-driven tool to enhance resilience and sustainability in maritime logistics systems. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",Bayesian Network; Cybersecurity Risk Assessment; Factor Analysis of Information Risk; Maritime Sustainability; Port Digital Resilience; Transport Infrastructure,Barium compounds; Cybersecurity; Data mining; Economics; Factor analysis; Inference engines; Investments; Legacy systems; Logistics; Marine engineering; Multivariant analysis; Network layers; Ports and harbors; Predictive maintenance; Risk analysis; Risk perception; Sensitivity analysis; Bayesia n networks; Cyber security; Cybersecurity risk assessment; Factor analyze of information risk; Factors analysis; Information risk; Maritime sustainability; Port digital resilience; Risks assessments; Transport infrastructure; Bayesian analysis; digitization; factor analysis; maritime transportation; port operation; risk assessment; security; sustainability; transportation infrastructure; Bayesian networks,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-105036333677
paper-0426,excluded,environment_natural_system,high,Agricultural drought monitoring,Mirmazloumi S.M.; Kipkulei H.; Waswa R.; Landmann T.; Dienya T.; Schwarz M.; Ramoino F.; Albergel C.; Ghazaryan G.,"Mirmazloumi, S. Mohammad (57191109163); Kipkulei, Harison (57578999400); Waswa, Rose (57219779640); Landmann, Tobias (23492618800); Dienya, Tom (57218908756); Schwarz, Maximilian (59436144400); Ramoino, Fabrizio (39962111200); Albergel, Clément (24448101200); Ghazaryan, Gohar (57190880831)",57191109163; 57578999400; 57219779640; 23492618800; 57218908756; 59436144400; 39962111200; 24448101200; 57190880831,High-resolution monitoring of intra-seasonal agricultural drought using sentinel-2 and machine learning across bimodal growing seasons in Kenya,2026,Ecological Indicators,185,,114790,,,0,10.1016/j.ecolind.2026.114790,https://www.scopus.com/pages/publications/105034065422?origin=resultslist,"Drought presents significant challenges to agriculture, threatening food security and livelihoods, across many regions. In Kenya, recurrent droughts across diverse agro-ecological zones emphasize the urgent need for reliable and scalable drought assessment methods. Although drought assessment with various datasets has been carried out for this region, many of them often use course or moderate resolution data. This study uses high-resolution Sentinel-2 observations and machine learning to monitor intra-seasonal crop conditions and assess drought impacts across bimodal growing seasons. Using pixel-based supervised random forest models trained with multiple vegetation indices as input, we classify croplands into drought-affected and unaffected areas. The phenology information is integrated into the framework to take into account two growing seasons. Our results from 2016 to 2022 highlight an increasing frequency in drought-affected croplands, with 2022 exhibiting widespread crop stress, especially during the long rains season. The results have strong agreement to governmental yield statistics and national and international reports as well as regional and global drought monitoring platforms. Despite uncertainties from cloud cover, land cover misclassification, and other stressors, the proposed framework provides high-resolution and operationally relevant agricultural drought monitoring approach with high resolution at national scale. Future enhancements, including radar-based data integration and real-time monitoring and prediction, can further strengthen early warning systems, supporting policymakers in developing targeted drought mitigation strategies. Copyright © 2026. Published by Elsevier Ltd.",Agricultural drought; Crop condition monitoring; Kenya; Machine learning; Sentinel-2,Kenya; Agribusiness; Agricultural machinery; Agronomy; Crops; Cultivation; Data integration; Drought; Food supply; Machine learning; Real time systems; Agricultural drought; Crop condition; Crop condition monitoring; Drought monitoring; Growing season; High resolution; Intra-seasonal; Kenya; Machine-learning; Sentinel-2; cloud cover; crop plant; crop yield; drought; food security; growing season; land cover; monitoring system; phenology; Sentinel; Condition monitoring; Learning systems,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105034065422
paper-0431,excluded,business_social_finance,medium,"controversial scan: Industrial electricity dataset is useful for forecasting/control/PdM research, but the paper contains no maintenance task or asset-health model.",Sievers J.; Bischof S.; Blank T.; Simon F.,"Sievers, Jonas (58123601600); Bischof, Simon (56095204500); Blank, Thomas (56819218800); Simon, Frank (55627811900)",58123601600; 56095204500; 56819218800; 55627811900,High-resolution energy data from a sustainable industrial production area in Karlsruhe,2026,Scientific Data ,13,1,310,,,0,10.1038/s41597-026-06955-4,https://www.scopus.com/pages/publications/105031722753?origin=resultslist,"Understanding and optimizing industrial energy systems requires datasets that capture detailed electrical behavior at high temporal resolution over long time periods. Such data are essential for analyzing power quality, identifying operational patterns, and developing data-driven models for forecasting, control, and predictive maintenance. Yet, most existing open datasets lack the temporal granularity, measurement diversity, and machine-level detail needed to reflect the complexity of industrial environments. To address this gap, we present a large-scale, high-resolution dataset of industrial electricity measurements comprising more than 74 billion data points collected at 5-second resolution over up to seven years. The dataset includes 22 industrial machines and one photovoltaic system, with up to 190 measured quantities per device, including three-phase voltages and currents, active, reactive, and apparent power, harmonic spectra, total harmonic distortion, and fundamental waveform characteristics. In addition, the dataset is complemented by external metadata such as weather, electricity prices, and emission factors. This unique combination of long-term coverage, high sampling rate, and rich feature space enables insight into industrial energy dynamics and provides a robust foundation for advancing machine learning, digital twins, and intelligent energy management in industrial environments. © The Author(s) 2026.",,article; controlled study; digital twin; electric potential; electricity; energy; energy conservation; forecasting; industrial production; machine learning; metadata; photovoltaic device; waveform; weather,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105031722753
paper-0432,excluded,generic_nonmaintenance_ai_control,medium,"controversial scan: Cascading-failure prediction in AC/DC grids supports outage prevention and system stability, not a clear maintenance or inspection decision.",Qin W.; Liu X.; Tao Y.,"Qin, Wenchao (60537300900); Liu, Xufei (57194042335); Tao, Yiran (60537144700)",60537300900; 57194042335; 60537144700,The research on cascading failure prediction in AC-DC hybrid power grids based on deep learning,2026,Discover Computing,29,1,242,,,0,10.1007/s10791-026-10130-z,https://www.scopus.com/pages/publications/105037587153?origin=resultslist,"Accurate prediction of cascading faults in power grids can ensure system stability and prevent large-scale outages. Existing methods typically require learning effective statistical information from datasets with sufficient labels; however, in real-world scenarios, fault samples are scarce, leading to inaccurate fault identification. To address this, this paper presents a Hybrid Graph-Temporal Transformer (HGTT) to predict cascading faults in AC/DC hybrid power grids. The HGTT model integrates Graph Attention Networks (GAT) and Temporal Transformers, effectively capturing both spatial and temporal dependencies through an attention mechanism that accounts for electrical distances between nodes, as well as a causal attention-based temporal feature extraction module. Additionally, two self-supervised tasks are introduced to reduce reliance on labeled data. Experimental results show that HGTT achieves up to 14.8% higher accuracy than SVM, and reduces labeled data requirements by 50% under the self-supervised learning setting compared to fully supervised training. © The Author(s) 2026.",AC/DC hybrid power grid; Cascading faults; Deep learning; Graph attention network; Temporal transformer,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105037587153
paper-0433,excluded,software_it_cyber,high,Software fault prediction,Ali A.; Muhammad D.; Ali M.; Din F.,"Ali, Asad (57207417169); Muhammad, Dost (57192702085); Ali, Mushtaq (56320385300); Din, Fakhrud (56070700100)",57207417169; 57192702085; 56320385300; 56070700100,Impact of class balancing techniques or events per variable ratio on the conclusion of the software faults prediction models,2026,Innovations in Systems and Software Engineering,22,1,1,,,0,10.1007/s11334-025-00623-3,https://www.scopus.com/pages/publications/105022882359?origin=resultslist,"Software fault prediction (SFP) models are often trained on severely imbalanced data. Prior work also warns that low events‑per‑variable (EPV) ratios can yield unstable and biased estimates. To quantify the separate and joint impact of (i) class‑balancing techniques and (ii) EPV ratios on the accuracy and stability of SFP models trained on five real‑world, open‑source GitHub projects. We also examine whether classifier choice outweighs either factor. We extracted five projects from GitHub and built class‑level datasets. After feature selection (genetic algorithm), we evaluated five estimation techniques (PLS, CART, NB, RF, SVM) under a factorial design crossing EPV ∈ (1) with balancing ∈ (None, Up, Down, SMOTE, ROSE) [1]. AUC is used to measure performance. We report effect sizes and stability (across repeated runs) and profile computational cost. Baselines include (a) no balancing at each EPV level and (b) an additional “raw” baseline without EPV adjustment for the only dataset with non‑zero defects (Ceylon). (i) Balancing improves AUC in a minority of settings; SMOTE is the most reliable of the balancing methods, whereas ROSE is the least effective. (ii) EPV = 20 consistently yields higher accuracy and stability than EPV = 3 or 10. (iii) Classifier choice matters most: strong estimation models (RF/SVM) at low EPV often outperform weak estimation techniques (PLS/CART) at high EPV. For modern GitHub‑based SFP, increasing EPV and choosing an appropriate classifier have a greater impact than applying generic class‑balancing. We provide a reproducible protocol (data processing pipeline, seeds, and scripts) and outline an external validation plan on NASA, PROMISE, and Relink. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2025.",Estimation models; Fault prediction; Stability; Unbalanced datasets,Balancing; Classification (of information); Data handling; Forecasting; Prediction models; Stability; Balancing techniques; Biased estimates; Estimation models; Estimation techniques; Fault prediction; Fault prediction models; Imbalanced data; Software fault prediction; Unbalanced datasets; Variable ratio; Convergence of numerical methods,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105022882359
paper-0435,excluded,business_social_finance,high,Market demand forecasting not asset health,Mateus B.C.; Mendes M.; Farinha J.T.,"Mateus, Balduíno César (57218582760); Mendes, Mateus (59281968600); Farinha, José Torres (24483148600)",57218582760; 59281968600; 24483148600,Production optimization indexed to market demand using deep neural networks,2026,International Journal on Interactive Design and Manufacturing,20,4,,1875,1893,1,10.1007/s12008-025-02386-4,https://www.scopus.com/pages/publications/105014441261?origin=resultslist,"Abstract: Raw materials play an important role in the production of goods since their acquisition value has an important impact on final production. Controlling the variation of raw material costs is a huge challenge for companies. Predicting price variations in advance can lead to adjustments in strategic plans, benefiting the company. One of these strategic decisions is better planning of production capacity according to market demand, and adjusting equipment maintenance plans to ensure uninterrupted production during critical times while maintaining high quality standards. The present paper proposes a method to forecast paper pulp production indexed to stock market values using deep neural networks. The forecast leverages pulp production variables from paper presses combined with stock exchange variables, specifically ALTRI SGPS (volume and price), PSIALL-SHARE index, Consumer Price Index (CPI) and PCU32213221 (industry operating costs), as model inputs. The results show that stock market data significantly improves the forecasting model: the mean absolute percentage error (MAPE) was reduced from 26.55% to 5.08% (an 80% reduction from the baseline model without external variables), and R2 improved from 0.42 to 0.86, with additional error reductions achieved through increased sampling rates. © The Author(s) 2025.",Artificial intelligence; Market future; Predictive maintenance; Pulp forecasting,Commerce; Competition; Forecasts; Operating Costs; Preventive Maintenance; Commerce; Competition; Electronic trading; Financial markets; Forecasting; Paper and pulp industry; Predictive maintenance; Pulp; Pulp manufacture; Market demand; Neural-networks; Predictive maintenance; Price variation; Production optimization; Pulp forecasting; Pulp production; Raw materials costs; Strategic decisions; Strategic plan; Operating costs,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105014441261
paper-0437,excluded,biology_biotech_non_equipment,high,Breast milk PFAS biomonitoring,Alharbi E.; Ghanem E.; Alhussaini W.; Aldahri A.; Alsahly M.; Al-Kaysi R.O.; Almtiri M.; Alghanem B.; Alsaif S.; Islam I.,"Alharbi, Eman (57214440701); Ghanem, Ezzeldeen (58662546400); Alhussaini, Waleed (58662546200); Aldahri, Alaa (60163074000); Alsahly, Magd (60601581200); Al-Kaysi, Rabih O. (6508172090); Almtiri, Mohammed (57225246552); Alghanem, Bandar (57193954599); Alsaif, Saif (36058223300); Islam, Imadul (7004042922)",57214440701; 58662546400; 58662546200; 60163074000; 60601581200; 6508172090; 57225246552; 57193954599; 36058223300; 7004042922,"Perfluoroalkyl compound levels in breast milk of mothers in Riyadh, Kingdom of Saudi Arabia",2026,Scientific Reports,16,1,13351,,,0,10.1038/s41598-026-43202-7,https://www.scopus.com/pages/publications/105036869248?origin=resultslist,"Per- and Polyfluoroalkyl substances (PFAS) are persistent environmental contaminants widely used in consumer and industrial applications including stain- and water-repellent textiles, nonstick cookware, firefighting foams, and food packaging. Their persistence and bioaccumulation potential raise concerns about early-life exposure through breastfeeding. Despite increasing international attention, no biomonitoring data on PFAS in breast milk have been reported from Saudi Arabia. The study aim to quantify perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS) in breast milk from lactating women in Riyadh and estimate infant exposure via breastfeeding using standardized exposure assessment methods. Breast milk samples were collected from 25 mothers within 30 days postpartum. Samples were analyzed by LC–MS/MS following solid-phase extraction. Estimated daily intake (EDI) for PFOA and PFOS was calculated using the equation EDI = (CBM × VBM) / BW, assuming an average infant body weight of 2.5 kg and daily milk intake of 292.5 mL during early infancy. Quantifiable concentrations (> LLOQ = 25 ng/L) were detected in 4 of 25 participants. PFOA concentrations ranged from < LLOQ to 73.3 ng/L, and PFOS concentrations ranged from < LLOQ to 85.2 ng/L. Median concentrations for both compounds remained < LLOQ. Infant EDI values were below the U.S. EPA oral reference dose (20 ng/kg-bw/day) but exceeded EFSA benchmark values in 12% of samples for PFOA (EFSA = 0.857 ng/kg-bw/day) and 16% of samples for PFOS (EFSA = 1.857 ng/kg-bw/day). This study provides the first biomonitoring evidence of PFAS in breast milk in Saudi Arabia, demonstrating low but measurable exposure among lactating women. The findings underscore a need for expanded biomonitoring and assessment of potential exposure sources in the region. © The Author(s) 2026.",Biomonitoring; Breast milk; Breastfeeding; Child; Environmental pollutants; LC-MS/MS; PFAS; PFOA; PFOS; Regulations,"Adult; Alkanesulfonic Acids; Breast Feeding; Caprylates; Chromatography, Liquid; Environmental Exposure; Environmental Pollutants; Female; Fluorocarbons; Humans; Infant; Milk, Human; Saudi Arabia; Tandem Mass Spectrometry; Young Adult; alkanesulfonic acid; fluorocarbon; octanoic acid; perfluorooctanesulfonic acid; perfluorooctanoic acid; adult; breast feeding; breast milk; chemistry; environmental exposure; female; human; infant; liquid chromatography; pollutant; Saudi Arabia; tandem mass spectrometry; young adult",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105036869248
paper-0440,excluded,environment_natural_system,high,"controversial scan: Industrial data imputation method is motivated by control/fault detection/PdM, but evaluates missing-value reconstruction rather than asset condition.",Liu Y.; Zhu C.; Liu L.; Deng W.,"Liu, Yishun (57202550865); Zhu, Changyong (60603574400); Liu, Lingsong (60604081600); Deng, Wenfeng (60603574500)",57202550865; 60603574400; 60604081600; 60603574500,An Implicit-Explicit Diffusion Model for Industrial Data Imputation,2026,Applied Sciences (Switzerland),16,8,3826,,,0,10.3390/app16083826,https://www.scopus.com/pages/publications/105037054114?origin=resultslist,"High-quality process data are essential for modern manufacturing processes to enable advanced control techniques, fault detection, and predictive maintenance. However, real-world industrial datasets often contain missing values due to sensor failures, power outages, and equipment maintenance. This paper proposes a novel implicit–explicit diffusion model that jointly utilizes both hidden and visible properties for industrial data imputation. The model employs a dual-branch architecture: one branch uses multi-scale dilated causal convolutions to capture hierarchical periodic patterns inherent in industrial time series, while the other branch leverages structured state space (S4) models to learn long-term dependencies. A gated fusion mechanism adaptively combines these complementary representations. Extensive experiments on Debutanizer and Sulfur Recovery Unit (SRU) datasets demonstrate that the proposed method achieves the best root mean squared error (RMSE) across all tested missing rates (20–80%) on both datasets, and exhibits particularly strong advantages in high-missingness scenarios (60–80%), where the proposed multi-scale and long-range modeling capabilities prove most beneficial. © 2026 by the authors.",diffusion model; industrial data imputation; multi-scale feature extraction; structured state space,Intelligent control; Outages; Predictive maintenance; Data imputation; Diffusion model; Features extraction; Implicit-explicit; Industrial data imputation; Multi-scale feature extraction; Multi-scale features; Multi-scales; State-space; Structured state space; Diffusion,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105037054114
paper-0450,excluded,software_it_cyber,high,LDoS cyberattack detection,Nakıp M.,"Nakıp, Mert (57212473263)",57212473263,A predictive neural network architecture for early detection of low-rate cyberattacks,2026,Knowledge-Based Systems,343,,115995,,,0,10.1016/j.knosys.2026.115995,https://www.scopus.com/pages/publications/105035648594?origin=resultslist,"Low-Rate Denial of Service (LDoS) attacks pose a significant challenge to IoT networks due to their subtle and prolonged nature, often evading traditional intrusion detection systems. This paper presents IDQS (Intrusion Detection via QoS Prediction), a lightweight and proactive framework for early LDoS attack detection. IDQS integrates two new key components: (i) RTP-QoS, a Recurrent Trend Predictive Neural Network that learns and forecasts future Quality of Service (QoS) based on historical traffic patterns, and (ii) PDM, a Pairwise Decision Model that evaluates discrepancies between predicted and actual QoS to identify potential attacks. Evaluated on the public SDN-SlowRate-DDoS and CIC-IDS2017 datasets, IDQS respectively achieves over 79% and 91% detection accuracy across most attack scenarios with high recall and low false negatives, while maintaining an end-to-end inference time of just 0.28 s. The results demonstrate the effectiveness and efficiency of IDQS for real-time deployment in resource-constrained IoT environments. © 2026 Elsevier B.V.",Internet of Things (IoT); Low-Rate Denial of Service (LDoS); Prediction; Quality of Service; Trend Predictive Neural Network (rTPNN),Denial-of-service attack; Internet of things; Intrusion detection; Mobile telecommunication systems; Network architecture; Network security; Quality of service; Denial of Service; Denialof- service attacks; Internet of thing; Intrusion-Detection; Low rates; Low-rate denial of service; Neural network architecture; Predictive neural network; Quality-of-service; Trend predictive neural network (rTPNN); Forecasting,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105035648594
paper-0453,excluded,clinical_human_outcome,high,EEG human state monitoring not equipment,Moreno Escobar J.J.; Castillo Pérez M.D.; Aguilar del Villar E.Y.; Espinosa H.Q.,"Moreno Escobar, Jesús Jaime (57208674931); Castillo Pérez, Mauro Daniel (58861313800); Aguilar del Villar, Erika Yolanda (57215332237); Espinosa, Hugo Quintana (57220948607)",57208674931; 58861313800; 57215332237; 57220948607,Sensor-Based Fault Diagnosis and Prognosis of Neurophysiological States: A Transformer Autoencoder Approach to EEG Monitoring,2026,Sensors,26,9,2913,,,0,10.3390/s26092913,https://www.scopus.com/pages/publications/105038543459?origin=resultslist,"This study presents a sensor-based condition monitoring framework for the diagnosis and prognosis of neurophysiological states using electroencephalographic (EEG) signals. Leveraging a comparative deep learning architecture, we evaluate a baseline Variational Autoencoder against a Transformer-based Autoencoder to model latent representations of EEG dynamics across three therapeutic phases: pre-intervention, during intervention, and post-intervention. The proposed methodology aligns with sensor-based fault diagnosis principles by treating deviations from stable neurophysiological states as diagnostic indicators and temporal phase transitions as markers of therapeutic stage progression. Using a dataset of 94 EEG sessions from six subjects with diverse neurological conditions, we demonstrate that the Transformer Autoencoder, through its self-attention mechanism, captures cross-band spectral relationships more effectively than the VAE, resulting in denser within-phase clusters and improved separation between therapeutic stages. Quantitative evaluation reveals small but statistically significant effects between pre- and during-intervention phases ((Formula presented.)) and pre- and post-intervention phases ((Formula presented.)), predominantly driven by delta, theta, beta, and gamma rhythms. These findings illustrate how sensor-based latent state monitoring can provide interpretable, data-driven insights for condition assessment and phase transition assessment between sessions in complex dynamic systems, with potential applicability beyond clinical domains to industrial condition monitoring and fault diagnosis tasks. The framework confirms that it offers qualitative indicators, rather than predictive clinical outputs. © 2026 by the authors.",dolphin-assisted therapy; electroencephalography; latent space analysis; transformer autoencoders; unsupervised representation learning,"Adult; Algorithms; Autoencoder; Deep Learning; Electroencephalography; Female; Humans; Male; Prognosis; Signal Processing, Computer-Assisted; Biomedical signal processing; Condition monitoring; Dynamics; Electrophysiology; Failure analysis; Fault detection; Learning systems; Neurophysiology; Pathology; Auto encoders; Condition; Diagnosis and prognosis; Dolphin-assisted therapy; Faults diagnosis; Latent space analyze; Post interventions; Space analysis; Transformer autoencoder; Unsupervised representation learning; adult; algorithm; autoencoder; deep learning; electroencephalography; female; human; male; procedures; prognosis; signal processing; Electroencephalography",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105038543459
paper-0454,excluded,environment_natural_system,high,Crop leaf segmentation,Wang H.; Li Z.; Zhao P.; Yu J.,"Wang, Hao (60603487800); Li, Zhiyang (60604200300); Zhao, Pengsen (58277029400); Yu, Jinlong (59985489900)",60603487800; 60604200300; 58277029400; 59985489900,ES2-LeafSeg: Lightweight State Space Modeling-Driven Agricultural Leaf Segmentation,2026,Applied Sciences (Switzerland),16,8,3745,,,0,10.3390/app16083745,https://www.scopus.com/pages/publications/105037075200?origin=resultslist,"Agricultural robots and unmanned farmland management require real-time and precise parsing of crop leaves at the edge to support variable application of pesticides, seedling condition monitoring, and phenotypic analysis. However, the field environment features drastic changes in light, leaf occlusion, and interference from background weeds, which can cause semantic fragmentation and boundary artifacts in lightweight models. This paper presents ES2-LeafSeg, a lightweight framework for leaf semantic segmentation tailored for edge deployment. The method employs EfficientNetV2 as the backbone encoder and introduces the State Space Semantic Enhancement Module (S2FEM) on skip connection features, modeling long-range dependencies and suppressing local texture noise through SSM pooling in row and column directions. Meanwhile, a cross-scale decoder (CSD) and a global context transformation (GCT) are designed to achieve multi-scale semantic fusion and boundary refinement. On the three-class segmentation task of the SoyCotton dataset, ES2-LeafSeg achieved mIoU of 0.817, mDice of 0.869, Fβw of 0.925, and MAE of 0.011, outperforming multiple classic and recent baselines while maintaining 23.67 M parameters and 49.62 FPS. Ablation experiments further verified the complementary contributions of S2FEM and GCT to regional consistency and boundary quality. © 2026 by the authors.",agricultural vision; cross-scale decoding; edge computing; leaf segmentation; semantic segmentation; state space model,Agricultural robots; Condition monitoring; Decoding; Semantic Segmentation; Semantics; State space methods; Textures; Agricultural robot; Agricultural vision; Cross-scale decoding; Edge computing; Global context; Leaf segmentation; Model-driven; Real- time; Semantic segmentation; State-space models; Edge computing,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105037075200
paper-0455,excluded,other_nonmaintenance,medium,strict update: Drill-pipe strength prediction lacks maintenance use-case,Cheng J.; Hao S.; Jin X.; Jiang Y.; Zhou Y.; Sun Y.; Gao K.,"Cheng, Jinhua (57210169975); Hao, Shuai (57345685800); Jin, Xulun (60614028800); Jiang, Yuhan (60614120100); Zhou, Yang (60613666200); Sun, Youhong (59962420500); Gao, Ke (36171560200)",57210169975; 57345685800; 60614028800; 60614120100; 60613666200; 59962420500; 36171560200,Hybrid experimental-numerical-machine learning study for high temperature working limit characteristics and efficient failure prediction of aluminum-drill-pipe-tool-joint-assemblies,2026,Results in Engineering,30,,110823,,,0,10.1016/j.rineng.2026.110823,https://www.scopus.com/pages/publications/105037765329?origin=resultslist,"High temperature represents one of the critical challenges in deep scientific drilling, mineral exploration drilling, and oil & gas drilling. However, there is a paucity of research on the influence of high temperature on the mechanical properties of drill pipes, particularly aluminum alloy drill pipes. It is important to note that the application of artificial intelligence in this regard is even more scarce. This study focuses on aluminum-drill-pipe-tool-joint-assemblies which is the vulnerable segment of aluminum alloy drill pipes. It conducts an in-depth investigation into the ultimate bearing capacity of these assemblies under tensile, torsional, and combined tensile-torsional loads at elevated temperatures, employing a hybrid approach integrating experiments, finite element simulations, and physics-informed neural networks. Experiments and nonlinear three-dimensional finite element analyses are utilized to explore the tensile limits and failure modes at varying temperatures, while validating the accuracy of the finite element model. Based on this, a material failure-based analysis of the ultimate bearing capacity of 147 × 13 mm aluminum alloy drill pipe-steel joint assemblies under tensile, torsional, and combined loads is performed. It is revealed that the ultimate bearing capacity under all loading conditions decreases with increasing temperature. Considering the impact of drilling fluid pressure, a calculation method for load limits based on contact stress as the judgment criterion is proposed. Results indicate that the load limits derived from contact stress calculations are more conservative, with a more significant reduction observed under high-temperature conditions. Specifically, at 240 °C, the load limit calculated via contact stress decreases by 100 % compared to that determined by material failure. Training datasets are established using the Latin hypercube sampling method combined with finite element models, and a physics-informed multi-layer perceptron model is developed to enable rapid prediction of load limits. The results demonstrate that the model achieves an average relative error of <5 % and outperforms existing models such as conventional MLP, random forest, and XGBoost in terms of R² and RMSE metrics, significantly enhancing prediction accuracy and efficiency. Copyright © 2026. Published by Elsevier B.V.",Aluminum-drill-pipe-tool-joint-assemblies; High temperature; Machine learning; Ultra-deep drilling,Aluminum alloys; Bearings (machine parts); Deep learning; Deep oil well drilling; Drill pipe; Drilling fluids; Drills; High temperature effects; Infill drilling; Learning systems; Load limits; Mineral exploration; Oil well drilling equipment; Petroleum prospecting; Aluminum-drill-pipe-tool-joint-assembly; Contact Stress; Finite element modelling (FEM); Highest temperature; Joint assembly; Machine-learning; Tool joint; Torsional loads; Ultimate bearing capacity; Ultra-deep drilling; Bearing capacity,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105037765329
